tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	er_citation_names	measurement_inc	measurement_dec	treatment_dc_field	magic_software_packages	measurement_standard	magic_method_codes	treatment_dc_field_phi	measurement_description	treatment_temp	measurement_temp	measurement_magn_moment	magic_instrument_codes	measurement_sd_z	measurement_sd_y	measurement_sd_x	er_analyst_mail_names	treatment_dc_field_theta	measurement_flag	measurement_positions	measurement_csd
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	26	0	This study	-31.8	186.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			858.0	273	4.62e-08	hargrave 2015-01-20 12:24:04	3.13e-10	1.37e-09	5.29e-10			g	1	1.8
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	27	0	This study	-32.2	184.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			863.0	273	4.43e-08	hargrave 2015-02-10 17:33:39	1.09e-09	1.21e-09	4.71e-10			g	1	2.1
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	28	0	This study	-27.3	184.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			883.0	273	4.06e-08	hargrave 2015-02-11 17:31:29	7.18e-10	1.11e-09	4.38e-10			g	1	1.9
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	29	0	This study	-27.0	183.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			903.0	273	3.76e-08	hargrave 2015-02-12 15:43:23	8.83e-10	5.60e-10	3.80e-10			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	30	0	This study	-24.9	186.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			923.0	273	3.19e-08	hargrave 2015-02-13 17:59:10	4.99e-10	7.10e-10	2.29e-10			g	1	1.6
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	31	0	This study	-24.1	185.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			933.0	273	2.76e-08	hargrave 2015-02-17 11:33:47	3.41e-10	3.33e-10	2.38e-10			g	1	1.0
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	32	0	This study	-30.3	184.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			943.0	273	1.35e-08	hargrave 2015-02-18 09:53:13	1.34e-10	8.70e-10	2.61e-10			g	1	3.8
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	33	0	This study	-33.5	177.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			953.0	273	5.46e-09	hargrave 2015-02-19 13:00:15	1.23e-10	2.04e-10	1.16e-10			g	1	2.6
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	1	0	This study	-75.3	97.9	0	pmagpy-3.2.1		LT-NO:LP-DIR-T			273	273	4.90e-07		3.00e-09	1.46e-08	1.31e-08			g	1	2.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	2	0	This study	-76.9	99.4	0	pmagpy-3.2.1		LT-LT-Z:LP-DIR-T			77	273	5.30e-07		2.94e-09	1.67e-08	1.06e-08			g	1	2.2
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	3	0	This study	-79.2	102.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			373.0	273	6.93e-07		3.50e-09	2.08e-08	1.62e-08			g	1	2.2
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	4	0	This study	-80.9	109.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			423.0	273	8.13e-07	hargrave 2014-10-22 16:03:00	4.51e-09	2.67e-08	9.83e-09			g	1	2.0
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	5	0	This study	-79.9	110.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			473.0	273	7.81e-07	hargrave 2014-10-27 16:29:43	3.87e-09	2.60e-08	2.34e-08			g	1	2.6
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	6	0	This study	-80.5	116.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			523.0	273	6.36e-07	hargrave 2014-10-28 13:53:01	2.82e-09	2.29e-08	2.00e-08			g	1	2.7
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	7	0	This study	-78.6	126.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			573.0	273	3.98e-07	hargrave 2014-10-28 20:50:09	2.20e-09	1.29e-08	1.15e-08			g	1	2.5
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	8	0	This study	-76.6	130.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			623.0	273	2.17e-07	hargrave 2014-10-29 21:02:25	1.10e-09	8.46e-09	4.73e-09			g	1	2.6
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	9	0	This study	-74.1	131.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			673.0	273	1.60e-07	hargrave 2014-11-03 17:22:35	8.69e-10	6.73e-09	4.43e-09			g	1	2.9
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	10	0	This study	-72.0	137.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			698.0	273	1.32e-07	hargrave 2014-11-04 12:12:56	7.78e-10	4.90e-09	2.36e-09			g	1	2.4
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	11	0	This study	-70.1	143.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			723.0	273	1.09e-07	hargrave 2014-11-10 13:03:06	7.31e-10	5.14e-09	2.31e-09			g	1	3.0
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	12	0	This study	-67.3	146.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			748.0	273	9.24e-08	hargrave 2014-11-10 22:21:30	1.10e-09	3.91e-09	3.73e-10			g	1	2.5
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	13	0	This study	-63.5	149.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			773.0	273	7.94e-08	hargrave 2014-11-13 11:56:06	1.16e-09	6.07e-09	1.88e-09			g	1	4.6
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	14	0	This study	-58.7	149.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			788.0	273	6.94e-08	hargrave 2014-11-17 17:36:30	5.82e-10	4.07e-09	1.27e-09			g	1	3.5
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	15	0	This study	-57.7	149.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			803.0	273	6.35e-08	hargrave 2014-11-24 18:27:42	4.62e-10	3.00e-09	1.05e-09			g	1	2.9
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	16	0	This study	-56.6	157.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			818.0	273	6.12e-08	hargrave 2014-12-01 17:08:53	8.40e-10	1.13e-09	7.53e-10			g	1	1.5
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	17	0	This study	-55.2	152.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			823.0	273	5.49e-08	hargrave 2014-12-02 00:54:54	8.33e-10	1.14e-09	6.42e-10			g	1	1.6
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	18	0	This study	-54.9	151.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			828.0	273	5.14e-08	hargrave 2014-12-05 13:51:47	5.03e-10	4.15e-09	1.71e-09			g	1	5.0
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	19	0	This study	-52.8	153.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			833.0	273	4.70e-08	hargrave 2014-12-06 12:09:00	5.28e-10	1.79e-09	4.70e-10			g	1	2.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	20	0	This study	-52.2	157.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			838.0	273	4.51e-08	hargrave 2014-12-08 15:29:03	5.15e-10	9.01e-10	2.89e-10			g	1	1.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	21	0	This study	-50.6	156.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			843.0	273	4.41e-08	hargrave 2014-12-08 22:21:25	7.07e-10	1.24e-09	3.29e-10			g	1	1.9
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	22	0	This study	-52.4	155.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			846.0	273	4.18e-08	hargrave 2015-01-12 11:11:57	6.23e-10	1.20e-09	4.65e-10			g	1	1.9
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	23	0	This study	-50.8	156.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			849.0	273	3.93e-08	hargrave 2015-01-14 14:30:08	5.93e-10	1.14e-09	4.74e-10			g	1	1.9
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	24	0	This study	-51.3	153.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			852.0	273	3.87e-08	hargrave 2015-01-15 14:44:58	7.91e-10	1.82e-09	4.86e-10			g	1	3.0
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	25	0	This study	-50.2	155.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			855.0	273	3.74e-08	hargrave 2015-01-18 13:06:16	4.36e-10	1.82e-09	8.65e-10			g	1	3.0
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	26	0	This study	-49.9	155.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			858.0	273	3.53e-08	hargrave 2015-01-20 12:25:28	2.84e-10	1.26e-09	8.06e-10			g	1	2.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	27	0	This study	-48.2	160.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			863.0	273	3.27e-08	hargrave 2015-02-10 17:35:38	5.54e-10	5.26e-10	5.30e-10			g	1	1.4
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	28	0	This study	-42.7	156.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			883.0	273	2.73e-08	hargrave 2015-02-11 17:33:46	6.25e-10	8.72e-10	4.47e-10			g	1	2.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	29	0	This study	-36.7	157.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			903.0	273	2.28e-08	hargrave 2015-02-12 15:45:13	4.34e-10	5.97e-10	2.75e-10			g	1	1.8
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	30	0	This study	-36.2	163.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			923.0	273	2.11e-08	hargrave 2015-02-13 18:00:41	4.16e-10	4.50e-10	3.72e-10			g	1	1.7
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	31	0	This study	-31.1	167.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			933.0	273	2.23e-08	hargrave 2015-02-17 11:35:15	2.00e-10	4.15e-10	3.87e-10			g	1	1.3
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	32	0	This study	-33.8	160.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			943.0	273	1.50e-08	hargrave 2015-02-18 09:54:42	1.56e-10	9.46e-10	3.18e-10			g	1	3.7
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	33	0	This study	-35.3	167.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			953.0	273	4.06e-09	hargrave 2015-02-19 13:01:41	7.00e-11	1.58e-10	7.87e-11			g	1	2.6
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		This study	-42.799999	295.600006	0		u	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		273.	273.	5.267117e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	1		This study	-42.400002	302.399994	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		4.730e+02	273.	4.808001e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	2		This study	-46.299999	303.000000	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		4.730e+02	273.	5.114643e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	3		This study	-42.599998	296.500000	0		u	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		4.730e+02	273.	4.813084e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	4		This study	-40.700001	300.200012	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.230e+02	273.	4.657222e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	5		This study	-33.900002	300.200012	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.230e+02	273.	4.254014e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	6		This study	-42.099998	297.399994	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.730e+02	273.	4.438677e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	7		This study	-49.500000	293.799988	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.730e+02	273.	5.045183e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	8		This study	-42.299999	297.899994	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.130e+02	273.	4.228602e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	9		This study	-34.700001	293.100006	6.000e-05		u	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.230e+02	273.	3.842335e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	10		This study	-29.100000	295.000000	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.130e+02	273.	3.600072e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	11		This study	-37.200001	296.500000	6.000e-05		u	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		5.230e+02	273.	3.938902e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	12		This study	-42.000000	297.100006	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.430e+02	273.	4.050716e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	13		This study	-51.799999	298.700012	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.430e+02	273.	4.907957e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	14		This study	-42.000000	298.200012	6.000e-05		u	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.430e+02	273.	4.047328e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	15		This study	-41.900002	298.600006	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.730e+02	273.	3.916878e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	16		This study	-27.400000	298.200012	6.000e-05		u	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.130e+02	273.	3.345949e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	17		This study	-23.200001	296.899994	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.730e+02	273.	3.201946e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	18		This study	-38.299999	300.600006	6.000e-05		u	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.130e+02	273.	3.716968e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	19		This study	-41.799999	298.100006	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.030e+02	273.	3.749157e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	20		This study	-54.799999	299.500000	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.030e+02	273.	4.845273e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	21		This study	-41.500000	303.000000	6.000e-05		u	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.030e+02	273.	3.733910e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	22		This study	-40.799999	297.100006	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.330e+02	273.	3.528917e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	23		This study	-20.200001	303.899994	6.000e-05		u	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.730e+02	273.	2.873281e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	24		This study	-12.900000	301.899994	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.330e+02	273.	2.739443e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	25		This study	-35.799999	301.299988	6.000e-05		u	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		6.730e+02	273.	3.266324e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	26		This study	-41.599998	303.000000	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.630e+02	273.	3.256159e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	27		This study	-59.299999	301.100006	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.630e+02	273.	4.750400e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	28		This study	-42.200001	306.299988	6.000e-05		u	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.630e+02	273.	3.252771e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	29		This study	-41.599998	300.700012	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.830e+02	273.	2.995260e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	30		This study	-7.800000	303.100006	6.000e-05		u	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.330e+02	273.	2.319293e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	31		This study	5.500000	306.000000	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.830e+02	273.	2.324376e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	32		This study	-31.500000	302.799988	6.000e-05		u	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.330e+02	273.	2.675065e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	33		This study	-41.000000	298.200012	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.030e+02	273.	2.636100e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	34		This study	-66.000000	306.600006	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.030e+02	273.	4.760565e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	35		This study	-41.799999	303.299988	6.000e-05		u	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.030e+02	273.	2.625935e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	36		This study	-41.500000	301.700012	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.180e+02	273.	2.161737e-05						0	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	37		This study	24.600000	303.600006	6.000e-05		u	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.830e+02	273.	1.853402e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	38		This study	46.500000	300.700012	6.000e-05		u	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.180e+02	273.	2.429413e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	39		This study	-15.800000	299.500000	6.000e-05		u	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		7.830e+02	273.	1.672805e-05						90	g		
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	40		This study	-42.099998	299.000000	0		u	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0		8.280e+02	273.	1.524906e-05						0	g		
