tab 	pmag_specimens
direction_type	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_Z	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drat	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_grade	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc	specimen_tilt_correction
l	unknown	This study	706	0706c022095	0706c	0706c0220952	0706c0220952:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.259	0.071	0.018	u	6.8	292.8		l	13.0	25.0	0.695	0.660	2.2		42.1	6.4741e-06	2.4	12	6	2.500e-05	-1	8.8	0.9502	-1
l	unknown	This study	706	0706c022095	0706c	0706c0220953	0706c0220953:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	1.1	-0.129	0.052	0.007	u	7.2	279.9		l	9.5	18.5	1.044	0.494	1.1		53.0	5.1742e-06	9.0	17	8	4.000e-05	6	17.7	0.9592	-1
l	unknown	This study	706	0706c022095	0706c	0706c0220954	0706c0220954:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	0.0	-0.158	0.033	0.005	u	11.8	151.7		l	5.0	12.5	0.928	0.536	1.3		-36.9	6.3343e-06	9.5	15	8	4.000e-05	5	26.0	0.9863	-1
l	unknown	This study	706	0706c022095	0706c	0706c0220955	0706c0220955:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	1.2	-0.188	0.028	0.005	u	9.8	264.0		l	6.8	13.4	0.821	0.435	1.3		17.2	7.5212e-06	11.1	13	8	4.000e-05	3	25.9	0.9912	-1
l	unknown	This study	706	0706c052074	0706c	0706c0520741	0706c0520741:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	5.730e+02	K	-1.0	-0.157	0.055	0.009	u	9.1	223.2		l	5.5	14.9	0.467	0.298	2.6		58.7	3.9126e-06	6.4	7	7	2.500e-05	-1	7.1	0.9849	-1
l	unknown	This study	706	0706c052074	0706c	0706c0520742	0706c0520742:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	5.230e+02	K	-1.0	-0.138	0.141	0.019	u	3.1	222.0		l	8.8	13.2	0.585	0.345	2.7		73.6	3.4377e-06	3.9	7	6	2.500e-05	-1	3.3	0.9037	-1
l	unknown	This study	706	0706c052103	0706c	0706c0521031	0706c0521031:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	5.480e+02	K	-1.0	-0.135	0.033	0.004	u	1.5	341.3		l	2.1	0.5	0.577	0.316	2.7		-18.7	3.3659e-06	3.5	8	7	2.500e-05	-1	14.8	0.9933	-1
l	unknown	This study	706	0706c052103	0706c	0706c0521032	0706c0521032:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	5.230e+02	K	-1.0	-0.257	0.076	0.019	u	7.6	233.2		l	4.1	13.7	0.425	0.348	1.6		-72.5	6.4345e-06	1.6	6	6	2.500e-05	-1	4.5	0.9772	-1
l	unknown	This study	706	0706c052103	0706c	0706c0521033	0706c0521033:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	5.230e+02	K	-1.0	-0.257	0.043	0.011	u	14.2	330.1		l	3.2	8.6	0.444	0.330	0.3		-14.8	6.4263e-06	7.2	6	6	2.500e-05	-1	8.3	0.9928	-1
l	unknown	This study	706	0706c053044	0706c	0706c0530441	0706c0530441:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	4.980e+02	K	-1.0	-0.287	0.046	0.013	u	12.4	221.3		l	2.2	3.0	0.776	0.451	1.9		14.7	7.1732e-06	5.8	11	7	2.500e-05	-1	15.1	0.9809	-1
l	unknown	This study	706	0706c053044	0706c	0706c0530442	0706c0530442:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.181	0.038	0.007	u	12.2	150.1		l	3.9	7.5	0.747	0.641	0.9		-1.4	4.5185e-06	8.4	12	6	2.500e-05	-1	17.8	0.9858	-1
l	unknown	This study	706	0706c077010	0706c	0706c0770101	0706c0770101:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	6.230e+02	K	-1.0	-0.090	0.083	0.007	u	30.1	185.8		l	4.8	5.0	0.357	0.145	4.7		-21.9	2.2579e-06	24.3	7	8	2.500e-05	-1	3.4	0.9660	-1
l	unknown	This study	706	0706c077010	0706c	0706c0770102	0706c0770102:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	4.730e+02	K	-1.0	-0.271	0.051	0.014	u	1.7	148.5		l	9.4	5.3	0.837	0.332	4.1		-51.4	6.7808e-06	11.0	14	8	2.500e-05	-1	14.7	0.9685	-1
l	unknown	This study	706	0706c077010	0706c	0706c0770103	0706c0770103:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	-1.0	-0.188	0.044	0.008	u	3.8	213.2		l	4.8	1.0	1.007	0.763	1.9		25.3	4.6951e-06	5.9	17	8	2.500e-05	-1	21.1	0.9708	-1
l	unknown	This study	706	0706c077010	0706c	0706c0770104	0706c0770104:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	5.230e+02	K	-1.0	-0.113	0.104	0.012	u	4.0	101.0		l	3.0	2.6	0.560	0.247	0.8		10.9	2.8259e-06	12.8	9	7	2.500e-05	-1	4.6	0.9251	-1
l	unknown	This study	758	0758a676063	0758a	0758a6760631	0758a6760631:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	4.230e+02	K	-1.0	-5.782	0.322	1.863	u	13.5	260.0		l	45.4	75.5	0.530	0.376	7.2		-54.9	1.4455e-04	2.6	8	6	2.500e-05	-1	1.2	0.4739	-1
l	unknown	This study	758	0758a676063	0758a	0758a6760632	0758a6760632:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	4.730e+02	K	-1.0	-2.505	0.200	0.502	u	6.0	268.0		l	19.5	60.3	0.482	0.421	2.3		-32.3	6.2630e-05	1.8	6	6	2.500e-05	-1	1.9	0.8458	-1
l	unknown	This study	758	0758a702003	0758a	0758a7020031	0758a7020031:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.480e+02	K	-1.0	-1.514	0.039	0.059	u	2.8	296.1		l	7.5	6.2	0.342	0.332	3.5		37.1	3.7841e-05	5.3	9	6	2.500e-05	-1	7.0	0.9896	-1
l	unknown	This study	758	0758a702003	0758a	0758a7020032	0758a7020032:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.810	0.117	0.094	u	1.2	303.9		l	6.1	2.3	0.786	0.453	1.3		-65.2	2.0245e-05	2.2	8	6	2.500e-05	-1	5.7	0.9202	-1
l	unknown	This study	758	0758a702017	0758a	0758a7020172	0758a7020172:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.798	0.110	0.088	u	3.7	18.1		l	11.9	17.5	0.771	0.480	1.2		16.4	1.9938e-05	8.2	15	6	2.500e-05	-1	5.3	0.8483	-1
l	unknown	This study	758	0758a702052	0758a	0758a7020522	0758a7020522:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.017	0.028	0.029	u	4.1	87.3		l	2.7	1.2	0.652	0.564	0.5		22.8	2.5423e-05	3.8	13	6	2.500e-05	-1	18.9	0.9914	-1
l	unknown	This study	758	0758a702052	0758a	0758a7020523	0758a7020523:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.730e+02	K	-1.0	-1.105	0.045	0.050	u	1.0	331.2		l	4.5	6.4	0.707	0.582	1.1		73.1	2.7635e-05	1.7	9	6	2.500e-05	-1	11.1	0.9857	-1
l	unknown	This study	758	0758a712037	0758a	0758a7120371	0758a7120371:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	5.230e+02	K	-1.0	-1.867	0.010	0.018	u	2.8	20.9		l	10.5	11.0	0.624	0.623	0.8		29.7	4.6680e-05	1.7	9	6	2.500e-05	-1	56.3	0.9994	-1
l	unknown	This study	758	0758a712037	0758a	0758a7120372	0758a7120372:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.730e+02	K	-1.0	-3.090	0.044	0.135	u	7.9	127.6		l	4.3	8.5	0.491	0.500	5.5		55.6	7.7253e-05	1.9	8	6	2.500e-05	-1	8.8	0.9886	-1
l	unknown	This study	758	0758a713045	0758a	0758a7130451	0758a7130451:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	4.480e+02	K	-1.0	-1.018	0.027	0.028	u	3.0	146.3		l	4.6	4.9	0.658	0.579	1.6		-39.0	2.5461e-05	5.4	13	6	2.500e-05	-1	19.1	0.9919	-1
l	unknown	This study	758	0758a713045	0758a	0758a7130452	0758a7130452:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-1.408	0.054	0.076	u	6.7	331.4		l	21.5	17.8	0.542	0.515	3.7		22.1	3.5207e-05	3.8	13	6	2.500e-05	-1	8.4	0.9678	-1
l	unknown	This study	758	0758a713045	0758a	0758a7130453	0758a7130453:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	0.0	-0.693	0.039	0.027	u	2.2	202.3		l	19.1	34.6	1.052	0.873	2.0		-39.6	2.7725e-05	4.3	16	8	4.000e-05	8	23.8	0.9792	-1
l	unknown	This study	758	0758a713045	0758a	0758a7130454	0758a7130454:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	0.0	-0.648	0.020	0.013	u	2.9	4.6		l	20.8	33.7	0.996	0.841	2.9		17.2	2.5927e-05	4.4	16	8	4.000e-05	4	43.5	0.9944	-1
l	unknown	This study	758	0758a714054	0758a	0758a7140541	0758a7140541:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	4.730e+02	K	-1.0	-0.512	0.058	0.030	u	9.0	139.5		l	14.6	15.9	0.671	0.583	0.6		65.0	1.2788e-05	4.7	11	6	2.500e-05	-1	9.8	0.9701	-1
l	unknown	This study	758	0758a714054	0758a	0758a7140542	0758a7140542:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-1.316	0.042	0.055	u	2.3	51.7		l	28.5	20.6	0.657	0.624	2.4		6.4	3.2893e-05	1.8	13	6	2.500e-05	-1	13.3	0.9811	-1
l	unknown	This study	758	0758a714054	0758a	0758a7140543	0758a7140543:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.730e+02	K	-1.0	-1.437	0.061	0.087	u	2.7	119.7		l	14.5	26.8	0.691	0.623	2.0		-46.6	3.5930e-05	3.6	9	6	2.500e-05	-1	9.4	0.9743	-1
l	unknown	This study	758	0758a714093	0758a	0758a7140933	0758a7140933:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-1.450	0.025	0.036	u	1.8	118.4		l	14.8	16.5	0.830	0.760	3.0		12.3	3.6258e-05	2.1	16	6	2.500e-05	-1	29.2	0.9914	-1
l	unknown	This study	758	0758a714093	0758a	0758a7140934	0758a7140934:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-1.175	0.046	0.054	u	5.0	100.3		l	18.2	11.6	0.635	0.549	0.2		23.5	2.9371e-05	3.9	13	6	2.500e-05	-1	11.3	0.9770	-1
l	unknown	This study	758	0758a714093	0758a	0758a7140935	0758a7140935:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-1.261	0.046	0.058	u	5.3	113.2		l	20.6	14.5	0.581	0.533	2.0		38.2	3.1533e-05	2.4	13	6	2.500e-05	-1	10.4	0.9768	-1
l	unknown	This study	758	0758a723117	0758a	0758a7231171	0758a7231171:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.980e+02	K	-1.0	-4.852	0.042	0.206	u	3.2	288.2		l	23.2	57.5	0.493	0.426	4.2		24.8	1.2130e-04	1.8	8	6	2.500e-05	-1	9.8	0.9892	-1
l	unknown	This study	758	0758a723117	0758a	0758a7231172	0758a7231172:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.230e+02	4.730e+02	K	-1.0	-0.856	0.051	0.044	u	5.8	75.1		l	4.2	2.2	0.378	0.338	0.9		38.9	2.1408e-05	7.2	7	6	2.500e-05	-1	5.6	0.9870	-1
l	unknown	This study	765	0765c631004	0765c	0765c6310042	0765c6310042:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.230e+02	K	-1.0	-0.175	0.055	0.010	u	9.6	217.9		l	16.4	27.4	0.823	0.550	1.3		29.9	4.3634e-06	7.4	11	7	2.500e-05	-1	12.5	0.9730	-1
l	unknown	This study	765	0765c631004	0765c	0765c6310043	0765c6310043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	-1.0	-0.128	0.030	0.004	u	11.9	86.7		l	18.0	34.0	0.936	0.511	1.0		16.4	3.1880e-06	19.3	18	7	2.500e-05	-1	26.9	0.9854	-1
l	unknown	This study	765	0765c631004	0765c	0765c6310044	0765c6310044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.305	0.085	0.026	u	2.9	34.9		l	13.0	15.0	0.551	0.610	2.3		29.9	7.6283e-06	3.6	8	6	2.500e-05	-1	5.2	0.9573	-1
l	unknown	This study	765	0765c631051	0765c	0765c6310514	0765c6310514:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.159	0.048	0.008	u	6.4	167.7		l	14.8	23.8	0.569	0.350	1.2		-43.6	3.9713e-06	5.7	8	7	2.500e-05	-1	8.1	0.9862	-1
l	unknown	This study	765	0765c631051	0765c	0765c6310515	0765c6310515:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.480e+02	K	-1.0	-0.150	0.106	0.016	u	10.9	237.3		l	12.1	7.6	0.383	0.299	1.5		-18.6	3.7575e-06	15.0	10	5	2.500e-05	-1	2.6	0.9121	-1
l	unknown	This study	765	0765c631052	0765c	0765c6310526	0765c6310526:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	0.0	-0.123	0.047	0.006	u	12.6	260.8		l	15.6	23.6	0.986	0.310	1.0		-14.9	4.9165e-06	24.9	17	8	4.000e-05	2	17.5	0.9675	-1
l	unknown	This study	765	0765c631055	0765c	0765c6310552	0765c6310552:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.230e+02	3.730e+02	K	-1.0	-0.138	0.202	0.028	u	77.3	330.1		l	11.2	7.4	0.520	0.199	0.4		-18.6	3.4384e-06	11.8	11	5	2.500e-05	-1	2.2	0.6673	-1
l	unknown	This study	765	0765c631055	0765c	0765c6310553	0765c6310553:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.130	0.078	0.010	u	7.1	102.3		l	16.4	35.1	0.463	0.184	0.5		-24.8	3.2476e-06	16.9	8	7	2.500e-05	-1	4.0	0.9634	-1
l	unknown	This study	765	0765c631055	0765c	0765c6310554	0765c6310554:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	4.980e+02	K	-1.0	-0.128	0.109	0.014	u	8.5	59.2		l	24.1	16.7	0.254	0.160	1.5		47.1	3.2117e-06	3.5	5	6	2.500e-05	-1	1.6	0.9649	-1
l	unknown	This study	765	0765c631056	0765c	0765c6310565	0765c6310565:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	0.0	-0.061	0.132	0.008	u	26.2	330.6		l	22.1	39.9	1.223	0.246	1.4		-56.4	2.4518e-06	21.1	17	8	4.000e-05	3	7.9	0.7565	-1
l	unknown	This study	765	0765c631056	0765c	0765c6310566	0765c6310566:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	0.0	-0.056	0.072	0.004	u	42.5	206.2		l	19.2	34.4	0.957	0.221	1.0		-33.7	2.2564e-06	34.1	17	8	4.000e-05	3	9.9	0.9242	-1
l	unknown	This study	765	0765c631088	0765c	0765c6310881	0765c6310881:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.480e+02	K	-1.0	-0.336	0.084	0.028	u	4.3	188.1		l	2.6	4.9	0.539	0.486	1.3		14.9	8.3956e-06	5.6	10	5	2.500e-05	-1	5.5	0.9449	-1
l	unknown	This study	765	0765c631088	0765c	0765c6310882	0765c6310882:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.105	0.090	0.009	u	7.3	290.9		l	18.1	32.4	0.517	0.358	0.8		-5.7	2.6270e-06	5.2	8	7	2.500e-05	-1	4.2	0.9518	-1
l	unknown	This study	765	0765c631088	0765c	0765c6310883	0765c6310883:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.480e+02	4.730e+02	K	1.6	-0.351	0.011	0.004	u	4.3	17.0		l	8.0	15.3	0.778	0.654	0.6		16.4	1.4023e-05	4.8	12	8	4.000e-05	2	64.0	0.9988	-1
l	unknown	This study	765	0765c631100	0765c	0765c6311004	0765c6311004:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.230e+02	K	-1.0	-0.141	0.092	0.013	u	11.1	335.7		l	6.6	9.7	0.466	0.322	1.2		-12.6	3.5215e-06	14.3	10	6	2.500e-05	-1	3.8	0.9337	-1
l	unknown	This study	765	0765c631100	0765c	0765c6311005	0765c6311005:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	5.230e+02	K	-1.0	-0.336	0.174	0.059	u	44.4	61.0		l	9.0	13.1	0.332	0.252	3.5		-57.6	8.4058e-06	15.2	7	5	2.500e-05	-1	1.4	0.8543	-1
l	unknown	This study	765	0765c631113	0765c	0765c6311131	0765c6311131:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.238	0.109	0.026	u	38.7	155.1		l	10.6	19.9	0.936	0.284	5.7		-9.6	5.9467e-06	28.0	16	7	2.500e-05	-1	7.3	0.8405	-1
l	unknown	This study	765	0765c631113	0765c	0765c6311132	0765c6311132:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	5.230e+02	K	-1.0	-0.233	0.132	0.031	u	9.9	202.3		l	10.0	7.3	0.494	0.420	1.7		-11.0	5.8190e-06	4.7	7	5	2.500e-05	-1	2.8	0.9145	-1
l	unknown	This study	765	0765c631119	0765c	0765c6311192	0765c6311192:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.480e+02	K	-1.0	-0.073	0.068	0.005	u	12.8	323.6		l	18.6	34.8	0.495	0.330	1.2		16.0	1.8270e-06	6.4	9	7	2.500e-05	-1	5.6	0.9682	-1
l	unknown	This study	765	0765c631119	0765c	0765c6311193	0765c6311193:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	3.730e+02	K	-1.0	-0.098	0.133	0.013	u	62.8	335.3		l	41.9	39.5	0.334	0.160	2.8		-28.7	2.4427e-06	25.9	10	5	2.500e-05	-1	1.9	0.8643	-1
l	unknown	This study	765	0765c631127	0765c	0765c6311271	0765c6311271:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.730e+02	K	-1.0	-0.354	0.031	0.011	u	0.9	79.4		l	8.8	6.0	0.622	0.531	1.5		-31.5	8.8490e-06	3.0	8	7	2.500e-05	-1	15.8	0.9942	-1
