tab	er_samples
er_sample_name	er_site_name	er_location_name	cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_sample_alternatives	er_scientist_mail_names	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
mc137e	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137f	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137g	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137h	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137i	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137j	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137k	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc137l	mc137	McMurdo			This study			:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
mc138a	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138b	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138c	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138d	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138e	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138f	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138g	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138h	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138i	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138j	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc138k	mc138	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
mc139a	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139b	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139c	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139d	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139e	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139f	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139g	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139h	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139i	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139j	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc139k	mc139	McMurdo			This study			:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
mc13a	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13b	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13c	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13d	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13e	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13f	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13g	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc13h	mc13	McMurdo			This study			:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
mc140a	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140b	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140c	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140d	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140e	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140f	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140g	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140h	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140i	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc140j	mc140	McMurdo			This study			:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
mc141b	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141c	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141d	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141e	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141f	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141g	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141h	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141i	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141j	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141k	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc141l	mc141	McMurdo			This study			:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
mc142a	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142b	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142c	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142d	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142e	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142f	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142g	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142h	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142i	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142j	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc142k	mc142	McMurdo			This study			:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
mc143a	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143b	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143c	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143d	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143e	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143f	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143g	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143h	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143i	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143j	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc143k	mc143	McMurdo			This study			:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
mc144a	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144b	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144c	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144d	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144e	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144f	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144g	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144h	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144i	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144j	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc144k	mc144	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc145a	mc145	McMurdo			This study			:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
mc145b	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145c	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145d	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145e	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145f	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145g	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145i	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145j	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145k	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145l	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145m	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc145n	mc145	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
mc146a	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146b	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146c	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146d	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146e	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146f	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146g	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146h	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146i	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146j	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc146k	mc146	McMurdo			This study			:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
mc147a	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147b	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147c	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147d	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147e	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147f	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147g	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147h	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147i	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147j	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147k	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147l	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147m	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc147n	mc147	McMurdo			This study			:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
mc148a	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148b	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148c	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148d	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148e	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148f	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148g	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148h	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148i	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148j	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc148k	mc148	McMurdo			This study			:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
mc149a	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149b	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149c	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149d	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149e	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149f	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149g	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149h	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149i	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149j	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc149k	mc149	McMurdo			This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc14a	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14b	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14c	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14d	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14e	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14f	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14g	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc14h	mc14	McMurdo			This study			:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
mc150a	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150b	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150c	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150d	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150e	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150f	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150g	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150h	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150i	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc150j	mc150	McMurdo			This study			:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
mc151a	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc151b	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc151c	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc151d	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc151e	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc151f	mc151				This study			:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
mc152a	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152b	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152c	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152d	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152e	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152f	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152g	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152h	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152i	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152j	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc152k	mc152	McMurdo			This study			:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
mc153a	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153c	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153d	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153e	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153f	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153g	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153h	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153i	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153j	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153k	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153l	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc153m	mc153	McMurdo			This study			:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
mc154a	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154b	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154c	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154d	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154e	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154f	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154g	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154h	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154i	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc154j	mc154	McMurdo			This study			:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
mc155a	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155b	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155c	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155d	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155e	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155f	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155g	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155h	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155i	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155j	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155k	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155l	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155m	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc155n	mc155	McMurdo			This study			:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
mc156a	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156b	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156c	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156d	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156e	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156f	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156g	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156h	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156i	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc156j	mc156	McMurdo			This study			:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
mc157a	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157b	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157c	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157d	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157e	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157f	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157g	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157h	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157j	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157k	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157l	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157m	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc157n	mc157	McMurdo			This study			:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
mc158a	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158b	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158c	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158d	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158e	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158f	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158g	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158h	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158i	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc158j	mc158	McMurdo			This study			:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
mc15a	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15b	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15c	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15d	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15e	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
