tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	27-2-109	27-2-109	27-2-109	27-2-109:LP-ARM	LT-AF-I			g		8.684e-05	4774	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-109	27-2-109	27-2-109	27-2-109:LP-IRM	LT-IRM			g		1.842e-03	4775	u	300	0	1.0	300
This study	DSDP Site 522	27-2-109	27-2-109	27-2-109	27-2-109:LP-X	LP-X	1.338e-07					4776		300	10e-3	0	300
This study	DSDP Site 522	27-2-112	27-2-112	27-2-112	27-2-112:LP-AF-DIR	LT-AF-Z		96.9	g	63.7	6.150e-06	4777	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-112	27-2-112	27-2-112	27-2-112:LP-ARM	LT-AF-I			g		8.291e-05	4778	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-112	27-2-112	27-2-112	27-2-112:LP-IRM	LT-IRM			g		1.745e-03	4779	u	300	0	1.0	300
This study	DSDP Site 522	27-2-112	27-2-112	27-2-112	27-2-112:LP-X	LP-X	1.276e-07					4780		300	10e-3	0	300
This study	DSDP Site 522	27-2-115	27-2-115	27-2-115	27-2-115:LP-AF-DIR	LT-AF-Z		127.1	g	83.1	2.958e-06	4781	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-115	27-2-115	27-2-115	27-2-115:LP-ARM	LT-AF-I			g		7.638e-05	4782	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-115	27-2-115	27-2-115	27-2-115:LP-IRM	LT-IRM			g		1.612e-03	4783	u	300	0	1.0	300
This study	DSDP Site 522	27-2-115	27-2-115	27-2-115	27-2-115:LP-X	LP-X	1.146e-07					4784		300	10e-3	0	300
This study	DSDP Site 522	27-2-118	27-2-118	27-2-118	27-2-118:LP-AF-DIR	LT-AF-Z		195.7	g	83.6	4.291e-06	4785	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-118	27-2-118	27-2-118	27-2-118:LP-ARM	LT-AF-I			g		8.775e-05	4786	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-118	27-2-118	27-2-118	27-2-118:LP-IRM	LT-IRM			g		1.715e-03	4787	u	300	0	1.0	300
This study	DSDP Site 522	27-2-118	27-2-118	27-2-118	27-2-118:LP-X	LP-X	1.192e-07					4788		300	10e-3	0	300
This study	DSDP Site 522	27-2-122	27-2-122	27-2-122	27-2-122:LP-AF-DIR	LT-AF-Z		160.2	g	79.9	2.912e-06	4789	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-122	27-2-122	27-2-122	27-2-122:LP-ARM	LT-AF-I			g		9.431e-05	4790	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-122	27-2-122	27-2-122	27-2-122:LP-IRM	LT-IRM			g		1.961e-03	4791	u	300	0	1.0	300
This study	DSDP Site 522	27-2-122	27-2-122	27-2-122	27-2-122:LP-X	LP-X	1.415e-07					4792		300	10e-3	0	300
This study	DSDP Site 522	27-2-125	27-2-125	27-2-125	27-2-125:LP-AF-DIR	LT-AF-Z		146.7	g	69.8	2.548e-06	4793	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-125	27-2-125	27-2-125	27-2-125:LP-ARM	LT-AF-I			g		9.299e-05	4794	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-125	27-2-125	27-2-125	27-2-125:LP-IRM	LT-IRM			g		1.892e-03	4795	u	300	0	1.0	300
This study	DSDP Site 522	27-2-125	27-2-125	27-2-125	27-2-125:LP-X	LP-X	1.338e-07					4796		300	10e-3	0	300
This study	DSDP Site 522	27-2-128	27-2-128	27-2-128	27-2-128:LP-AF-DIR	LT-AF-Z		116.8	g	81.6	5.540e-06	4797	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-128	27-2-128	27-2-128	27-2-128:LP-ARM	LT-AF-I			g		1.030e-04	4798	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-128	27-2-128	27-2-128	27-2-128:LP-IRM	LT-IRM			g		2.067e-03	4799	u	300	0	1.0	300
This study	DSDP Site 522	27-2-128	27-2-128	27-2-128	27-2-128:LP-X	LP-X	1.505e-07					4800		300	10e-3	0	300
This study	DSDP Site 522	27-2-132	27-2-132	27-2-132	27-2-132:LP-AF-DIR	LT-AF-Z		77.7	g	65.2	4.101e-06	4801	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-132	27-2-132	27-2-132	27-2-132:LP-ARM	LT-AF-I			g		9.734e-05	4802	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-132	27-2-132	27-2-132	27-2-132:LP-IRM	LT-IRM			g		1.986e-03	4803	u	300	0	1.0	300
This study	DSDP Site 522	27-2-132	27-2-132	27-2-132	27-2-132:LP-X	LP-X	1.415e-07					4804		300	10e-3	0	300
This study	DSDP Site 522	27-2-135	27-2-135	27-2-135	27-2-135:LP-AF-DIR	LT-AF-Z		163.7	g	75.4	3.280e-06	4805	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-135	27-2-135	27-2-135	27-2-135:LP-ARM	LT-AF-I			g		1.038e-04	4806	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-135	27-2-135	27-2-135	27-2-135:LP-IRM	LT-IRM			g		1.997e-03	4807	u	300	0	1.0	300
This study	DSDP Site 522	27-2-135	27-2-135	27-2-135	27-2-135:LP-X	LP-X	1.413e-07					4808		300	10e-3	0	300
This study	DSDP Site 522	27-2-139	27-2-139	27-2-139	27-2-139:LP-AF-DIR	LT-AF-Z		111.6	g	67.9	4.433e-06	4809	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-139	27-2-139	27-2-139	27-2-139:LP-ARM	LT-AF-I			g		9.493e-05	4810	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-139	27-2-139	27-2-139	27-2-139:LP-IRM	LT-IRM			g		1.820e-03	4811	u	300	0	1.0	300
This study	DSDP Site 522	27-2-139	27-2-139	27-2-139	27-2-139:LP-X	LP-X	1.285e-07					4812		300	10e-3	0	300
This study	DSDP Site 522	27-2-142	27-2-142	27-2-142	27-2-142:LP-AF-DIR	LT-AF-Z		69.2	g	78.5	5.900e-06	4813	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-142	27-2-142	27-2-142	27-2-142:LP-ARM	LT-AF-I			g		1.004e-04	4814	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-142	27-2-142	27-2-142	27-2-142:LP-IRM	LT-IRM			g		1.961e-03	4815	u	300	0	1.0	300
This study	DSDP Site 522	27-2-142	27-2-142	27-2-142	27-2-142:LP-X	LP-X	1.444e-07					4816		300	10e-3	0	300
This study	DSDP Site 522	27-2-145	27-2-145	27-2-145	27-2-145:LP-AF-DIR	LT-AF-Z		61.7	g	78.4	6.118e-06	4817	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-145	27-2-145	27-2-145	27-2-145:LP-ARM	LT-AF-I			g		1.055e-04	4818	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-145	27-2-145	27-2-145	27-2-145:LP-IRM	LT-IRM			g		2.177e-03	4819	u	300	0	1.0	300
This study	DSDP Site 522	27-2-145	27-2-145	27-2-145	27-2-145:LP-X	LP-X	1.639e-07					4820		300	10e-3	0	300
This study	DSDP Site 522	27-2-149	27-2-149	27-2-149	27-2-149:LP-AF-DIR	LT-AF-Z		106.4	g	79.5	5.819e-06	4821	u	300	15e-3	0	300
This study	DSDP Site 522	27-2-149	27-2-149	27-2-149	27-2-149:LP-ARM	LT-AF-I			g		9.129e-05	4822	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-2-149	27-2-149	27-2-149	27-2-149:LP-IRM	LT-IRM			g		1.889e-03	4823	u	300	0	1.0	300
This study	DSDP Site 522	27-2-149	27-2-149	27-2-149	27-2-149:LP-X	LP-X	1.401e-07					4824		300	10e-3	0	300
This study	DSDP Site 522	27-3-017	27-3-017	27-3-017	27-3-017:LP-AF-DIR	LT-AF-Z		176.6	g	71.4	5.817e-06	4825	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-017	27-3-017	27-3-017	27-3-017:LP-ARM	LT-AF-I			g		8.905e-05	4826	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-017	27-3-017	27-3-017	27-3-017:LP-IRM	LT-IRM			g		1.681e-03	4827	u	300	0	1.0	300
This study	DSDP Site 522	27-3-017	27-3-017	27-3-017	27-3-017:LP-X	LP-X	1.148e-07					4828		300	10e-3	0	300
This study	DSDP Site 522	27-3-024	27-3-024	27-3-024	27-3-024:LP-AF-DIR	LT-AF-Z		167.5	g	72.4	6.207e-06	4829	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-024	27-3-024	27-3-024	27-3-024:LP-ARM	LT-AF-I			g		9.112e-05	4830	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-024	27-3-024	27-3-024	27-3-024:LP-IRM	LT-IRM			g		1.839e-03	4831	u	300	0	1.0	300
This study	DSDP Site 522	27-3-024	27-3-024	27-3-024	27-3-024:LP-X	LP-X	1.304e-07					4832		300	10e-3	0	300
This study	DSDP Site 522	27-3-026	27-3-026	27-3-026	27-3-026:LP-AF-DIR	LT-AF-Z		191.9	g	60	5.320e-06	4833	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-026	27-3-026	27-3-026	27-3-026:LP-ARM	LT-AF-I			g		9.419e-05	4834	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-026	27-3-026	27-3-026	27-3-026:LP-IRM	LT-IRM			g		1.909e-03	4835	u	300	0	1.0	300
This study	DSDP Site 522	27-3-026	27-3-026	27-3-026	27-3-026:LP-X	LP-X	1.427e-07					4836		300	10e-3	0	300
This study	DSDP Site 522	27-3-031	27-3-031	27-3-031	27-3-031:LP-AF-DIR	LT-AF-Z		180.9	g	62.9	4.568e-06	4837	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-031	27-3-031	27-3-031	27-3-031:LP-ARM	LT-AF-I			g		9.652e-05	4838	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-031	27-3-031	27-3-031	27-3-031:LP-IRM	LT-IRM			g		1.924e-03	4839	u	300	0	1.0	300
This study	DSDP Site 522	27-3-031	27-3-031	27-3-031	27-3-031:LP-X	LP-X	1.427e-07					4840		300	10e-3	0	300
This study	DSDP Site 522	27-3-034	27-3-034	27-3-034	27-3-034:LP-AF-DIR	LT-AF-Z		163.1	g	64.2	9.164e-06	4841	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-034	27-3-034	27-3-034	27-3-034:LP-ARM	LT-AF-I			g		1.103e-04	4842	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-034	27-3-034	27-3-034	27-3-034:LP-IRM	LT-IRM			g		2.171e-03	4843	u	300	0	1.0	300
This study	DSDP Site 522	27-3-034	27-3-034	27-3-034	27-3-034:LP-X	LP-X	1.546e-07					4844		300	10e-3	0	300
This study	DSDP Site 522	27-3-038	27-3-038	27-3-038	27-3-038:LP-AF-DIR	LT-AF-Z		178.4	g	51.5	7.687e-06	4845	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-038	27-3-038	27-3-038	27-3-038:LP-ARM	LT-AF-I			g		1.075e-04	4846	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-038	27-3-038	27-3-038	27-3-038:LP-IRM	LT-IRM			g		2.135e-03	4847	u	300	0	1.0	300
This study	DSDP Site 522	27-3-038	27-3-038	27-3-038	27-3-038:LP-X	LP-X	1.566e-07					4848		300	10e-3	0	300
This study	DSDP Site 522	27-3-042	27-3-042	27-3-042	27-3-042:LP-AF-DIR	LT-AF-Z		186.4	g	63.8	4.714e-06	4849	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-042	27-3-042	27-3-042	27-3-042:LP-ARM	LT-AF-I			g		8.985e-05	4850	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-042	27-3-042	27-3-042	27-3-042:LP-IRM	LT-IRM			g		1.735e-03	4851	u	300	0	1.0	300
This study	DSDP Site 522	27-3-042	27-3-042	27-3-042	27-3-042:LP-X	LP-X	1.225e-07					4852		300	10e-3	0	300
This study	DSDP Site 522	27-3-046	27-3-046	27-3-046	27-3-046:LP-AF-DIR	LT-AF-Z		185.7	g	63	3.280e-06	4853	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-046	27-3-046	27-3-046	27-3-046:LP-ARM	LT-AF-I			g		7.578e-05	4854	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-046	27-3-046	27-3-046	27-3-046:LP-IRM	LT-IRM			g		1.456e-03	4855	u	300	0	1.0	300
This study	DSDP Site 522	27-3-046	27-3-046	27-3-046	27-3-046:LP-X	LP-X	1.001e-07					4856		300	10e-3	0	300
This study	DSDP Site 522	27-3-050	27-3-050	27-3-050	27-3-050:LP-AF-DIR	LT-AF-Z		161.2	g	74	3.767e-06	4857	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-050	27-3-050	27-3-050	27-3-050:LP-ARM	LT-AF-I			g		9.063e-05	4858	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-050	27-3-050	27-3-050	27-3-050:LP-IRM	LT-IRM			g		1.714e-03	4859	u	300	0	1.0	300
This study	DSDP Site 522	27-3-050	27-3-050	27-3-050	27-3-050:LP-X	LP-X	1.202e-07					4860		300	10e-3	0	300
This study	DSDP Site 522	27-3-053	27-3-053	27-3-053	27-3-053:LP-AF-DIR	LT-AF-Z		158.1	g	58.9	5.794e-06	4861	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-053	27-3-053	27-3-053	27-3-053:LP-ARM	LT-AF-I			g		9.645e-05	4862	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-053	27-3-053	27-3-053	27-3-053:LP-IRM	LT-IRM			g		1.794e-03	4863	u	300	0	1.0	300
This study	DSDP Site 522	27-3-053	27-3-053	27-3-053	27-3-053:LP-X	LP-X	1.284e-07					4864		300	10e-3	0	300
This study	DSDP Site 522	27-3-056	27-3-056	27-3-056	27-3-056:LP-AF-DIR	LT-AF-Z		168.9	g	60	5.040e-06	4865	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-056	27-3-056	27-3-056	27-3-056:LP-ARM	LT-AF-I			g		9.852e-05	4866	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-056	27-3-056	27-3-056	27-3-056:LP-IRM	LT-IRM			g		1.802e-03	4867	u	300	0	1.0	300
This study	DSDP Site 522	27-3-056	27-3-056	27-3-056	27-3-056:LP-X	LP-X	1.262e-07					4868		300	10e-3	0	300
This study	DSDP Site 522	27-3-059	27-3-059	27-3-059	27-3-059:LP-AF-DIR	LT-AF-Z		144.8	g	77.8	4.634e-06	4869	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-059	27-3-059	27-3-059	27-3-059:LP-ARM	LT-AF-I			g		9.435e-05	4870	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-059	27-3-059	27-3-059	27-3-059:LP-IRM	LT-IRM			g		1.736e-03	4871	u	300	0	1.0	300
This study	DSDP Site 522	27-3-059	27-3-059	27-3-059	27-3-059:LP-X	LP-X	1.242e-07					4872		300	10e-3	0	300
This study	DSDP Site 522	27-3-062	27-3-062	27-3-062	27-3-062:LP-AF-DIR	LT-AF-Z		120.5	g	83.9	3.625e-06	4873	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-062	27-3-062	27-3-062	27-3-062:LP-ARM	LT-AF-I			g		1.011e-04	4874	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-062	27-3-062	27-3-062	27-3-062:LP-IRM	LT-IRM			g		1.847e-03	4875	u	300	0	1.0	300
This study	DSDP Site 522	27-3-062	27-3-062	27-3-062	27-3-062:LP-X	LP-X	1.337e-07					4876		300	10e-3	0	300
This study	DSDP Site 522	27-3-065	27-3-065	27-3-065	27-3-065:LP-AF-DIR	LT-AF-Z		309.6	g	56.2	3.404e-06	4877	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-065	27-3-065	27-3-065	27-3-065:LP-ARM	LT-AF-I			g		9.625e-05	4878	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-065	27-3-065	27-3-065	27-3-065:LP-IRM	LT-IRM			g		1.798e-03	4879	u	300	0	1.0	300
This study	DSDP Site 522	27-3-065	27-3-065	27-3-065	27-3-065:LP-X	LP-X	1.253e-07					4880		300	10e-3	0	300
This study	DSDP Site 522	27-3-068	27-3-068	27-3-068	27-3-068:LP-AF-DIR	LT-AF-Z		209.7	g	71.1	4.783e-06	4881	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-068	27-3-068	27-3-068	27-3-068:LP-ARM	LT-AF-I			g		1.113e-04	4882	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-068	27-3-068	27-3-068	27-3-068:LP-IRM	LT-IRM			g		1.927e-03	4883	u	300	0	1.0	300
This study	DSDP Site 522	27-3-068	27-3-068	27-3-068	27-3-068:LP-X	LP-X	1.402e-07					4884		300	10e-3	0	300
This study	DSDP Site 522	27-3-072	27-3-072	27-3-072	27-3-072:LP-AF-DIR	LT-AF-Z		192.0	g	74.2	5.146e-06	4885	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-072	27-3-072	27-3-072	27-3-072:LP-ARM	LT-AF-I			g		1.081e-04	4886	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-072	27-3-072	27-3-072	27-3-072:LP-IRM	LT-IRM			g		1.935e-03	4887	u	300	0	1.0	300
This study	DSDP Site 522	27-3-072	27-3-072	27-3-072	27-3-072:LP-X	LP-X	1.472e-07					4888		300	10e-3	0	300
This study	DSDP Site 522	27-3-075	27-3-075	27-3-075	27-3-075:LP-AF-DIR	LT-AF-Z		181.7	g	64.2	5.509e-06	4889	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-075	27-3-075	27-3-075	27-3-075:LP-ARM	LT-AF-I			g		1.057e-04	4890	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-075	27-3-075	27-3-075	27-3-075:LP-IRM	LT-IRM			g		1.955e-03	4891	u	300	0	1.0	300
This study	DSDP Site 522	27-3-075	27-3-075	27-3-075	27-3-075:LP-X	LP-X	1.947e-07					4892		300	10e-3	0	300
This study	DSDP Site 522	27-3-081	27-3-081	27-3-081	27-3-081:LP-AF-DIR	LT-AF-Z		189.9	g	58.6	5.316e-06	4893	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-081	27-3-081	27-3-081	27-3-081:LP-ARM	LT-AF-I			g		1.316e-04	4894	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-081	27-3-081	27-3-081	27-3-081:LP-IRM	LT-IRM			g		2.365e-03	4895	u	300	0	1.0	300
This study	DSDP Site 522	27-3-081	27-3-081	27-3-081	27-3-081:LP-X	LP-X	1.392e-07					4896		300	10e-3	0	300
This study	DSDP Site 522	27-3-084	27-3-084	27-3-084	27-3-084:LP-AF-DIR	LT-AF-Z		168.0	g	69.6	4.972e-06	4897	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-084	27-3-084	27-3-084	27-3-084:LP-ARM	LT-AF-I			g		1.205e-04	4898	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-084	27-3-084	27-3-084	27-3-084:LP-IRM	LT-IRM			g		2.092e-03	4899	u	300	0	1.0	300
This study	DSDP Site 522	27-3-084	27-3-084	27-3-084	27-3-084:LP-X	LP-X	1.360e-07					4900		300	10e-3	0	300
This study	DSDP Site 522	27-3-087	27-3-087	27-3-087	27-3-087:LP-AF-DIR	LT-AF-Z		197.3	g	71.4	4.165e-06	4901	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-087	27-3-087	27-3-087	27-3-087:LP-ARM	LT-AF-I			g		1.291e-04	4902	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-087	27-3-087	27-3-087	27-3-087:LP-IRM	LT-IRM			g		2.201e-03	4903	u	300	0	1.0	300
This study	DSDP Site 522	27-3-087	27-3-087	27-3-087	27-3-087:LP-X	LP-X	1.000e-07					4904		300	10e-3	0	300
This study	DSDP Site 522	27-3-090	27-3-090	27-3-090	27-3-090:LP-AF-DIR	LT-AF-Z		160.7	g	67.6	4.528e-06	4905	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-090	27-3-090	27-3-090	27-3-090:LP-ARM	LT-AF-I			g		9.331e-05	4906	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-090	27-3-090	27-3-090	27-3-090:LP-IRM	LT-IRM			g		1.718e-03	4907	u	300	0	1.0	300
This study	DSDP Site 522	27-3-090	27-3-090	27-3-090	27-3-090:LP-X	LP-X	1.169e-07					4908		300	10e-3	0	300
This study	DSDP Site 522	27-3-094	27-3-094	27-3-094	27-3-094:LP-AF-DIR	LT-AF-Z		211.5	g	61	4.855e-06	4909	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-094	27-3-094	27-3-094	27-3-094:LP-ARM	LT-AF-I			g		8.793e-05	4910	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-094	27-3-094	27-3-094	27-3-094:LP-IRM	LT-IRM			g		1.607e-03	4911	u	300	0	1.0	300
This study	DSDP Site 522	27-3-094	27-3-094	27-3-094	27-3-094:LP-X	LP-X	1.062e-07					4912		300	10e-3	0	300
This study	DSDP Site 522	27-3-097	27-3-097	27-3-097	27-3-097:LP-AF-DIR	LT-AF-Z		181.0	g	57.6	3.527e-06	4913	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-097	27-3-097	27-3-097	27-3-097:LP-ARM	LT-AF-I			g		8.834e-05	4914	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-097	27-3-097	27-3-097	27-3-097:LP-IRM	LT-IRM			g		1.548e-03	4915	u	300	0	1.0	300
This study	DSDP Site 522	27-3-097	27-3-097	27-3-097	27-3-097:LP-X	LP-X	9.959e-08					4916		300	10e-3	0	300
This study	DSDP Site 522	27-3-100	27-3-100	27-3-100	27-3-100:LP-AF-DIR	LT-AF-Z		173.3	g	57.3	4.369e-06	4917	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-100	27-3-100	27-3-100	27-3-100:LP-ARM	LT-AF-I			g		8.211e-05	4918	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-100	27-3-100	27-3-100	27-3-100:LP-IRM	LT-IRM			g		1.557e-03	4919	u	300	0	1.0	300
This study	DSDP Site 522	27-3-100	27-3-100	27-3-100	27-3-100:LP-X	LP-X	1.100e-07					4920		300	10e-3	0	300
This study	DSDP Site 522	27-3-103	27-3-103	27-3-103	27-3-103:LP-AF-DIR	LT-AF-Z		156.3	g	67.3	6.844e-06	4921	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-103	27-3-103	27-3-103	27-3-103:LP-ARM	LT-AF-I			g		8.160e-05	4922	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-103	27-3-103	27-3-103	27-3-103:LP-IRM	LT-IRM			g		1.609e-03	4923	u	300	0	1.0	300
This study	DSDP Site 522	27-3-103	27-3-103	27-3-103	27-3-103:LP-X	LP-X	1.247e-07					4924		300	10e-3	0	300
This study	DSDP Site 522	27-3-106	27-3-106	27-3-106	27-3-106:LP-AF-DIR	LT-AF-Z		170.4	g	65.8	6.119e-06	4925	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-106	27-3-106	27-3-106	27-3-106:LP-ARM	LT-AF-I			g		7.986e-05	4926	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-106	27-3-106	27-3-106	27-3-106:LP-IRM	LT-IRM			g		1.543e-03	4927	u	300	0	1.0	300
This study	DSDP Site 522	27-3-106	27-3-106	27-3-106	27-3-106:LP-X	LP-X	1.273e-07					4928		300	10e-3	0	300
This study	DSDP Site 522	27-3-109	27-3-109	27-3-109	27-3-109:LP-AF-DIR	LT-AF-Z		177.0	g	66.5	5.028e-06	4929	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-109	27-3-109	27-3-109	27-3-109:LP-ARM	LT-AF-I			g		7.872e-05	4930	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-109	27-3-109	27-3-109	27-3-109:LP-IRM	LT-IRM			g		1.567e-03	4931	u	300	0	1.0	300
This study	DSDP Site 522	27-3-109	27-3-109	27-3-109	27-3-109:LP-X	LP-X	8.865e-08					4932		300	10e-3	0	300
This study	DSDP Site 522	27-3-112	27-3-112	27-3-112	27-3-112:LP-AF-DIR	LT-AF-Z		161.1	g	58.8	4.664e-06	4933	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-112	27-3-112	27-3-112	27-3-112:LP-ARM	LT-AF-I			g		7.655e-05	4934	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-112	27-3-112	27-3-112	27-3-112:LP-IRM	LT-IRM			g		1.549e-03	4935	u	300	0	1.0	300
This study	DSDP Site 522	27-3-112	27-3-112	27-3-112	27-3-112:LP-X	LP-X	1.540e-07					4936		300	10e-3	0	300
This study	DSDP Site 522	27-3-115	27-3-115	27-3-115	27-3-115:LP-AF-DIR	LT-AF-Z		164.0	g	62.9	7.206e-06	4937	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-115	27-3-115	27-3-115	27-3-115:LP-ARM	LT-AF-I			g		7.603e-05	4938	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-115	27-3-115	27-3-115	27-3-115:LP-IRM	LT-IRM			g		1.640e-03	4939	u	300	0	1.0	300
This study	DSDP Site 522	27-3-115	27-3-115	27-3-115	27-3-115:LP-X	LP-X	1.393e-07					4940		300	10e-3	0	300
This study	DSDP Site 522	27-3-118	27-3-118	27-3-118	27-3-118:LP-AF-DIR	LT-AF-Z		151.2	g	72.4	6.360e-06	4941	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-118	27-3-118	27-3-118	27-3-118:LP-ARM	LT-AF-I			g		7.611e-05	4942	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-118	27-3-118	27-3-118	27-3-118:LP-IRM	LT-IRM			g		1.718e-03	4943	u	300	0	1.0	300
This study	DSDP Site 522	27-3-118	27-3-118	27-3-118	27-3-118:LP-X	LP-X	1.372e-07					4944		300	10e-3	0	300
This study	DSDP Site 522	27-3-121	27-3-121	27-3-121	27-3-121:LP-AF-DIR	LT-AF-Z		164.7	g	76.5	4.417e-06	4945	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-121	27-3-121	27-3-121	27-3-121:LP-ARM	LT-AF-I			g		7.781e-05	4946	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-121	27-3-121	27-3-121	27-3-121:LP-IRM	LT-IRM			g		1.710e-03	4947	u	300	0	1.0	300
This study	DSDP Site 522	27-3-121	27-3-121	27-3-121	27-3-121:LP-X	LP-X	1.235e-07					4948		300	10e-3	0	300
This study	DSDP Site 522	27-3-125	27-3-125	27-3-125	27-3-125:LP-AF-DIR	LT-AF-Z		169.4	g	63.6	2.932e-06	4949	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-125	27-3-125	27-3-125	27-3-125:LP-ARM	LT-AF-I			g		8.287e-05	4950	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-125	27-3-125	27-3-125	27-3-125:LP-IRM	LT-IRM			g		1.801e-03	4951	u	300	0	1.0	300
This study	DSDP Site 522	27-3-125	27-3-125	27-3-125	27-3-125:LP-X	LP-X	1.570e-07					4952		300	10e-3	0	300
This study	DSDP Site 522	27-3-128	27-3-128	27-3-128	27-3-128:LP-AF-DIR	LT-AF-Z		220.0	g	56.9	2.190e-06	4953	u	300	15e-3	0	300
