tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
This study	Snake River	sr31a	sr31	sr31a2	sr31a2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	473	K				u		24.8	Recalculated from original measurements; supercedes published results.	l				54.9						1.6		10			0
This study	Snake River	sr31b	sr31	sr31b1	sr31b1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	898	723	K				u		19.5	Recalculated from original measurements; supercedes published results.	l				54.2						0.5		8			0
This study	Snake River	sr31b	sr31	sr31b3	sr31b3 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	473	K				u		21.7	Recalculated from original measurements; supercedes published results.	l				53.8						0.8		10			0
This study	Snake River	sr31c	sr31	sr31c1	sr31c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	473	K				u		25.2	Recalculated from original measurements; supercedes published results.	l				55.1						1.3		9			0
This study	Snake River	sr31d	sr31	sr31d1	sr31d1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	573	K				u		24.3	Recalculated from original measurements; supercedes published results.	l				52.5						0.8		7			0
This study	Snake River	sr31f	sr31	sr31f1	sr31f1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	673	K				u		26.8	Recalculated from original measurements; supercedes published results.	l				52.4						1.5		5			0
This study	Snake River	sr31h	sr31	sr31h2	sr31h2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.16	0.03	T				u		19.4	Recalculated from original measurements; supercedes published results.	l				54.7						0.9		8			0
This study	Snake River	sr34a	sr34	sr34a1	sr34a1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	873	748	K				u		209.5	Recalculated from original measurements; supercedes published results.	l				-47.9						0.7		6			0
This study	Snake River	sr34b	sr34	sr34b1	sr34b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	773	K				u		203.1	Recalculated from original measurements; supercedes published results.	l				-45.4						1.2		3			0
This study	Snake River	sr34c	sr34	sr34c1	sr34c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	473	K				u		201.4	Recalculated from original measurements; supercedes published results.	l				-50.4						2.9		9			0
This study	Snake River	sr34f	sr34	sr34f2	sr34f2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		206.6	Recalculated from original measurements; supercedes published results.	l				-48.7						0.6		8			0
This study	Snake River	sr34f	sr34	sr34f3	sr34f3 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	848	273	K				u		234.3	Recalculated from original measurements; supercedes published results.	p				40.3						4.9		13			0
This study	Snake River	sr34i	sr34	sr34i3	sr34i3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		200.7	Recalculated from original measurements; supercedes published results.	l				-52.8						1.5		8			0
This study	Snake River	sr34j	sr34	sr34j1	sr34j1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	573	K				u		205.3	Recalculated from original measurements; supercedes published results.	l				-50.9						1		7			0
This study	Snake River	sr34k	sr34	sr34k1	sr34k1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	623	K				u		208.6	Recalculated from original measurements; supercedes published results.	l				-48.5						2.8		6			0
This study	Snake River	sr36a	sr36	sr36a2	sr36a2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.08	T				u		199.7	Recalculated from original measurements; supercedes published results.	l				-64						0.8		6			0
This study	Snake River	sr36b	sr36	sr36b1	sr36b1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		194.7	Recalculated from original measurements; supercedes published results.	l				-60						1.1		8			0
This study	Snake River	sr36c	sr36	sr36c1	sr36c1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.02	T				u		215.5	Recalculated from original measurements; supercedes published results.	l				-61						3.9		10			0
This study	Snake River	sr36d	sr36	sr36d1	sr36d1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		185	Recalculated from original measurements; supercedes published results.	l				-73.7						2.2		8			0
This study	Snake River	sr36d	sr36	sr36d2	sr36d2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	848	273	K				u		112.4	Recalculated from original measurements; supercedes published results.	p				9.5						8.9		14			0
This study	Snake River	sr36e	sr36	sr36e1	sr36e1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		193.4	Recalculated from original measurements; supercedes published results.	l				-69.4						4		8			0
This study	Snake River	sr36i	sr36	sr36i2	sr36i2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		191	Recalculated from original measurements; supercedes published results.	l				-63.1						2.5		8			0
This study	Snake River	sr37a	sr37	sr37a2	sr37a2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	423	K				u		177.4	Recalculated from original measurements; supercedes published results.	l				-50.9						4.5		10			0
This study	Snake River	sr37b	sr37	sr37b1	sr37b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	373	K				u		182.7	Recalculated from original measurements; supercedes published results.	l				-50.2						16		11			0
This study	Snake River	sr37g	sr37	sr37g2	sr37g2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	0.18	0.02	T				u		26.7	Recalculated from original measurements; supercedes published results.	p				-28.9						6.4		10			0
This study	Snake River	sr37i	sr37	sr37i2	sr37i2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	873	623	K				u		166.5	Recalculated from original measurements; supercedes published results.	l				-56.9						3.7		9			0
This study	Snake River	sr37j	sr37	sr37j1	sr37j1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	873	423	K				u		170.4	Recalculated from original measurements; supercedes published results.	l				-54.4						1.2		12			0
This study	Snake River	sr37j	sr37	sr37j2	sr37j2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	0.18	0	T				u		56.9	Recalculated from original measurements; supercedes published results.	p				-17.1						3.7		12			0
This study	Snake River	sr39a	sr39	sr39a1	sr39a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	673	K				u		188	Recalculated from original measurements; supercedes published results.	l				-43.4						1.5		5			0
This study	Snake River	sr39b	sr39	sr39b1	sr39b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	723	K				u		190.3	Recalculated from original measurements; supercedes published results.	l				-43.5						2		4			0
This study	Snake River	sr39c	sr39	sr39c1	sr39c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		193.8	Recalculated from original measurements; supercedes published results.	l				-38.7						8.2		9			0
This study	Snake River	sr39g	sr39	sr39g3	sr39g3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		185.1	Recalculated from original measurements; supercedes published results.	l				-51						1.2		9			0
This study	Snake River	sr39h	sr39	sr39h3	sr39h3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		178	Recalculated from original measurements; supercedes published results.	l				-51.8						1.9		11			0
This study	Snake River	sr39i	sr39	sr39i1	sr39i1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	873	573	K				u		200.8	Recalculated from original measurements; supercedes published results.	l				-46.2						1.8		9			0
This study	Snake River	sr39j	sr39	sr39j2	sr39j2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	923	798	K				u		185.1	Recalculated from original measurements; supercedes published results.	l				-45.9						0.4		6			0
This study	Snake River	sr40a	sr40	sr40a1	sr40a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	273	373	K				u		190.3	Recalculated from original measurements; supercedes published results.	l				-60.3						5.2		11			0
This study	Snake River	sr40c	sr40	sr40c2	sr40c2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	373	K				u		194.4	Recalculated from original measurements; supercedes published results.	l				-62.7						4.2		11			0
This study	Snake River	sr40d	sr40	sr40d1	sr40d1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	273	K				u		198.9	Recalculated from original measurements; supercedes published results.	l				-63.1						9.3		12			0
This study	Snake River	sr40e	sr40	sr40e1	sr40e1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	873	673	K				u		190.7	Recalculated from original measurements; supercedes published results.	l				-62.7						3.4		8			0
This study	Snake River	sr40f	sr40	sr40f3	sr40f3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		192.9	Recalculated from original measurements; supercedes published results.	l				-64.3						1.9		8			0
This study	Snake River	sr40g	sr40	sr40g1	sr40g1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	673	K				u		195.7	Recalculated from original measurements; supercedes published results.	l				-53.5						3.9		5			0
This study	Snake River	sr42b	sr42	sr42b1	sr42b1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	373	K				u		14.6	Recalculated from original measurements; supercedes published results.	l				51.5						1.8		12			0
This study	Snake River	sr42c	sr42	sr42c3	sr42c3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.1	0.01	T				u		24.1	Recalculated from original measurements; supercedes published results.	l				54.4						0.6		7			0
This study	Snake River	sr42f	sr42	sr42f2	sr42f2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		108.7	Recalculated from original measurements; supercedes published results.	l				45.6						1.5		9			0
This study	Snake River	sr42h	sr42	sr42h2	sr42h2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.16	0.03	T				u		9.1	Recalculated from original measurements; supercedes published results.	l				15.7						1		8			0
This study	Snake River	sr42j	sr42	sr42j2	sr42j2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.1	0.03	T				u		333.9	Recalculated from original measurements; supercedes published results.	l				53.5						0.7		5			0
