tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_flag	magic_method_codes	measurement_sd_y	measurement_sd_x	er_citation_names	treatment_dc_field_theta	magic_software_packages	measurement_dec	er_analyst_mail_names	treatment_dc_field_phi	treatment_temp	measurement_standard	measurement_temp	measurement_csd	treatment_ac_field	magic_instrument_codes	measurement_magn_moment	treatment_dc_field	measurement_description	measurement_positions	measurement_inc	measurement_sd_z
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	26	g	LT-T-Z:LP-DIR-T	1.37e-09	5.29e-10	This study		pmagpy-3.2.1	186.5			858.0		273	1.8	0	hargrave 2015-01-20 12:24:04	4.62e-08	0		1	-31.8	3.13e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	27	g	LT-T-Z:LP-DIR-T	1.21e-09	4.71e-10	This study		pmagpy-3.2.1	184.2			863.0		273	2.1	0	hargrave 2015-02-10 17:33:39	4.43e-08	0		1	-32.2	1.09e-09
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	28	g	LT-T-Z:LP-DIR-T	1.11e-09	4.38e-10	This study		pmagpy-3.2.1	184.3			883.0		273	1.9	0	hargrave 2015-02-11 17:31:29	4.06e-08	0		1	-27.3	7.18e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	29	g	LT-T-Z:LP-DIR-T	5.60e-10	3.80e-10	This study		pmagpy-3.2.1	183.5			903.0		273	1.7	0	hargrave 2015-02-12 15:43:23	3.76e-08	0		1	-27.0	8.83e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	30	g	LT-T-Z:LP-DIR-T	7.10e-10	2.29e-10	This study		pmagpy-3.2.1	186.8			923.0		273	1.6	0	hargrave 2015-02-13 17:59:10	3.19e-08	0		1	-24.9	4.99e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	31	g	LT-T-Z:LP-DIR-T	3.33e-10	2.38e-10	This study		pmagpy-3.2.1	185.4			933.0		273	1.0	0	hargrave 2015-02-17 11:33:47	2.76e-08	0		1	-24.1	3.41e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	32	g	LT-T-Z:LP-DIR-T	8.70e-10	2.61e-10	This study		pmagpy-3.2.1	184.6			943.0		273	3.8	0	hargrave 2015-02-18 09:53:13	1.35e-08	0		1	-30.3	1.34e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	33	g	LT-T-Z:LP-DIR-T	2.04e-10	1.16e-10	This study		pmagpy-3.2.1	177.9			953.0		273	2.6	0	hargrave 2015-02-19 13:00:15	5.46e-09	0		1	-33.5	1.23e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	1	g	LT-NO:LP-DIR-T	1.46e-08	1.31e-08	This study		pmagpy-3.2.1	97.9			273		273	2.3	0		4.90e-07	0		1	-75.3	3.00e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	2	g	LT-LT-Z:LP-DIR-T	1.67e-08	1.06e-08	This study		pmagpy-3.2.1	99.4			77		273	2.2	0		5.30e-07	0		1	-76.9	2.94e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	3	g	LT-T-Z:LP-DIR-T	2.08e-08	1.62e-08	This study		pmagpy-3.2.1	102.5			373.0		273	2.2	0		6.93e-07	0		1	-79.2	3.50e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	4	g	LT-T-Z:LP-DIR-T	2.67e-08	9.83e-09	This study		pmagpy-3.2.1	109.8			423.0		273	2.0	0	hargrave 2014-10-22 16:03:00	8.13e-07	0		1	-80.9	4.51e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	5	g	LT-T-Z:LP-DIR-T	2.60e-08	2.34e-08	This study		pmagpy-3.2.1	110.5			473.0		273	2.6	0	hargrave 2014-10-27 16:29:43	7.81e-07	0		1	-79.9	3.87e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	6	g	LT-T-Z:LP-DIR-T	2.29e-08	2.00e-08	This study		pmagpy-3.2.1	116.6			523.0		273	2.7	0	hargrave 2014-10-28 13:53:01	6.36e-07	0		1	-80.5	2.82e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	7	g	LT-T-Z:LP-DIR-T	1.29e-08	1.15e-08	This study		pmagpy-3.2.1	126.4			573.0		273	2.5	0	hargrave 2014-10-28 20:50:09	3.98e-07	0		1	-78.6	2.20e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	8	g	LT-T-Z:LP-DIR-T	8.46e-09	4.73e-09	This study		pmagpy-3.2.1	130.7			623.0		273	2.6	0	hargrave 2014-10-29 21:02:25	2.17e-07	0		1	-76.6	1.10e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	9	g	LT-T-Z:LP-DIR-T	6.73e-09	4.43e-09	This study		pmagpy-3.2.1	131.6			673.0		273	2.9	0	hargrave 2014-11-03 17:22:35	1.60e-07	0		1	-74.1	8.69e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	10	g	LT-T-Z:LP-DIR-T	4.90e-09	2.36e-09	This study		pmagpy-3.2.1	137.9			698.0		273	2.4	0	hargrave 2014-11-04 12:12:56	1.32e-07	0		1	-72.0	7.78e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	11	g	LT-T-Z:LP-DIR-T	5.14e-09	2.31e-09	This study		pmagpy-3.2.1	143.0			723.0		273	3.0	0	hargrave 2014-11-10 13:03:06	1.09e-07	0		1	-70.1	7.31e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	12	g	LT-T-Z:LP-DIR-T	3.91e-09	3.73e-10	This study		pmagpy-3.2.1	146.4			748.0		273	2.5	0	hargrave 2014-11-10 22:21:30	9.24e-08	0		1	-67.3	1.10e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	13	g	LT-T-Z:LP-DIR-T	6.07e-09	1.88e-09	This study		pmagpy-3.2.1	149.2			773.0		273	4.6	0	hargrave 2014-11-13 11:56:06	7.94e-08	0		1	-63.5	1.16e-09
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	14	g	LT-T-Z:LP-DIR-T	4.07e-09	1.27e-09	This study		pmagpy-3.2.1	149.1			788.0		273	3.5	0	hargrave 2014-11-17 17:36:30	6.94e-08	0		1	-58.7	5.82e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	15	g	LT-T-Z:LP-DIR-T	3.00e-09	1.05e-09	This study		pmagpy-3.2.1	149.5			803.0		273	2.9	0	hargrave 2014-11-24 18:27:42	6.35e-08	0		1	-57.7	4.62e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	16	g	LT-T-Z:LP-DIR-T	1.13e-09	7.53e-10	This study		pmagpy-3.2.1	157.8			818.0		273	1.5	0	hargrave 2014-12-01 17:08:53	6.12e-08	0		1	-56.6	8.40e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	17	g	LT-T-Z:LP-DIR-T	1.14e-09	6.42e-10	This study		pmagpy-3.2.1	152.6			823.0		273	1.6	0	hargrave 2014-12-02 00:54:54	5.49e-08	0		1	-55.2	8.33e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	18	g	LT-T-Z:LP-DIR-T	4.15e-09	1.71e-09	This study		pmagpy-3.2.1	151.8			828.0		273	5.0	0	hargrave 2014-12-05 13:51:47	5.14e-08	0		1	-54.9	5.03e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	19	g	LT-T-Z:LP-DIR-T	1.79e-09	4.70e-10	This study		pmagpy-3.2.1	153.9			833.0		273	2.3	0	hargrave 2014-12-06 12:09:00	4.70e-08	0		1	-52.8	5.28e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	20	g	LT-T-Z:LP-DIR-T	9.01e-10	2.89e-10	This study		pmagpy-3.2.1	157.8			838.0		273	1.3	0	hargrave 2014-12-08 15:29:03	4.51e-08	0		1	-52.2	5.15e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	21	g	LT-T-Z:LP-DIR-T	1.24e-09	3.29e-10	This study		pmagpy-3.2.1	156.5			843.0		273	1.9	0	hargrave 2014-12-08 22:21:25	4.41e-08	0		1	-50.6	7.07e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	22	g	LT-T-Z:LP-DIR-T	1.20e-09	4.65e-10	This study		pmagpy-3.2.1	155.9			846.0		273	1.9	0	hargrave 2015-01-12 11:11:57	4.18e-08	0		1	-52.4	6.23e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	23	g	LT-T-Z:LP-DIR-T	1.14e-09	4.74e-10	This study		pmagpy-3.2.1	156.7			849.0		273	1.9	0	hargrave 2015-01-14 14:30:08	3.93e-08	0		1	-50.8	5.93e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	24	g	LT-T-Z:LP-DIR-T	1.82e-09	4.86e-10	This study		pmagpy-3.2.1	153.0			852.0		273	3.0	0	hargrave 2015-01-15 14:44:58	3.87e-08	0		1	-51.3	7.91e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	25	g	LT-T-Z:LP-DIR-T	1.82e-09	8.65e-10	This study		pmagpy-3.2.1	155.0			855.0		273	3.0	0	hargrave 2015-01-18 13:06:16	3.74e-08	0		1	-50.2	4.36e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	26	g	LT-T-Z:LP-DIR-T	1.26e-09	8.06e-10	This study		pmagpy-3.2.1	155.9			858.0		273	2.3	0	hargrave 2015-01-20 12:25:28	3.53e-08	0		1	-49.9	2.84e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	27	g	LT-T-Z:LP-DIR-T	5.26e-10	5.30e-10	This study		pmagpy-3.2.1	160.5			863.0		273	1.4	0	hargrave 2015-02-10 17:35:38	3.27e-08	0		1	-48.2	5.54e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	28	g	LT-T-Z:LP-DIR-T	8.72e-10	4.47e-10	This study		pmagpy-3.2.1	156.8			883.0		273	2.3	0	hargrave 2015-02-11 17:33:46	2.73e-08	0		1	-42.7	6.25e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	29	g	LT-T-Z:LP-DIR-T	5.97e-10	2.75e-10	This study		pmagpy-3.2.1	157.6			903.0		273	1.8	0	hargrave 2015-02-12 15:45:13	2.28e-08	0		1	-36.7	4.34e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	30	g	LT-T-Z:LP-DIR-T	4.50e-10	3.72e-10	This study		pmagpy-3.2.1	163.4			923.0		273	1.7	0	hargrave 2015-02-13 18:00:41	2.11e-08	0		1	-36.2	4.16e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	31	g	LT-T-Z:LP-DIR-T	4.15e-10	3.87e-10	This study		pmagpy-3.2.1	167.7			933.0		273	1.3	0	hargrave 2015-02-17 11:35:15	2.23e-08	0		1	-31.1	2.00e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	32	g	LT-T-Z:LP-DIR-T	9.46e-10	3.18e-10	This study		pmagpy-3.2.1	160.7			943.0		273	3.7	0	hargrave 2015-02-18 09:54:42	1.50e-08	0		1	-33.8	1.56e-10
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	33	g	LT-T-Z:LP-DIR-T	1.58e-10	7.87e-11	This study		pmagpy-3.2.1	167.4			953.0		273	2.6	0	hargrave 2015-02-19 13:01:41	4.06e-09	0		1	-35.3	7.00e-11
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0	g	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		295.600006		0	273.	u	273.				5.267117e-05	0			-42.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	1	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		302.399994		0	4.730e+02	u	273.				4.808001e-05	0			-42.400002	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	2	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.000000		0	4.730e+02	u	273.				5.114643e-05	6.000e-05			-46.299999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	3	g	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		296.500000		0	4.730e+02	u	273.				4.813084e-05	0			-42.599998	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	4	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		300.200012		0	5.230e+02	u	273.				4.657222e-05	0			-40.700001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	5	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		300.200012		0	5.230e+02	u	273.				4.254014e-05	6.000e-05			-33.900002	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	6	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		297.399994		0	5.730e+02	u	273.				4.438677e-05	0			-42.099998	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	7	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		293.799988		0	5.730e+02	u	273.				5.045183e-05	6.000e-05			-49.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	8	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		297.899994		0	6.130e+02	u	273.				4.228602e-05	0			-42.299999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	9	g	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		293.100006		0	5.230e+02	u	273.				3.842335e-05	6.000e-05			-34.700001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	10	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		295.000000		0	6.130e+02	u	273.				3.600072e-05	6.000e-05			-29.100000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	11	g	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		296.500000		0	5.230e+02	u	273.				3.938902e-05	6.000e-05			-37.200001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	12	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		297.100006		0	6.430e+02	u	273.				4.050716e-05	0			-42.000000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	13	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		298.700012		0	6.430e+02	u	273.				4.907957e-05	6.000e-05			-51.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	14	g	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		298.200012		0	6.430e+02	u	273.				4.047328e-05	6.000e-05			-42.000000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	15	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		298.600006		0	6.730e+02	u	273.				3.916878e-05	0			-41.900002	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	16	g	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		298.200012		0	6.130e+02	u	273.				3.345949e-05	6.000e-05			-27.400000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	17	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		296.899994		0	6.730e+02	u	273.				3.201946e-05	6.000e-05			-23.200001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	18	g	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		300.600006		0	6.130e+02	u	273.				3.716968e-05	6.000e-05			-38.299999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	19	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		298.100006		0	7.030e+02	u	273.				3.749157e-05	0			-41.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	20	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		299.500000		0	7.030e+02	u	273.				4.845273e-05	6.000e-05			-54.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	21	g	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.000000		0	7.030e+02	u	273.				3.733910e-05	6.000e-05			-41.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	22	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		297.100006		0	7.330e+02	u	273.				3.528917e-05	0			-40.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	23	g	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.899994		0	6.730e+02	u	273.				2.873281e-05	6.000e-05			-20.200001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	24	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		301.899994		0	7.330e+02	u	273.				2.739443e-05	6.000e-05			-12.900000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	25	g	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		301.299988		0	6.730e+02	u	273.				3.266324e-05	6.000e-05			-35.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	26	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		303.000000		0	7.630e+02	u	273.				3.256159e-05	0			-41.599998	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	27	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		301.100006		0	7.630e+02	u	273.				4.750400e-05	6.000e-05			-59.299999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	28	g	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		306.299988		0	7.630e+02	u	273.				3.252771e-05	6.000e-05			-42.200001	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	29	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		300.700012		0	7.830e+02	u	273.				2.995260e-05	0			-41.599998	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	30	g	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.100006		0	7.330e+02	u	273.				2.319293e-05	6.000e-05			-7.800000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	31	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		306.000000		0	7.830e+02	u	273.				2.324376e-05	6.000e-05			5.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	32	g	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		302.799988		0	7.330e+02	u	273.				2.675065e-05	6.000e-05			-31.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	33	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		298.200012		0	8.030e+02	u	273.				2.636100e-05	0			-41.000000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	34	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		306.600006		0	8.030e+02	u	273.				4.760565e-05	6.000e-05			-66.000000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	35	g	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.299988		0	8.030e+02	u	273.				2.625935e-05	6.000e-05			-41.799999	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	36	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		301.700012		0	8.180e+02	u	273.				2.161737e-05	0			-41.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	37	g	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		303.600006		0	7.830e+02	u	273.				1.853402e-05	6.000e-05			24.600000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	38	g	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		300.700012		0	8.180e+02	u	273.				2.429413e-05	6.000e-05			46.500000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	39	g	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	90		299.500000		0	7.830e+02	u	273.				1.672805e-05	6.000e-05			-15.800000	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	40	g	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			This study	0		299.000000		0	8.280e+02	u	273.				1.524906e-05	0			-42.099998	
