tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
Lisa Tauxe	This study	McMurdo	mc223c	mc223	mc223c2	mc223c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		95.6	l					-88.5						4.7		11			0
Lisa Tauxe	This study	McMurdo	mc223d	mc223	mc223d1	mc223d1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		60	l					-86.4						0.8		13			0
Lisa Tauxe	This study	McMurdo	mc223e	mc223	mc223e1	mc223e1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.06	0.005	T					A	u		24.2	l					-86.7						1.6		8			0
Lisa Tauxe	This study	McMurdo	mc223f	mc223	mc223f1	mc223f1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		88.8	l					-83.9						0.7		13			0
Lisa Tauxe	This study	McMurdo	mc223g	mc223	mc223g1	mc223g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	273	K					A	u		83.2	l					-87.1						4.2		9			0
Lisa Tauxe	This study	McMurdo	mc223l	mc223	mc223l1	mc223l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	673	K					A	u		90.7	l					-74.3						2.4		7			0
Lisa Tauxe	This study	McMurdo	mc224a	mc224	mc224a1	mc224a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		189.4	l					-62.9						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc224b	mc224	mc224b1	mc224b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		197.5	l					-69.1						20.4		5			0
Lisa Tauxe	This study	McMurdo	mc224b	mc224	mc224b2	mc224b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		189.3	l					-61.5						0.9		9			0
Lisa Tauxe	This study	McMurdo	mc224c	mc224	mc224c2	mc224c2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		194.2	l					-61.3						1.1		9			0
Lisa Tauxe	This study	McMurdo	mc224e	mc224	mc224e2	mc224e2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		184.5	l					-63.6						0.7		8			0
Lisa Tauxe	This study	McMurdo	mc224f	mc224	mc224f2	mc224f2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		193.1	l					-58.5						1		8			0
Lisa Tauxe	This study	McMurdo	mc225a	mc225	mc225a1	mc225a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	873	273	K					A	u		93.2	p					13.7						4.8		12			0
Lisa Tauxe	This study	McMurdo	mc225a	mc225	mc225a2	mc225a2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		103.6	l					-74.7						0.6		11			0
Lisa Tauxe	This study	McMurdo	mc225b	mc225	mc225b1	mc225b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	873	273	K					A	u		93.1	p					15.9						5.1		12			0
Lisa Tauxe	This study	McMurdo	mc225c	mc225	mc225c1	mc225c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	873	273	K					A	u		102.4	p					15.2						6.5		12			0
Lisa Tauxe	This study	McMurdo	mc225c	mc225	mc225c2	mc225c2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		114.3	l					-76.5						1		11			0
Lisa Tauxe	This study	McMurdo	mc225d	mc225	mc225d1	mc225d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	848	273	K					A	u		260.4	p					-10.6						2		11			0
Lisa Tauxe	This study	McMurdo	mc225d	mc225	mc225d2	mc225d2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		117	l					-77.2						1		10			0
Lisa Tauxe	This study	McMurdo	mc225f	mc225	mc225f2	mc225f2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		113.3	l					-73.3						1.2		10			0
Lisa Tauxe	This study	McMurdo	mc225g	mc225	mc225g2	mc225g2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		116.7	l					-72						0.9		12			0
Lisa Tauxe	This study	McMurdo	mc225i	mc225	mc225i1	mc225i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	848	273	K					A	u		133.4	p					17						2.5		11			0
Lisa Tauxe	This study	McMurdo	mc226a	mc226	mc226a1	mc226a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		19	l					-52.1						1.1		10			0
Lisa Tauxe	This study	McMurdo	mc226b	mc226	mc226b1	mc226b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		220.4	p					-40.5						7.5		11			0
Lisa Tauxe	This study	McMurdo	mc226b	mc226	mc226b2	mc226b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		18.8	l					-50.7						1.1		10			0
Lisa Tauxe	This study	McMurdo	mc226d	mc226	mc226d2	mc226d2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		14.9	l					-53.9						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc226f	mc226	mc226f2	mc226f2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		18.3	l					-50.4						1.6		10			0
Lisa Tauxe	This study	McMurdo	mc226g	mc226	mc226g2	mc226g2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		18.3	l					-51.8						1.2		9			0
Lisa Tauxe	This study	McMurdo	mc227b	mc227	mc227b2	mc227b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		221.7	l					60.7						1.9		11			0
Lisa Tauxe	This study	McMurdo	mc227c	mc227	mc227c2	mc227c2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		216.9	l					61.1						1.8		11			0
Lisa Tauxe	This study	McMurdo	mc227d	mc227	mc227d2	mc227d2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		218.9	l					61.1						1.4		11			0
Lisa Tauxe	This study	McMurdo	mc227f	mc227	mc227f2	mc227f2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.015	T					A	u		221.3	l					60.1						1.6		10			0
Lisa Tauxe	This study	McMurdo	mc227h	mc227	mc227h2	mc227h2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		222.3	l					58.6						2.3		9			0
Lisa Tauxe	This study	McMurdo	mc228a	mc228	mc228a1	mc228a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	848	373	K					A	u		215.5	l					57.4						3		10			0
Lisa Tauxe	This study	McMurdo	mc228a	mc228	mc228a2	mc228a2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		216.5	l					58.5						0.9		11			0
Lisa Tauxe	This study	McMurdo	mc228b	mc228	mc228b1	mc228b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		220.7	l					67.6						2.6		11			0
Lisa Tauxe	This study	McMurdo	mc228b	mc228	mc228b2	mc228b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		223.2	l					65.9						1.3		11			0
Lisa Tauxe	This study	McMurdo	mc228d	mc228	mc228d1	mc228d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		217.5	l					61.2						1.6		11			0
Lisa Tauxe	This study	McMurdo	mc228d	mc228	mc228d2	mc228d2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		213.4	l					60.2						0.9		11			0
Lisa Tauxe	This study	McMurdo	mc228e	mc228	mc228e1	mc228e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		215.7	l					69.7						2.3		11			0
Lisa Tauxe	This study	McMurdo	mc228e	mc228	mc228e2	mc228e2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		221.3	l					71.2						0.8		11			0
Lisa Tauxe	This study	McMurdo	mc228g	mc228	mc228g1	mc228g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	473	K					A	u		218.6	l					64						2.2		10			0
Lisa Tauxe	This study	McMurdo	mc228g	mc228	mc228g2	mc228g2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		215.4	l					63.1						0.8		11			0
Lisa Tauxe	This study	McMurdo	mc229a	mc229	mc229a2	mc229a2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		93.8	l					69						0.6		11			0
Lisa Tauxe	This study	McMurdo	mc229b	mc229	mc229b1	mc229b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	373	K					A	u		89.8	l					72.6						2.1		4			0
Lisa Tauxe	This study	McMurdo	mc229b	mc229	mc229b2	mc229b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		102	l					70.1						0.6		11			0
Lisa Tauxe	This study	McMurdo	mc229e	mc229	mc229e2	mc229e2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		116.9	l					70.8						0.7		12			0
Lisa Tauxe	This study	McMurdo	mc229g	mc229	mc229g1	mc229g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	373	K					A	u		110.1	l					76.4						3.1		11			0
Lisa Tauxe	This study	McMurdo	mc229g	mc229	mc229g2	mc229g2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		97.8	l					77.4						0.7		13			0
Lisa Tauxe	This study	McMurdo	mc229i	mc229	mc229i1	mc229i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	473	K					A	u		105.6	l					74.2						4.7		10			0
Lisa Tauxe	This study	McMurdo	mc229k	mc229	mc229k1	mc229k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	873	473	K					A	u		86.3	l					71.3						3.7		10			0
Lisa Tauxe	This study	McMurdo	mc26a	mc26	mc26a	mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	883	273	K					A	u		6.2	l					-58.6						2.1		17			0
Lisa Tauxe	This study	McMurdo	mc26b	mc26	mc26b	mc26b-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		13.9	l					-57.5						4.3		8			0
Lisa Tauxe	This study	McMurdo	mc26c	mc26	mc26c	mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	883	373	K					A	u		9	l					-54.1						2.7		16			0
Lisa Tauxe	This study	McMurdo	mc26d	mc26	mc26d	mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	883	373	K					A	u		14.8	l					-54.5						3.9		16			0
Lisa Tauxe	This study	McMurdo	mc26e	mc26	mc26e	mc26e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	883	373	K					A	u		12.4	l					-55.4						4		16			0
Lisa Tauxe	This study	McMurdo	mc26f	mc26	mc26f	mc26f-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		3.1	l					-53.9						3.3		9			0
Lisa Tauxe	This study	McMurdo	mc26g	mc26	mc26g	mc26g-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		14.6	l					-57.9						1.9		10			0
Lisa Tauxe	This study	McMurdo	mc26h	mc26	mc26h	mc26h-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		31.8	l					-52.1						2.3		13			0
Lisa Tauxe	This study	McMurdo	mc28a	mc28	mc28a	mc28a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	573	373	K					A	u		101.6	l					-86.3						0.4		5			0
Lisa Tauxe	This study	McMurdo	mc28b	mc28	mc28b	mc28b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	573	373	K					A	u		61.7	l					-80.7						2.3		5			0
Lisa Tauxe	This study	McMurdo	mc28c	mc28	mc28c	mc28c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	573	373	K					A	u		97.3	l					-85.4						2.8		5			0
Lisa Tauxe	This study	McMurdo	mc28d	mc28	mc28d	mc28d-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.0075	T					A	u		352.2	l					-75.3						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc28f	mc28	mc28f	mc28f-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	373	K					A	u		138.3	l					-84.5						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc28g	mc28	mc28g	mc28g-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		93.2	l					-72.8						1.3		11			0
Lisa Tauxe	This study	McMurdo	mc28h	mc28	mc28h	mc28h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		138.4	l					-82.4						0.8		11			0
Lisa Tauxe	This study	McMurdo	mc29a	mc29	mc29a	mc29a-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.0075	T					A	u		33.3	l					-83.9						0.8		12			0
Lisa Tauxe	This study	McMurdo	mc29b	mc29	mc29b	mc29b-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		13.1	l					-79.8						1.1		10			0
Lisa Tauxe	This study	McMurdo	mc29c	mc29	mc29c	mc29c-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		11.9	l					-75						4.1		11			0
Lisa Tauxe	This study	McMurdo	mc29d	mc29	mc29d	mc29d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		341.8	l					-73.4						5.2		11			0
Lisa Tauxe	This study	McMurdo	mc29e	mc29	mc29e	mc29e-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		12.8	l					-74.2						1.2		10			0
Lisa Tauxe	This study	McMurdo	mc29f	mc29	mc29f	mc29f-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.0075	T					A	u		7.3	l					-81.6						0.3		11			0
Lisa Tauxe	This study	McMurdo	mc29g	mc29	mc29g	mc29g-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		21	l					-77.8						2.5		11			0
Lisa Tauxe	This study	McMurdo	mc29h	mc29	mc29h	mc29h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		353.7	l					-77.7						1.4		10			0
Lisa Tauxe	This study	McMurdo	mc30a	mc30	mc30a	mc30a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	853	373	K					A	u		246.4	l					66						1.5		13			0
Lisa Tauxe	This study	McMurdo	mc30b	mc30	mc30b	mc30b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	853	373	K					A	u		242	l					68.7						1		13			0
Lisa Tauxe	This study	McMurdo	mc30c	mc30	mc30c	mc30c-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		253.7	l					77.6						1.1		13			0
Lisa Tauxe	This study	McMurdo	mc30d	mc30	mc30d	mc30d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	853	373	K					A	u		248.4	l					77.9						1.2		13			0
Lisa Tauxe	This study	McMurdo	mc30e	mc30	mc30e	mc30e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	853	373	K					A	u		244.6	l					67.1						0.6		13			0
Lisa Tauxe	This study	McMurdo	mc30f	mc30	mc30f	mc30f-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		234.3	l					66.3						1.4		9			0
Lisa Tauxe	This study	McMurdo	mc30g	mc30	mc30g	mc30g-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	523	K					A	u		239.3	l					59.3						2.5		7			0
Lisa Tauxe	This study	McMurdo	mc30h	mc30	mc30h	mc30h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	523	K					A	u		241.9	l					63						1.7		7			0
Lisa Tauxe	This study	McMurdo	mc31b	mc31	mc31b	mc31b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		313.3	l					-85.6						1.3		5			0
Lisa Tauxe	This study	McMurdo	mc31c	mc31	mc31c	mc31c-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	673	K					A	u		285.9	l					-81.4						0.8		4			0
Lisa Tauxe	This study	McMurdo	mc31d	mc31	mc31d	mc31d-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	523	K					A	u		277.8	l					-85.6						0.7		8			0
Lisa Tauxe	This study	McMurdo	mc31f	mc31	mc31f	mc31f-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		353.1	l					-87.5						0.7		12			0
Lisa Tauxe	This study	McMurdo	mc31h	mc31	mc31h	mc31h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		312.7	l					-88.7						2.6		11			0
Lisa Tauxe	This study	McMurdo	mc32a	mc32	mc32a	mc32a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		269.6	l					-72.9						1.5		10			0
Lisa Tauxe	This study	McMurdo	mc32b	mc32	mc32b	mc32b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		270.8	l					-72.4						0.8		11			0
Lisa Tauxe	This study	McMurdo	mc32d	mc32	mc32d	mc32d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	853	373	K					A	u		269.5	l					-70.1						0.8		13			0
Lisa Tauxe	This study	McMurdo	mc32e	mc32	mc32e	mc32e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		232	l					-79.7						1.5		5			0
Lisa Tauxe	This study	McMurdo	mc32f	mc32	mc32f	mc32f-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		262.1	l					-75.3						0.8		13			0
Lisa Tauxe	This study	McMurdo	mc32g	mc32	mc32g	mc32g-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		266.2	l					-74.8						0.9		11			0
Lisa Tauxe	This study	McMurdo	mc32h	mc32	mc32h	mc32h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		270.4	l					-74.8						1.6		10			0
Lisa Tauxe	This study	McMurdo	mc33a	mc33	mc33a	mc33a-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	623	K					A	u		2.6	l					-76						1		5			0
Lisa Tauxe	This study	McMurdo	mc33b	mc33	mc33b	mc33b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		359.4	l					-80						1.9		11			0
Lisa Tauxe	This study	McMurdo	mc33c	mc33	mc33c	mc33c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		354	l					-78.9						3.3		11			0
Lisa Tauxe	This study	McMurdo	mc33d	mc33	mc33d	mc33d-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		32	l					-74						1.1		12			0
Lisa Tauxe	This study	McMurdo	mc33e	mc33	mc33e	mc33e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		2.3	l					-75.6						2.4		11			0
