tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_names	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_int	site_int_n	site_int_sigma	site_int_sigma_perc	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
Lisa Tauxe	This study	McMurdo	mc155c : mc155h : mc155m	mc155	mc155c1 : mc155h1 : mc155m1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						1.5	0.025	Ma	0.00002893	3	0.000004604	15.92							
Lisa Tauxe	This study	McMurdo	mc158b	mc158	mc158b1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						3.74	0.125	Ma	0.000004519	1	0	0							
Lisa Tauxe	This study	McMurdo	mc160a : mc160f	mc160	mc160a1 : mc160f2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		3.47	0.025	Ma	0.0000218	2	0.000001296	5.944							
Lisa Tauxe	This study	McMurdo	mc161b : mc161g	mc161	mc161b1 : mc161g1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00000495	2	0.000001204	24.31							
Lisa Tauxe	This study	McMurdo	mc162c	mc162	mc162c1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						2.56	0.065	Ma	0.000008423	1	0	0							
Lisa Tauxe	This study	McMurdo	mc164c : mc164f : mc164j	mc164	mc164c1 : mc164f1 : mc164j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.364	0.05	Ma	0.00008129	3	0.00000006483	0.07975							
Lisa Tauxe	This study	McMurdo	mc165b : mc165c : mc165h : mc165i	mc165	mc165b1 : mc165c1 : mc165h2 : mc165i2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.451	0.03	Ma	0.00002628	4	0.000001685	6.412							
Lisa Tauxe	This study	McMurdo	mc166b : mc166c : mc166h : mc166i	mc166	mc166b1 : mc166c1 : mc166h2 : mc166i2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						1.334	0.06	Ma	0.00002911	4	0.000006716	23.07							
Lisa Tauxe	This study	McMurdo	mc167b : mc167d : mc167k	mc167	mc167b1 : mc167d2 : mc167k1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.5	0.75	Ma	0.00004346	3	0.000001128	2.596							
Lisa Tauxe	This study	McMurdo	mc19b	mc19	mc19b	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00002518	1	0	0							
Lisa Tauxe	This study	McMurdo	mc200b : mc200c : mc200i	mc200	mc200b1 : mc200c1 : mc200i1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.073	0.005	Ma	0.00001431	3	0.000001222	8.545							
Lisa Tauxe	This study	McMurdo	mc205b : mc205h : mc205i : mc205k	mc205	mc205b1 : mc205h1 : mc205i2 : mc205k1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						0.368	0.01	Ma	0.00004716	4	0.00001222	25.9							
Lisa Tauxe	This study	McMurdo	mc206b	mc206	mc206b1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						0.5	0.5	Ma	0.00007767	1	0	0							
Lisa Tauxe	This study	McMurdo	mc21a : mc21b : mc21c : mc21e	mc21	mc21a : mc21b : mc21c : mc21e	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.00004503	4	0.000003422	7.599							
Lisa Tauxe	This study	McMurdo	mc211b : mc211e	mc211	mc211b1 : mc211e1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00008601	2	0.00001529	17.78							
Lisa Tauxe	This study	McMurdo	mc214b : mc214d : mc214g : mc214h : mc214j	mc214	mc214b1 : mc214d1 : mc214g1 : mc214h1 : mc214j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		2.5	2.5	Ma	0.00004381	5	0.000003126	7.134							
Lisa Tauxe	This study	McMurdo	mc217a : mc217b : mc217c : mc217d : mc217e	mc217	mc217a1 : mc217b1 : mc217c1 : mc217d1 : mc217e1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						0.157	0.005	Ma	0.00003032	5	0.000004625	15.25							
Lisa Tauxe	This study	McMurdo	mc218a : mc218b : mc218d : mc218i : mc218j	mc218	mc218a1 : mc218b1 : mc218d1 : mc218i1 : mc218j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.026	0.005	Ma	0.0000343	5	0.00000248	7.231							
Lisa Tauxe	This study	McMurdo	mc219a : mc219c : mc219d : mc219e	mc219	mc219a1 : mc219c1 : mc219d1 : mc219e1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.334	0.122	Ma	0.00003025	4	0.000003807	12.59							
Lisa Tauxe	This study	McMurdo	mc220b : mc220c : mc220d : mc220e	mc220	mc220b1 : mc220c1 : mc220d1 : mc220e1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.531	0.02	Ma	0.00005394	4	0.000001238	2.295							
Lisa Tauxe	This study	McMurdo	mc223a : mc223b : mc223c : mc223g	mc223	mc223a1 : mc223b1 : mc223c2 : mc223g1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.378	0.014	Ma	0.00002153	4	0.000002646	12.29							
Lisa Tauxe	This study	McMurdo	mc225b : mc225c : mc225d : mc225i	mc225	mc225b1 : mc225c1 : mc225d1 : mc225i1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.057	0.005	Ma	0.00002855	4	0.000003136	10.99							
Lisa Tauxe	This study	McMurdo	mc226b	mc226	mc226b1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						0.243	0.001	Ma	0.00002528	1	0	0							
Lisa Tauxe	This study	McMurdo	mc229g : mc229h : mc229k	mc229	mc229g1 : mc229h1 : mc229k1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.07	0.09	Ma	0.00003123	3	0.00000393	12.58							
Lisa Tauxe	This study	McMurdo	mc26c : mc26d	mc26	mc26c : mc26d	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00002768	2	0.000006865	24.81							
Lisa Tauxe	This study	McMurdo	mc28b	mc28	mc28b	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						0.06	0.003	Ma	0.0000129	1	0	0							
Lisa Tauxe	This study	McMurdo	mc30a : mc30b : mc30d : mc30e	mc30	mc30a : mc30b : mc30d : mc30e	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.00004263	4	0.0000003847	0.9023							
Lisa Tauxe	This study	McMurdo	mc32b : mc32d : mc32e	mc32	mc32b : mc32d : mc32e	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00003328	3	0.000005899	17.72							
Lisa Tauxe	This study	McMurdo	mc34c	mc34	mc34c	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00002305	1	0	0							
Lisa Tauxe	This study	McMurdo	mc35b : mc35d	mc35	mc35b : mc35d	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.12	0.01	Ma	0.00002411	2	0.000002766	11.47							
Lisa Tauxe	This study	McMurdo	mc36a : mc36b : mc36e : mc36h	mc36	mc36a : mc36b : mc36e : mc36h	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.12	0.01	Ma	0.00002569	4	0.000002957	11.51							
Lisa Tauxe	This study	McMurdo	mc37c : mc37d : mc37e : mc37h	mc37	mc37c : mc37d : mc37e : mc37h	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4.47	0.02	Ma	0.00006039	4	0.000005261	8.713							
Lisa Tauxe	This study	McMurdo	mc39a : mc39b	mc39	mc39a : mc39b	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						0.084	0.004	Ma	0.0000298	2	0.000005443	18.26							
Lisa Tauxe	This study	McMurdo	mc40e	mc40	mc40e	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00003936	1	0	0							
Lisa Tauxe	This study	McMurdo	mc44a : mc44b : mc44g : mc44h	mc44	mc44a : mc44b : mc44g : mc44h	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00002165	4	0.00000902	41.67							
Lisa Tauxe	This study	McMurdo	mc50a : mc50b : mc50f	mc50	mc50a : mc50b : mc50f	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.9	0.05	Ma	0.00003366	3	0.000002303	6.841							
