tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	external_database_ids	external_database_names	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-100.00	318-U1359B-015H_2A-100.00	318-U1359B-015H_2A-100.00	""	LIMS	318-U1359B-015H_2A-100.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	92.8		g	75.9	1.218e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-100.00	318-U1359B-015H_2A-100.00	318-U1359B-015H_2A-100.00	""	LIMS	318-U1359B-015H_2A-100.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	62.6		g	-8.92E1	1.018e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-105.00	318-U1359B-015H_2A-105.00	318-U1359B-015H_2A-105.00	""	LIMS	318-U1359B-015H_2A-105.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	126.7		g	82.1	1.027e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-105.00	318-U1359B-015H_2A-105.00	318-U1359B-015H_2A-105.00	""	LIMS	318-U1359B-015H_2A-105.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	85.6		g	62.5	4.615e-10	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-110.00	318-U1359B-015H_2A-110.00	318-U1359B-015H_2A-110.00	""	LIMS	318-U1359B-015H_2A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	312.6		g	74.1	9.742e-09	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-110.00	318-U1359B-015H_2A-110.00	318-U1359B-015H_2A-110.00	""	LIMS	318-U1359B-015H_2A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	55.6		g	73.4	6.423e-10	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-115.00	318-U1359B-015H_2A-115.00	318-U1359B-015H_2A-115.00	""	LIMS	318-U1359B-015H_2A-115.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	356.6		g	77.2	2.463e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-115.00	318-U1359B-015H_2A-115.00	318-U1359B-015H_2A-115.00	""	LIMS	318-U1359B-015H_2A-115.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	135.1		g	72.5	1.387e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-120.00	318-U1359B-015H_2A-120.00	318-U1359B-015H_2A-120.00	""	LIMS	318-U1359B-015H_2A-120.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	43.1		g	83	2.516e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-120.00	318-U1359B-015H_2A-120.00	318-U1359B-015H_2A-120.00	""	LIMS	318-U1359B-015H_2A-120.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	168.4		g	52.7	2.496e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-125.00	318-U1359B-015H_2A-125.00	318-U1359B-015H_2A-125.00	""	LIMS	318-U1359B-015H_2A-125.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	18.5		g	84	2.440e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-125.00	318-U1359B-015H_2A-125.00	318-U1359B-015H_2A-125.00	""	LIMS	318-U1359B-015H_2A-125.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	163.7		g	47.5	2.800e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-130.00	318-U1359B-015H_2A-130.00	318-U1359B-015H_2A-130.00	""	LIMS	318-U1359B-015H_2A-130.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	359.8		g	83	2.114e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-130.00	318-U1359B-015H_2A-130.00	318-U1359B-015H_2A-130.00	""	LIMS	318-U1359B-015H_2A-130.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	166.1		g	56.5	2.540e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-15.00	318-U1359B-015H_2A-15.00	318-U1359B-015H_2A-15.00	""	LIMS	318-U1359B-015H_2A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	119.9		g	87.6	2.858e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-15.00	318-U1359B-015H_2A-15.00	318-U1359B-015H_2A-15.00	""	LIMS	318-U1359B-015H_2A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	168.6		g	53.4	6.376e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-20.00	318-U1359B-015H_2A-20.00	318-U1359B-015H_2A-20.00	""	LIMS	318-U1359B-015H_2A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	123.5		g	88.3	2.089e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-20.00	318-U1359B-015H_2A-20.00	318-U1359B-015H_2A-20.00	""	LIMS	318-U1359B-015H_2A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	193		g	57.7	6.012e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-25.00	318-U1359B-015H_2A-25.00	318-U1359B-015H_2A-25.00	""	LIMS	318-U1359B-015H_2A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	179.4		g	86.8	2.025e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-25.00	318-U1359B-015H_2A-25.00	318-U1359B-015H_2A-25.00	""	LIMS	318-U1359B-015H_2A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	184.3		g	58	5.707e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-30.00	318-U1359B-015H_2A-30.00	318-U1359B-015H_2A-30.00	""	LIMS	318-U1359B-015H_2A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	149.8		g	79.3	2.151e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-30.00	318-U1359B-015H_2A-30.00	318-U1359B-015H_2A-30.00	""	LIMS	318-U1359B-015H_2A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	168		g	51	6.322e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-35.00	318-U1359B-015H_2A-35.00	318-U1359B-015H_2A-35.00	""	LIMS	318-U1359B-015H_2A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	123.1		g	85.6	2.440e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-35.00	318-U1359B-015H_2A-35.00	318-U1359B-015H_2A-35.00	""	LIMS	318-U1359B-015H_2A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	166.7		g	61.2	4.785e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-40.00	318-U1359B-015H_2A-40.00	318-U1359B-015H_2A-40.00	""	LIMS	318-U1359B-015H_2A-40.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	306.8		g	76.6	1.730e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-40.00	318-U1359B-015H_2A-40.00	318-U1359B-015H_2A-40.00	""	LIMS	318-U1359B-015H_2A-40.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	311		g	74.7	2.621e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-45.00	318-U1359B-015H_2A-45.00	318-U1359B-015H_2A-45.00	""	LIMS	318-U1359B-015H_2A-45.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	317.3		g	80.1	1.746e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-45.00	318-U1359B-015H_2A-45.00	318-U1359B-015H_2A-45.00	""	LIMS	318-U1359B-015H_2A-45.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	44.5		g	65	2.006e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-5.00	318-U1359B-015H_2A-5.00	318-U1359B-015H_2A-5.00	""	LIMS	318-U1359B-015H_2A-5.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	266.2		g	82.3	2.373e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-5.00	318-U1359B-015H_2A-5.00	318-U1359B-015H_2A-5.00	""	LIMS	318-U1359B-015H_2A-5.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	226		g	60.5	7.519e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-50.00	318-U1359B-015H_2A-50.00	318-U1359B-015H_2A-50.00	""	LIMS	318-U1359B-015H_2A-50.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	359.7		g	84.3	2.304e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-50.00	318-U1359B-015H_2A-50.00	318-U1359B-015H_2A-50.00	""	LIMS	318-U1359B-015H_2A-50.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	302.9		g	78	1.922e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-55.00	318-U1359B-015H_2A-55.00	318-U1359B-015H_2A-55.00	""	LIMS	318-U1359B-015H_2A-55.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	48.9		g	85.1	1.992e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-55.00	318-U1359B-015H_2A-55.00	318-U1359B-015H_2A-55.00	""	LIMS	318-U1359B-015H_2A-55.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	163.5		g	76.9	2.211e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-60.00	318-U1359B-015H_2A-60.00	318-U1359B-015H_2A-60.00	""	LIMS	318-U1359B-015H_2A-60.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	78.7		g	79.1	2.346e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-60.00	318-U1359B-015H_2A-60.00	318-U1359B-015H_2A-60.00	""	LIMS	318-U1359B-015H_2A-60.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	118.1		g	53	3.121e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-65.00	318-U1359B-015H_2A-65.00	318-U1359B-015H_2A-65.00	""	LIMS	318-U1359B-015H_2A-65.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	72.8		g	81.9	2.128e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-65.00	318-U1359B-015H_2A-65.00	318-U1359B-015H_2A-65.00	""	LIMS	318-U1359B-015H_2A-65.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	126.1		g	46.5	2.660e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-70.00	318-U1359B-015H_2A-70.00	318-U1359B-015H_2A-70.00	""	LIMS	318-U1359B-015H_2A-70.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	288.4		g	85.4	1.507e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-70.00	318-U1359B-015H_2A-70.00	318-U1359B-015H_2A-70.00	""	LIMS	318-U1359B-015H_2A-70.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	233.7		g	47.2	2.363e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-75.00	318-U1359B-015H_2A-75.00	318-U1359B-015H_2A-75.00	""	LIMS	318-U1359B-015H_2A-75.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	299.5		g	77.7	1.270e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-75.00	318-U1359B-015H_2A-75.00	318-U1359B-015H_2A-75.00	""	LIMS	318-U1359B-015H_2A-75.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	218.8		g	62.4	2.159e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-80.00	318-U1359B-015H_2A-80.00	318-U1359B-015H_2A-80.00	""	LIMS	318-U1359B-015H_2A-80.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	322.2		g	71	1.393e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-80.00	318-U1359B-015H_2A-80.00	318-U1359B-015H_2A-80.00	""	LIMS	318-U1359B-015H_2A-80.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	296.1		g	52.5	1.399e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-85.00	318-U1359B-015H_2A-85.00	318-U1359B-015H_2A-85.00	""	LIMS	318-U1359B-015H_2A-85.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	129.5		g	86	1.900e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-85.00	318-U1359B-015H_2A-85.00	318-U1359B-015H_2A-85.00	""	LIMS	318-U1359B-015H_2A-85.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	187.1		g	48.3	1.997e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-90.00	318-U1359B-015H_2A-90.00	318-U1359B-015H_2A-90.00	""	LIMS	318-U1359B-015H_2A-90.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	308		g	88.2	2.421e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-90.00	318-U1359B-015H_2A-90.00	318-U1359B-015H_2A-90.00	""	LIMS	318-U1359B-015H_2A-90.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	171.4		g	42.1	2.343e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-95.00	318-U1359B-015H_2A-95.00	318-U1359B-015H_2A-95.00	""	LIMS	318-U1359B-015H_2A-95.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:10:57:00.00	338.6		g	82.4	2.365e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_2A-95.00	318-U1359B-015H_2A-95.00	318-U1359B-015H_2A-95.00	""	LIMS	318-U1359B-015H_2A-95.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:02:00.00	219.5		g	65.5	8.253e-10	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-0.00	318-U1359B-015H_3A-0.00	318-U1359B-015H_3A-0.00	"3348731019.50025"	LIMS	318-U1359B-015H_3A-0.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	271.8		g	45.7	8.261e-09	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-0.00	318-U1359B-015H_3A-0.00	318-U1359B-015H_3A-0.00	"3348731359.6565"	LIMS	318-U1359B-015H_3A-0.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	104.7		g	0.7	4.231e-10	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-10.00	318-U1359B-015H_3A-10.00	318-U1359B-015H_3A-10.00	""	LIMS	318-U1359B-015H_3A-10.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	335.3		g	80	7.061e-09	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-10.00	318-U1359B-015H_3A-10.00	318-U1359B-015H_3A-10.00	""	LIMS	318-U1359B-015H_3A-10.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	333.3		g	59.3	6.213e-10	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-15.00	318-U1359B-015H_3A-15.00	318-U1359B-015H_3A-15.00	""	LIMS	318-U1359B-015H_3A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	360		g	66.2	8.333e-09	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-15.00	318-U1359B-015H_3A-15.00	318-U1359B-015H_3A-15.00	""	LIMS	318-U1359B-015H_3A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	346.3		g	14.1	2.696e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-20.00	318-U1359B-015H_3A-20.00	318-U1359B-015H_3A-20.00	""	LIMS	318-U1359B-015H_3A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	349		g	55.8	3.445e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-20.00	318-U1359B-015H_3A-20.00	318-U1359B-015H_3A-20.00	""	LIMS	318-U1359B-015H_3A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	346.9		g	13.5	9.808e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-25.00	318-U1359B-015H_3A-25.00	318-U1359B-015H_3A-25.00	""	LIMS	318-U1359B-015H_3A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	339.5		g	71.8	1.674e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-25.00	318-U1359B-015H_3A-25.00	318-U1359B-015H_3A-25.00	""	LIMS	318-U1359B-015H_3A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	348		g	41.3	4.315e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-30.00	318-U1359B-015H_3A-30.00	318-U1359B-015H_3A-30.00	""	LIMS	318-U1359B-015H_3A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	156		g	82.4	5.909e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-30.00	318-U1359B-015H_3A-30.00	318-U1359B-015H_3A-30.00	""	LIMS	318-U1359B-015H_3A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	186.1		g	76.9	1.452e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-35.00	318-U1359B-015H_3A-35.00	318-U1359B-015H_3A-35.00	""	LIMS	318-U1359B-015H_3A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:07:00.00	165.5		g	63.4	1.015e-06	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
TAUXE	This study	318	U1359B	318-U1359B-015H_3A-35.00	318-U1359B-015H_3A-35.00	318-U1359B-015H_3A-35.00	""	LIMS	318-U1359B-015H_3A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:11:11:12:00.00	165.8		g	45.2	3.469e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
