tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	magn_moment
is048c2:LP-DIR-AF4	is048c2:LP-DIR-AF	is048c2	0	125.1	54.2	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	951	u	2.730e+02		pmagpy-4.0.0	 2.652e-06
is048c2:LP-DIR-AF5	is048c2:LP-DIR-AF	is048c2	0	125.1	54.3	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	952	u	2.730e+02		pmagpy-4.0.0	 2.637e-06
is048c2:LP-DIR-AF6	is048c2:LP-DIR-AF	is048c2	0	126.0	54.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	953	u	2.730e+02		pmagpy-4.0.0	 2.611e-06
is048c2:LP-DIR-AF7	is048c2:LP-DIR-AF	is048c2	0	126.3	54.4	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	954	u	2.730e+02		pmagpy-4.0.0	 2.550e-06
is048c2:LP-DIR-AF8	is048c2:LP-DIR-AF	is048c2	0	126.7	54.6	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	955	u	2.730e+02		pmagpy-4.0.0	 2.468e-06
is048c2:LP-DIR-AF9	is048c2:LP-DIR-AF	is048c2	0	125.3	54.2	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	956	u	2.730e+02		pmagpy-4.0.0	 2.377e-06
is048c2:LP-DIR-AF10	is048c2:LP-DIR-AF	is048c2	0	126.4	54.4	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	957	u	2.730e+02		pmagpy-4.0.0	 2.182e-06
is048c2:LP-DIR-AF11	is048c2:LP-DIR-AF	is048c2	0	126.2	54.4	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	958	u	2.730e+02		pmagpy-4.0.0	 1.850e-06
is048c2:LP-DIR-AF12	is048c2:LP-DIR-AF	is048c2	0	124.9	54.1	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	959	u	2.730e+02		pmagpy-4.0.0	 1.622e-06
is048c2:LP-DIR-AF13	is048c2:LP-DIR-AF	is048c2	0	128.2	56.0	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	960	u	2.730e+02		pmagpy-4.0.0	 1.038e-06
is048c2:LP-DIR-AF14	is048c2:LP-DIR-AF	is048c2	0	127.8	56.2	1.800e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	961	u	2.730e+02		pmagpy-4.0.0	 6.989e-07
is048h1:LP-DIR-AF0	is048h1:LP-DIR-AF	is048h1	1	151.2	14.4	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	962	u	2.730e+02		pmagpy-4.0.0	 7.915e-06
is048h1:LP-DIR-AF1	is048h1:LP-DIR-AF	is048h1	1	151.4	14.3	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	963	u	2.730e+02		pmagpy-4.0.0	 7.862e-06
is048h1:LP-DIR-AF2	is048h1:LP-DIR-AF	is048h1	2	151.0	14.2	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	964	u	2.730e+02		pmagpy-4.0.0	 7.717e-06
is048h1:LP-DIR-AF3	is048h1:LP-DIR-AF	is048h1	1	151.0	14.0	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	965	u	2.730e+02		pmagpy-4.0.0	 7.577e-06
is048h1:LP-DIR-AF4	is048h1:LP-DIR-AF	is048h1	1	150.8	14.0	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	966	u	2.730e+02		pmagpy-4.0.0	 7.355e-06
is048h1:LP-DIR-AF5	is048h1:LP-DIR-AF	is048h1	1	151.0	14.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	967	u	2.730e+02		pmagpy-4.0.0	 7.126e-06
is048h1:LP-DIR-AF6	is048h1:LP-DIR-AF	is048h1	1	151.2	14.2	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	968	u	2.730e+02		pmagpy-4.0.0	 6.815e-06
is048h1:LP-DIR-AF7	is048h1:LP-DIR-AF	is048h1	1	150.8	14.0	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	969	u	2.730e+02		pmagpy-4.0.0	 6.205e-06
is048h1:LP-DIR-AF8	is048h1:LP-DIR-AF	is048h1	2	153.2	14.0	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	970	u	2.730e+02		pmagpy-4.0.0	 5.474e-06
is048h1:LP-DIR-AF9	is048h1:LP-DIR-AF	is048h1	2	152.2	13.7	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	971	u	2.730e+02		pmagpy-4.0.0	 4.908e-06
is048h1:LP-DIR-AF10	is048h1:LP-DIR-AF	is048h1	0	150.1	13.9	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	972	u	2.730e+02		pmagpy-4.0.0	 3.714e-06
is048h1:LP-DIR-AF11	is048h1:LP-DIR-AF	is048h1	0	151.9	14.3	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	973	u	2.730e+02		pmagpy-4.0.0	 2.638e-06
is048h1:LP-DIR-AF12	is048h1:LP-DIR-AF	is048h1	1	150.3	14.3	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	974	u	2.730e+02		pmagpy-4.0.0	 2.172e-06
is048i2:LP-DIR-AF0	is048i2:LP-DIR-AF	is048i2	1	157.0	1.9	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	975	u	2.730e+02		pmagpy-4.0.0	 8.458e-05
is048i2:LP-DIR-AF1	is048i2:LP-DIR-AF	is048i2	1	158.2	1.8	3.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	976	u	2.730e+02		pmagpy-4.0.0	 8.430e-05
is048i2:LP-DIR-AF2	is048i2:LP-DIR-AF	is048i2	2	157.7	1.7	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	977	u	2.730e+02		pmagpy-4.0.0	 8.388e-05
is048i2:LP-DIR-AF3	is048i2:LP-DIR-AF	is048i2	2	157.7	1.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	978	u	2.730e+02		pmagpy-4.0.0	 8.330e-05
is048i2:LP-DIR-AF4	is048i2:LP-DIR-AF	is048i2	0	157.4	1.7	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	979	u	2.730e+02		pmagpy-4.0.0	 8.239e-05
is048i2:LP-DIR-AF5	is048i2:LP-DIR-AF	is048i2	3	157.8	1.6	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	980	u	2.730e+02		pmagpy-4.0.0	 8.064e-05
is048i2:LP-DIR-AF6	is048i2:LP-DIR-AF	is048i2	2	158.1	1.6	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	981	u	2.730e+02		pmagpy-4.0.0	 7.729e-05
is048i2:LP-DIR-AF7	is048i2:LP-DIR-AF	is048i2	2	157.5	1.6	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	982	u	2.730e+02		pmagpy-4.0.0	 6.826e-05
is048i2:LP-DIR-AF8	is048i2:LP-DIR-AF	is048i2	1	159.0	1.4	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	983	u	2.730e+02		pmagpy-4.0.0	 5.658e-05
is048i2:LP-DIR-AF9	is048i2:LP-DIR-AF	is048i2	3	158.4	1.7	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	984	u	2.730e+02		pmagpy-4.0.0	 4.788e-05
is048i2:LP-DIR-AF10	is048i2:LP-DIR-AF	is048i2	0	159.0	1.4	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	985	u	2.730e+02		pmagpy-4.0.0	 3.293e-05
is048i2:LP-DIR-AF11	is048i2:LP-DIR-AF	is048i2	2	159.1	1.4	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	986	u	2.730e+02		pmagpy-4.0.0	 1.995e-05
is048i2:LP-DIR-AF12	is048i2:LP-DIR-AF	is048i2	0	157.7	1.7	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	987	u	2.730e+02		pmagpy-4.0.0	 1.246e-05
is048i2:LP-DIR-AF13	is048i2:LP-DIR-AF	is048i2	0	156.3	2.0	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	988	u	2.730e+02		pmagpy-4.0.0	 8.224e-06
is048i2:LP-DIR-AF14	is048i2:LP-DIR-AF	is048i2	0	155.2	2.2	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	989	u	2.730e+02		pmagpy-4.0.0	 5.683e-06
is049a1:LP-DIR-AF0	is049a1:LP-DIR-AF	is049a1	0	178.5	7.9	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	990	u	2.730e+02		pmagpy-4.0.0	 2.003e-05
is049a1:LP-DIR-AF1	is049a1:LP-DIR-AF	is049a1	0	178.4	7.8	5.000e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	991	u	2.730e+02		pmagpy-4.0.0	 1.980e-05
is049a1:LP-DIR-AF2	is049a1:LP-DIR-AF	is049a1	0	178.4	7.8	7.500e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	992	u	2.730e+02		pmagpy-4.0.0	 1.937e-05
is049a1:LP-DIR-AF3	is049a1:LP-DIR-AF	is049a1	0	178.6	7.8	1.000e-02	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	993	u	2.730e+02		pmagpy-4.0.0	 1.869e-05
is049a1:LP-DIR-AF4	is049a1:LP-DIR-AF	is049a1	0	178.3	7.7	1.250e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	994	u	2.730e+02		pmagpy-4.0.0	 1.771e-05
is049a1:LP-DIR-AF5	is049a1:LP-DIR-AF	is049a1	0	178.8	7.7	1.500e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	995	u	2.730e+02		pmagpy-4.0.0	 1.660e-05
is049a1:LP-DIR-AF6	is049a1:LP-DIR-AF	is049a1	0	178.5	7.8	2.000e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	996	u	2.730e+02		pmagpy-4.0.0	 1.433e-05
is049a1:LP-DIR-AF7	is049a1:LP-DIR-AF	is049a1	0	177.7	7.6	2.500e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	997	u	2.730e+02		pmagpy-4.0.0	 1.256e-05
is049a1:LP-DIR-AF8	is049a1:LP-DIR-AF	is049a1	1	177.7	7.9	3.000e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	998	u	2.730e+02		pmagpy-4.0.0	 1.075e-05
is049a1:LP-DIR-AF9	is049a1:LP-DIR-AF	is049a1	0	178.9	7.8	4.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	999	u	2.730e+02		pmagpy-4.0.0	 8.240e-06
is049a1:LP-DIR-AF10	is049a1:LP-DIR-AF	is049a1	0	178.4	7.7	6.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1000	u	2.730e+02		pmagpy-4.0.0	 5.623e-06
is049a1:LP-DIR-AF11	is049a1:LP-DIR-AF	is049a1	0	178.1	7.6	8.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1001	u	2.730e+02		pmagpy-4.0.0	 4.156e-06
is049a1:LP-DIR-AF12	is049a1:LP-DIR-AF	is049a1	0	178.6	7.5	1.000e-01	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1002	u	2.730e+02		pmagpy-4.0.0	 3.320e-06
is049a1:LP-DIR-AF13	is049a1:LP-DIR-AF	is049a1	0	178.9	7.5	1.500e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1003	u	2.730e+02		pmagpy-4.0.0	 2.201e-06
is049c3:LP-DIR-AF0	is049c3:LP-DIR-AF	is049c3	1	157.2	36.8	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1004	u	2.730e+02		pmagpy-4.0.0	 1.402e-05
is049c3:LP-DIR-AF1	is049c3:LP-DIR-AF	is049c3	1	158.7	36.5	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1005	u	2.730e+02		pmagpy-4.0.0	 1.398e-05
is049c3:LP-DIR-AF2	is049c3:LP-DIR-AF	is049c3	2	157.7	36.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1006	u	2.730e+02		pmagpy-4.0.0	 1.384e-05
is049c3:LP-DIR-AF3	is049c3:LP-DIR-AF	is049c3	1	157.5	36.5	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1007	u	2.730e+02		pmagpy-4.0.0	 1.359e-05
is049c3:LP-DIR-AF4	is049c3:LP-DIR-AF	is049c3	1	156.9	36.6	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1008	u	2.730e+02		pmagpy-4.0.0	 1.316e-05
is049c3:LP-DIR-AF5	is049c3:LP-DIR-AF	is049c3	1	157.6	36.6	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1009	u	2.730e+02		pmagpy-4.0.0	 1.272e-05
is049c3:LP-DIR-AF6	is049c3:LP-DIR-AF	is049c3	1	156.8	36.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1010	u	2.730e+02		pmagpy-4.0.0	 1.198e-05
is049c3:LP-DIR-AF7	is049c3:LP-DIR-AF	is049c3	1	158.1	36.3	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1011	u	2.730e+02		pmagpy-4.0.0	 1.049e-05
is049c3:LP-DIR-AF8	is049c3:LP-DIR-AF	is049c3	1	158.9	36.5	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1012	u	2.730e+02		pmagpy-4.0.0	 9.217e-06
is049c3:LP-DIR-AF9	is049c3:LP-DIR-AF	is049c3	1	157.8	36.1	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1013	u	2.730e+02		pmagpy-4.0.0	 8.184e-06
is049c3:LP-DIR-AF10	is049c3:LP-DIR-AF	is049c3	0	156.6	36.2	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1014	u	2.730e+02		pmagpy-4.0.0	 6.373e-06
is049c3:LP-DIR-AF11	is049c3:LP-DIR-AF	is049c3	1	157.2	36.7	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1015	u	2.730e+02		pmagpy-4.0.0	 4.391e-06
is049c3:LP-DIR-AF12	is049c3:LP-DIR-AF	is049c3	1	156.3	36.5	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1016	u	2.730e+02		pmagpy-4.0.0	 3.353e-06
is049d2:LP-DIR-AF0	is049d2:LP-DIR-AF	is049d2	0	167.5	3.2	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1017	u	2.730e+02		pmagpy-4.0.0	 3.959e-05
is049d2:LP-DIR-AF1	is049d2:LP-DIR-AF	is049d2	0	167.7	3.2	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1018	u	2.730e+02		pmagpy-4.0.0	 3.943e-05
is049d2:LP-DIR-AF2	is049d2:LP-DIR-AF	is049d2	0	167.4	3.1	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1019	u	2.730e+02		pmagpy-4.0.0	 3.919e-05
is049d2:LP-DIR-AF3	is049d2:LP-DIR-AF	is049d2	0	167.8	3.3	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1020	u	2.730e+02		pmagpy-4.0.0	 3.871e-05
is049d2:LP-DIR-AF4	is049d2:LP-DIR-AF	is049d2	0	167.9	3.2	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1021	u	2.730e+02		pmagpy-4.0.0	 3.798e-05
is049d2:LP-DIR-AF5	is049d2:LP-DIR-AF	is049d2	0	168.0	3.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1022	u	2.730e+02		pmagpy-4.0.0	 3.715e-05
is049d2:LP-DIR-AF6	is049d2:LP-DIR-AF	is049d2	1	168.3	3.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1023	u	2.730e+02		pmagpy-4.0.0	 3.609e-05
is049d2:LP-DIR-AF7	is049d2:LP-DIR-AF	is049d2	0	167.2	2.9	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1024	u	2.730e+02		pmagpy-4.0.0	 3.362e-05
is049d2:LP-DIR-AF8	is049d2:LP-DIR-AF	is049d2	1	168.1	3.2	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1025	u	2.730e+02		pmagpy-4.0.0	 3.021e-05
is049d2:LP-DIR-AF9	is049d2:LP-DIR-AF	is049d2	1	167.4	2.7	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1026	u	2.730e+02		pmagpy-4.0.0	 2.646e-05
is049d2:LP-DIR-AF10	is049d2:LP-DIR-AF	is049d2	0	168.1	3.0	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1027	u	2.730e+02		pmagpy-4.0.0	 1.886e-05
is049d2:LP-DIR-AF11	is049d2:LP-DIR-AF	is049d2	0	167.7	3.2	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1028	u	2.730e+02		pmagpy-4.0.0	 1.220e-05
is049d2:LP-DIR-AF12	is049d2:LP-DIR-AF	is049d2	1	167.0	3.1	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1029	u	2.730e+02		pmagpy-4.0.0	 9.093e-06
is049d2:LP-DIR-AF13	is049d2:LP-DIR-AF	is049d2	1	166.0	3.3	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1030	u	2.730e+02		pmagpy-4.0.0	 3.941e-06
is049d2:LP-DIR-AF14	is049d2:LP-DIR-AF	is049d2	0	165.8	4.0	1.500e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1031	u	2.730e+02		pmagpy-4.0.0	 2.731e-06
is049f2:LP-DIR-AF0	is049f2:LP-DIR-AF	is049f2	0	152.0	40.2	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1032	u	2.730e+02		pmagpy-4.0.0	 1.662e-05
is049f2:LP-DIR-AF1	is049f2:LP-DIR-AF	is049f2	0	152.7	40.4	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1033	u	2.730e+02		pmagpy-4.0.0	 1.659e-05
is049f2:LP-DIR-AF2	is049f2:LP-DIR-AF	is049f2	1	152.3	40.3	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1034	u	2.730e+02		pmagpy-4.0.0	 1.651e-05
is049f2:LP-DIR-AF3	is049f2:LP-DIR-AF	is049f2	0	152.1	40.2	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1035	u	2.730e+02		pmagpy-4.0.0	 1.636e-05
is049f2:LP-DIR-AF4	is049f2:LP-DIR-AF	is049f2	0	152.2	40.3	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1036	u	2.730e+02		pmagpy-4.0.0	 1.605e-05
is049f2:LP-DIR-AF5	is049f2:LP-DIR-AF	is049f2	0	151.8	40.1	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1037	u	2.730e+02		pmagpy-4.0.0	 1.569e-05
is049f2:LP-DIR-AF6	is049f2:LP-DIR-AF	is049f2	0	151.9	40.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1038	u	2.730e+02		pmagpy-4.0.0	 1.520e-05
is049f2:LP-DIR-AF7	is049f2:LP-DIR-AF	is049f2	0	152.4	40.4	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1039	u	2.730e+02		pmagpy-4.0.0	 1.407e-05
is049f2:LP-DIR-AF8	is049f2:LP-DIR-AF	is049f2	0	152.6	40.7	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1040	u	2.730e+02		pmagpy-4.0.0	 1.264e-05
is049f2:LP-DIR-AF9	is049f2:LP-DIR-AF	is049f2	1	152.8	40.6	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1041	u	2.730e+02		pmagpy-4.0.0	 1.139e-05
is049f2:LP-DIR-AF10	is049f2:LP-DIR-AF	is049f2	0	152.7	40.8	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1042	u	2.730e+02		pmagpy-4.0.0	 9.045e-06
is049f2:LP-DIR-AF11	is049f2:LP-DIR-AF	is049f2	0	153.1	40.7	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1043	u	2.730e+02		pmagpy-4.0.0	 6.181e-06
is049f2:LP-DIR-AF12	is049f2:LP-DIR-AF	is049f2	0	153.4	41.3	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1044	u	2.730e+02		pmagpy-4.0.0	 4.613e-06
is049f2:LP-DIR-AF13	is049f2:LP-DIR-AF	is049f2	0	154.5	41.6	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1045	u	2.730e+02		pmagpy-4.0.0	 2.037e-06
is049f2:LP-DIR-AF14	is049f2:LP-DIR-AF	is049f2	0	156.0	39.8	1.500e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1046	u	2.730e+02		pmagpy-4.0.0	 1.536e-06
is050a2:LP-DIR-AF0	is050a2:LP-DIR-AF	is050a2	0	189.9	51.0	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1047	u	2.730e+02		pmagpy-4.0.0	 3.421e-05
is050a2:LP-DIR-AF1	is050a2:LP-DIR-AF	is050a2	1	190.2	51.0	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1048	u	2.730e+02		pmagpy-4.0.0	 3.417e-05
is050a2:LP-DIR-AF2	is050a2:LP-DIR-AF	is050a2	0	189.1	50.9	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1049	u	2.730e+02		pmagpy-4.0.0	 3.411e-05
is050a2:LP-DIR-AF3	is050a2:LP-DIR-AF	is050a2	1	190.5	51.0	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1050	u	2.730e+02		pmagpy-4.0.0	 3.395e-05
is050a2:LP-DIR-AF4	is050a2:LP-DIR-AF	is050a2	0	189.8	51.0	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1051	u	2.730e+02		pmagpy-4.0.0	 3.365e-05
is050a2:LP-DIR-AF5	is050a2:LP-DIR-AF	is050a2	0	189.7	51.0	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1052	u	2.730e+02		pmagpy-4.0.0	 3.321e-05
is050a2:LP-DIR-AF6	is050a2:LP-DIR-AF	is050a2	0	189.9	51.0	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1053	u	2.730e+02		pmagpy-4.0.0	 3.262e-05
is050a2:LP-DIR-AF7	is050a2:LP-DIR-AF	is050a2	0	190.7	51.0	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1054	u	2.730e+02		pmagpy-4.0.0	 3.101e-05
is050a2:LP-DIR-AF8	is050a2:LP-DIR-AF	is050a2	0	190.5	51.3	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1055	u	2.730e+02		pmagpy-4.0.0	 2.936e-05
is050a2:LP-DIR-AF9	is050a2:LP-DIR-AF	is050a2	1	189.5	51.3	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1056	u	2.730e+02		pmagpy-4.0.0	 2.756e-05
is050a2:LP-DIR-AF10	is050a2:LP-DIR-AF	is050a2	0	190.5	51.2	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1057	u	2.730e+02		pmagpy-4.0.0	 2.451e-05
is050a2:LP-DIR-AF11	is050a2:LP-DIR-AF	is050a2	0	191.0	51.3	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1058	u	2.730e+02		pmagpy-4.0.0	 1.989e-05
is050a2:LP-DIR-AF12	is050a2:LP-DIR-AF	is050a2	0	190.1	51.7	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1059	u	2.730e+02		pmagpy-4.0.0	 1.570e-05
is050a2:LP-DIR-AF13	is050a2:LP-DIR-AF	is050a2	0	191.5	51.5	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1060	u	2.730e+02		pmagpy-4.0.0	 5.863e-06
is050a2:LP-DIR-AF14	is050a2:LP-DIR-AF	is050a2	1	196.2	50.4	1.800e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1061	u	2.730e+02		pmagpy-4.0.0	 2.886e-06
is050b1:LP-DIR-AF0	is050b1:LP-DIR-AF	is050b1	1	169.1	23.4	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1062	u	2.730e+02		pmagpy-4.0.0	 9.735e-06
