"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Treatment Type","Treatment Value","Inclination background & drift corrected (deg)","Declination background & drift corrected (deg)","Intensity background & drift corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Sample orientation","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments"
"999","U999","A","1","H","3","A","107.5","7.075","7.075","IN-LINE AF DEMAG","5","-38.2","25.7","9.2089E-7","23.9","110.7","2.6452E-6","-8.3467E-11","2.2134E-10","1.2929E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","110.0","7.100","7.100","IN-LINE AF DEMAG","5","-21.5","0.5","1.0593E-6","30.7","161.1","1.9355E-6","-1.5397E-10","5.2858E-11","1.1919E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","112.5","7.125","7.125","IN-LINE AF DEMAG","5","-20.1","333.5","9.2870E-7","5.8","180.3","1.5654E-6","-1.5235E-10","-8.2590E-13","1.9024E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","115.0","7.150","7.150","IN-LINE AF DEMAG","5","-24.4","336.0","7.3190E-7","-26.3","130.9","1.0592E-6","-6.0777E-11","7.0201E-11","-5.6684E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","117.5","7.175","7.175","IN-LINE AF DEMAG","5","-30.6","339.9","5.2044E-7","-29.4","92.6","1.0675E-6","-4.0518E-12","9.0849E-11","-6.3285E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","120.0","7.200","7.200","IN-LINE AF DEMAG","5","-7.4","343.7","1.1054E-6","-20.9","91.7","1.5005E-6","-4.0518E-12","1.3710E-10","-6.4450E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","122.5","7.225","7.225","IN-LINE AF DEMAG","5","-3.1","342.3","1.5176E-6","-9.8","79.9","1.4443E-6","2.4311E-11","1.3710E-10","-2.9507E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","125.0","7.250","7.250","IN-LINE AF DEMAG","5","16.7","1.5","3.9853E-6","20.9","309.2","2.1913E-6","1.2642E-10","-1.5527E-10","9.4345E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","127.5","7.275","7.275","IN-LINE AF DEMAG","5","48.6","1.9","3.6244E-6","13.1","264.8","7.4414E-6","-6.4829E-11","-7.0614E-10","2.0267E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","130.0","7.300","7.300","IN-LINE AF DEMAG","5","78.6","169.2","3.2694E-6","11.1","254.2","8.6116E-6","-2.2528E-10","-7.9534E-10","1.9995E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","132.5","7.325","7.325","IN-LINE AF DEMAG","5","44.0","190.1","2.8002E-6","10.4","241.9","4.8541E-6","-2.1961E-10","-4.1212E-10","1.0599E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","135.0","7.350","7.350","IN-LINE AF DEMAG","5","33.7","240.7","8.6022E-7","14.1","197.1","8.3101E-7","-7.5363E-11","-2.3125E-11","2.4460E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","137.5","7.375","7.375","IN-LINE AF DEMAG","5","-46.3","337.7","5.4499E-7","-19.6","119.4","1.4703E-6","-6.6450E-11","1.1810E-10","-5.9402E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","140.0","7.400","7.400","IN-LINE AF DEMAG","5","-35.4","345.9","9.7821E-7","-28.6","117.9","1.6328E-6","-6.5639E-11","1.2388E-10","-9.4345E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","142.5","7.425","7.425","IN-LINE AF DEMAG","5","-19.9","350.3","1.2293E-6","-30.2","104.5","7.6710E-7","-1.6207E-11","6.2768E-11","-4.6590E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","145.0","7.450","7.450","IN-LINE AF DEMAG","5","-21.6","341.8","1.3121E-6","-5.8","166.8","1.1544E-6","-1.0940E-10","2.5603E-11","-1.3977E-11","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","147.5","7.475","7.475","IN-LINE AF DEMAG","5","-19.5","331.3","1.0325E-6","-24.3","173.6","3.9794E-6","-3.5251E-10","3.9643E-11","-1.9762E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","150.0","7.500","7.500","IN-LINE AF DEMAG","5","-51.2","337.1","1.1253E-6","-52.5","175.8","1.0310E-5","-6.1263E-10","4.5424E-11","-9.8615E-10","","","2019-01-30 19:27:30","SRM","SHLF9693231","112720541",""
"999","U999","A","1","H","3","A","0.0","6.000","6.000","IN-LINE AF DEMAG","10","18.6","306.2","1.9387E-6","-23.9","198.8","1.0708E-4","-9.0671E-9","-3.0781E-9","-5.2352E-9","SECTION HALF : ARCHIVE","47754061","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","2.5","6.025","6.025","IN-LINE AF DEMAG","10","-3.0","208.5","5.9095E-6","-45.5","208.4","5.6585E-5","-3.4140E-9","-1.8492E-9","-4.8636E-9","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","5.0","6.050","6.050","IN-LINE AF DEMAG","10","-18.4","225.1","2.3213E-6","-70.3","314.6","2.2104E-5","5.1215E-10","-5.1867E-10","-2.5096E-9","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","7.5","6.075","6.075","IN-LINE AF DEMAG","10","46.9","317.7","8.7923E-7","-56.6","356.7","7.6789E-6","4.1247E-10","-2.3951E-11","-7.7339E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","10.0","6.100","6.100","IN-LINE AF DEMAG","10","31.6","159.1","5.0015E-7","-71.8","317.2","2.7512E-6","6.1587E-11","-5.6987E-11","-3.1526E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","12.5","6.125","6.125","IN-LINE AF DEMAG","10","43.3","178.6","4.1921E-7","-63.7","252.2","2.0187E-6","-2.6742E-11","-8.3416E-11","-2.1820E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","15.0","6.150","6.150","IN-LINE AF DEMAG","10","37.5","259.0","4.1409E-7","-60.2","199.2","1.3427E-6","-6.1587E-11","-2.1473E-11","-1.4055E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","17.5","6.175","6.175","IN-LINE AF DEMAG","10","52.8","265.9","4.3787E-7","-6.9","116.8","2.4213E-6","-1.0616E-10","2.0978E-10","-3.5331E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","20.0","6.200","6.200","IN-LINE AF DEMAG","10","16.9","124.5","7.0288E-7","9.7","119.4","2.9297E-6","-1.3857E-10","2.4612E-10","5.9791E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","22.5","6.225","6.225","IN-LINE AF DEMAG","10","-16.7","149.5","1.2618E-6","15.7","158.5","2.2478E-6","-1.9692E-10","7.7635E-11","7.3379E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","25.0","6.250","6.250","IN-LINE AF DEMAG","10","-44.0","118.1","3.7862E-7","15.3","198.0","1.1921E-6","-1.0697E-10","-3.4688E-11","3.8049E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","27.5","6.275","6.275","IN-LINE AF DEMAG","10","-81.5","48.4","4.9360E-7","-4.1","113.6","1.8285E-6","-7.1312E-11","1.6353E-10","-1.5918E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","30.0","6.300","6.300","IN-LINE AF DEMAG","10","-86.4","88.5","5.9566E-7","-12.5","108.6","3.0299E-6","-9.2381E-11","2.7420E-10","-7.9203E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","32.5","6.325","6.325","IN-LINE AF DEMAG","10","-45.1","324.7","4.0809E-7","-25.8","110.5","2.4426E-6","-7.5363E-11","2.0152E-10","-1.2812E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","35.0","6.350","6.350","IN-LINE AF DEMAG","10","-36.2","267.8","6.1524E-7","-77.7","134.5","1.6672E-6","-2.4311E-11","2.4777E-11","-1.9645E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","37.5","6.375","6.375","IN-LINE AF DEMAG","10","-49.7","226.2","1.4435E-6","-59.3","342.2","2.4400E-6","1.1588E-10","-3.7165E-11","-2.5314E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","40.0","6.400","6.400","IN-LINE AF DEMAG","10","-65.1","263.2","1.1283E-6","-30.0","14.8","2.3745E-6","1.9449E-10","5.1206E-11","-1.4326E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","42.5","6.425","6.425","IN-LINE AF DEMAG","10","-32.9","318.2","1.1179E-6","5.2","65.0","1.6932E-6","6.9691E-11","1.4949E-10","1.8636E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","45.0","6.450","6.450","IN-LINE AF DEMAG","10","3.6","299.3","1.6899E-6","17.0","118.4","1.8763E-6","-8.3467E-11","1.5444E-10","6.6003E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","47.5","6.475","6.475","IN-LINE AF DEMAG","10","27.1","279.4","1.5892E-6","20.6","112.5","1.1328E-6","-3.9708E-11","9.5804E-11","4.8143E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","50.0","6.500","6.500","IN-LINE AF DEMAG","10","16.2","205.3","1.2384E-6","2.4","140.2","8.3131E-7","-6.2398E-11","5.2032E-11","4.2708E-12","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","52.5","6.525","6.525","IN-LINE AF DEMAG","10","-7.3","171.9","9.4033E-7","-6.6","148.9","1.1687E-6","-9.7243E-11","5.8639E-11","-1.6306E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","55.0","6.550","6.550","IN-LINE AF DEMAG","10","-33.1","324.6","6.5275E-7","-21.3","133.5","1.8864E-6","-1.1831E-10","1.2471E-10","-8.2697E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","57.5","6.575","6.575","IN-LINE AF DEMAG","10","-55.5","332.4","7.6055E-7","-49.9","135.3","2.4589E-6","-1.1021E-10","1.0902E-10","-2.2674E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","60.0","6.600","6.600","IN-LINE AF DEMAG","10","-37.4","3.7","7.0140E-7","-74.4","86.9","2.2691E-6","3.2414E-12","5.9465E-11","-2.6362E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","62.5","6.625","6.625","IN-LINE AF DEMAG","10","-59.3","358.3","4.7639E-7","-81.1","23.1","1.8148E-6","2.5121E-11","1.0737E-11","-2.1626E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","65.0","6.650","6.650","IN-LINE AF DEMAG","10","-44.0","262.4","7.3355E-7","-57.3","190.6","2.2151E-6","-1.1507E-10","-2.1473E-11","-2.2480E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","67.5","6.675","6.675","IN-LINE AF DEMAG","10","-8.7","320.9","8.9472E-7","-55.3","198.9","2.7554E-6","-1.4505E-10","-4.9554E-11","-2.7333E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","70.0","6.700","6.700","IN-LINE AF DEMAG","10","-9.1","328.8","5.7991E-7","-74.3","208.0","2.3241E-6","-5.4294E-11","-2.8907E-11","-2.6983E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","72.5","6.725","6.725","IN-LINE AF DEMAG","10","-61.8","120.0","4.7283E-7","-71.7","143.5","2.0314E-6","-5.0242E-11","3.7165E-11","-2.3256E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","75.0","6.750","6.750","IN-LINE AF DEMAG","10","-32.4","1.2","8.6139E-7","-62.6","115.8","1.6130E-6","-3.1604E-11","6.5246E-11","-1.7277E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","77.5","6.775","6.775","IN-LINE AF DEMAG","10","-31.1","330.0","9.5048E-7","-67.2","339.5","1.1206E-6","3.9708E-11","-1.4866E-11","-1.2463E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","80.0","6.800","6.800","IN-LINE AF DEMAG","10","-55.9","293.6","7.1279E-7","-47.9","273.2","1.0976E-6","4.0518E-12","-7.1853E-11","-9.8227E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","82.5","6.825","6.825","IN-LINE AF DEMAG","10","-36.4","0.4","8.9124E-7","-46.2","207.8","8.1170E-7","-4.8622E-11","-2.5603E-11","-7.0661E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","85.0","6.850","6.850","IN-LINE AF DEMAG","10","-24.4","7.9","1.0551E-6","-24.0","144.9","1.1412E-6","-8.3467E-11","5.8639E-11","-5.5908E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","87.5","6.875","6.875","IN-LINE AF DEMAG","10","-60.6","303.7","7.3407E-7","-27.5","144.8","1.7153E-6","-1.2155E-10","8.5894E-11","-9.5510E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","90.0","6.900","6.900","IN-LINE AF DEMAG","10","-65.5","263.7","1.0172E-6","-25.9","104.5","2.0644E-6","-4.5380E-11","1.7592E-10","-1.0871E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","92.5","6.925","6.925","IN-LINE AF DEMAG","10","-46.6","354.9","1.2076E-6","0.3","86.1","2.4120E-6","1.6207E-11","2.3538E-10","1.5530E-12","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","95.0","6.950","6.950","IN-LINE AF DEMAG","10","-46.5","21.5","1.3440E-6","26.2","114.1","1.5367E-6","-5.5104E-11","1.2306E-10","8.1921E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","97.5","6.975","6.975","IN-LINE AF DEMAG","10","-58.1","96.3","1.5458E-6","17.2","184.7","1.1837E-6","-1.1021E-10","-9.0849E-12","4.2319E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","100.0","7.000","7.000","IN-LINE AF DEMAG","10","-63.3","67.8","1.5840E-6","11.4","50.8","5.8867E-7","3.5656E-11","4.3773E-11","1.3977E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","102.5","7.025","7.025","IN-LINE AF DEMAG","10","-56.9","7.7","1.6197E-6","3.9","62.6","2.1829E-6","9.8054E-11","1.8913E-10","1.7860E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","105.0","7.050","7.050","IN-LINE AF DEMAG","10","-43.3","318.7","1.4099E-6","14.2","83.3","2.4817E-6","2.7552E-11","2.3373E-10","7.3379E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","107.5","7.075","7.075","IN-LINE AF DEMAG","10","-21.3","320.2","9.5230E-7","36.1","131.7","2.2821E-6","-1.1993E-10","1.3462E-10","1.6229E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","110.0","7.100","7.100","IN-LINE AF DEMAG","10","-1.4","328.2","1.0296E-6","33.8","180.5","2.5225E-6","-2.0502E-10","-1.6518E-12","1.6928E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","112.5","7.125","7.125","IN-LINE AF DEMAG","10","-4.5","311.2","6.7949E-7","11.6","183.3","2.3638E-6","-2.2609E-10","-1.3214E-11","5.7461E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","115.0","7.150","7.150","IN-LINE AF DEMAG","10","-32.4","286.0","4.3117E-7","-11.6","157.9","1.7162E-6","-1.5235E-10","6.1942E-11","-4.1543E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","117.5","7.175","7.175","IN-LINE AF DEMAG","10","-34.1","303.2","5.5498E-7","-28.5","133.0","1.0780E-6","-6.3208E-11","6.7724E-11","-6.2120E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","120.0","7.200","7.200","IN-LINE AF DEMAG","10","-0.9","339.7","1.5959E-6","-17.4","92.1","1.2042E-6","-4.0518E-12","1.1232E-10","-4.3484E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","122.5","7.225","7.225","IN-LINE AF DEMAG","10","11.3","4.9","3.6455E-6","12.0","48.5","2.9509E-6","1.8719E-10","2.1143E-10","7.3768E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","125.0","7.250","7.250","IN-LINE AF DEMAG","10","18.5","43.4","1.0184E-5","24.7","50.9","7.0220E-6","3.9383E-10","4.8398E-10","3.5408E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","127.5","7.275","7.275","IN-LINE AF DEMAG","10","22.0","75.9","1.7416E-5","33.5","87.2","1.0036E-5","3.9708E-11","8.1764E-10","6.6818E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","130.0","7.300","7.300","IN-LINE AF DEMAG","10","20.9","95.4","1.8352E-5","27.8","113.2","1.0834E-5","-3.6871E-10","8.6224E-10","6.0878E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","132.5","7.325","7.325","IN-LINE AF DEMAG","10","19.1","113.1","1.0064E-5","19.0","132.6","7.0090E-6","-4.3840E-10","4.7737E-10","2.7566E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","135.0","7.350","7.350","IN-LINE AF DEMAG","10","16.7","141.8","1.3388E-6","4.4","148.6","2.2586E-6","-1.8800E-10","1.1480E-10","2.0965E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","137.5","7.375","7.375","IN-LINE AF DEMAG","10","-36.6","308.4","1.0742E-6","-29.3","146.1","1.3733E-6","-9.7243E-11","6.5246E-11","-8.1144E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","140.0","7.400","7.400","IN-LINE AF DEMAG","10","-16.1","338.7","1.9614E-6","-41.1","104.5","1.0531E-6","-1.9449E-11","7.5157E-11","-8.3474E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","142.5","7.425","7.425","IN-LINE AF DEMAG","10","-15.5","337.8","1.7934E-6","-53.1","141.6","4.7516E-7","-2.1880E-11","1.7344E-11","-4.5813E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","145.0","7.450","7.450","IN-LINE AF DEMAG","10","-26.7","321.1","1.4478E-6","-6.7","185.6","1.8188E-6","-1.7585E-10","-1.7344E-11","-2.5624E-11","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","147.5","7.475","7.475","IN-LINE AF DEMAG","10","-24.8","314.2","1.1869E-6","-22.1","178.7","4.5788E-6","-4.1490E-10","9.0849E-12","-2.0771E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","150.0","7.500","7.500","IN-LINE AF DEMAG","10","-17.6","340.7","1.0862E-6","-49.3","176.6","9.9603E-6","-6.3370E-10","3.7991E-11","-9.1122E-10","","","2019-01-30 19:31:09","SRM","SHLF9693231","112720551",""
"999","U999","A","1","H","3","A","0.0","6.000","6.000","IN-LINE AF DEMAG","15","37.0","229.6","1.4115E-6","-23.5","198.1","1.0838E-4","-9.2422E-9","-3.0187E-9","-5.2111E-9","SECTION HALF : ARCHIVE","47754141","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","2.5","6.025","6.025","IN-LINE AF DEMAG","15","1.9","219.1","2.6968E-6","-47.6","209.3","5.4073E-5","-3.1085E-9","-1.7418E-9","-4.8193E-9","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","5.0","6.050","6.050","IN-LINE AF DEMAG","15","-35.2","204.8","3.1589E-6","-73.3","312.8","2.2914E-5","4.3840E-10","-4.7407E-10","-2.6463E-9","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","7.5","6.075","6.075","IN-LINE AF DEMAG","15","-10.1","311.2","6.2494E-7","-59.6","355.5","8.3629E-6","4.1247E-10","-3.2210E-11","-8.7007E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","10.0","6.100","6.100","IN-LINE AF DEMAG","15","-26.9","87.2","8.7624E-7","-71.6","0.9","3.5090E-6","1.0859E-10","1.6518E-12","-4.0145E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","12.5","6.125","6.125","IN-LINE AF DEMAG","15","8.2","64.4","1.1504E-6","-73.6","13.3","2.0806E-6","5.5915E-11","1.3214E-11","-2.4072E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","15.0","6.150","6.150","IN-LINE AF DEMAG","15","25.5","19.8","1.1320E-6","-58.6","42.8","1.1693E-6","4.3759E-11","4.0469E-11","-1.2036E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","17.5","6.175","6.175","IN-LINE AF DEMAG","15","85.9","313.1","2.9212E-7","-9.4","112.9","2.5919E-6","-9.7243E-11","2.3043E-10","-5.1249E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","20.0","6.200","6.200","IN-LINE AF DEMAG","15","-5.6","165.3","8.4832E-7","2.6","130.0","2.7895E-6","-1.7504E-10","2.0895E-10","1.5530E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","22.5","6.225","6.225","IN-LINE AF DEMAG","15","-32.4","147.8","6.7075E-7","19.9","162.4","1.5434E-6","-1.3533E-10","4.2947E-11","6.3285E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","25.0","6.250","6.250","IN-LINE AF DEMAG","15","-33.1","356.6","5.2335E-7","13.9","235.7","8.3206E-7","-4.4570E-11","-6.5246E-11","2.4072E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","27.5","6.275","6.275","IN-LINE AF DEMAG","15","-21.7","342.6","7.8145E-7","-1.4","90.4","1.3513E-6","-8.1036E-13","1.3214E-10","-3.8825E-12","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","30.0","6.300","6.300","IN-LINE AF DEMAG","15","5.0","343.7","9.2113E-7","-2.0","89.6","2.4585E-6","1.6207E-12","2.4034E-10","-1.0483E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","32.5","6.325","6.325","IN-LINE AF DEMAG","15","30.9","334.0","9.0249E-7","-12.9","97.0","1.8933E-6","-2.1880E-11","1.7922E-10","-5.0861E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","35.0","6.350","6.350","IN-LINE AF DEMAG","15","-0.6","229.0","1.0512E-6","-59.1","187.0","1.6247E-6","-8.1036E-11","-9.9108E-12","-1.6811E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","37.5","6.375","6.375","IN-LINE AF DEMAG","15","-26.2","192.2","2.0739E-6","-84.6","303.9","2.0470E-6","1.0535E-11","-1.5692E-11","-2.4576E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","40.0","6.400","6.400","IN-LINE AF DEMAG","15","-45.1","148.3","2.0825E-6","-42.6","62.3","2.6162E-6","8.7519E-11","1.6683E-10","-2.1354E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","42.5","6.425","6.425","IN-LINE AF DEMAG","15","-60.9","1.4","1.2761E-6","-12.4","70.7","2.2810E-6","7.2122E-11","2.0565E-10","-5.9014E-11","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","45.0","6.450","6.450","IN-LINE AF DEMAG","15","10.9","305.3","4.2133E-6","50.2","334.2","1.4241E-6","8.0226E-11","-3.8817E-11","1.3201E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","47.5","6.475","6.475","IN-LINE AF DEMAG","15","30.8","273.4","5.5039E-6","44.0","264.3","3.3759E-6","-2.3500E-11","-2.3621E-10","2.8303E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
"999","U999","A","1","H","3","A","50.0","6.500","6.500","IN-LINE AF DEMAG","15","38.6","228.1","4.5525E-6","43.8","222.7","3.4335E-6","-1.7828E-10","-1.6435E-10","2.8653E-10","","","2019-01-30 19:34:55","SRM","SHLF9693231","112720561",""
