tab	ages
age	location	site	age_unit	citations	description	method_codes
25-2-076	25-2-076				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-079	25-2-079				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-082	25-2-082				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-086	25-2-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-090	25-2-090				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-094	25-2-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-098	25-2-098				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-101	25-2-101				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-104	25-2-104				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-107	25-2-107				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-110	25-2-110				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-113	25-2-113				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-117	25-2-117				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-121	25-2-121				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-128	25-2-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-132	25-2-132				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-135	25-2-135				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-138	25-2-138				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-141	25-2-141				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-145	25-2-145				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-147	25-2-147				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-2-150	25-2-150				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-001	25-3-001				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-004	25-3-004				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-007	25-3-007				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-011	25-3-011				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-013	25-3-013				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-017	25-3-017				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-020	25-3-020				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-023	25-3-023				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-027	25-3-027				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-029	25-3-029				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-032	25-3-032				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-035	25-3-035				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-039	25-3-039				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-042	25-3-042				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-045	25-3-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-051	25-3-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-054	25-3-054				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-056	25-3-056				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-061	25-3-061				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-065	25-3-065				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-067	25-3-067				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-070	25-3-070				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-073	25-3-073				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-076	25-3-076				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-079	25-3-079				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-082	25-3-082				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-085	25-3-085				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
25-3-086	25-3-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-036	26-1-036				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-041	26-1-041				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-044	26-1-044				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-046	26-1-046				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-050	26-1-050				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-053	26-1-053				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-055	26-1-055				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-058	26-1-058				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-061	26-1-061				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-063	26-1-063				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-067	26-1-067				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-071	26-1-071				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-075	26-1-075				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-078	26-1-078				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-083	26-1-083				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-086	26-1-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-089	26-1-089				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-094	26-1-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-098	26-1-098				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-101	26-1-101				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-104	26-1-104				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-107	26-1-107				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-110	26-1-110				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-113	26-1-113				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-116	26-1-116				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-119	26-1-119				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-123	26-1-123				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-127	26-1-127				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-130	26-1-130				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-133	26-1-133				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-136	26-1-136				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-138	26-1-138				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-143	26-1-143				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-1-148	26-1-148				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-001	26-2-001				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-004	26-2-004				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-007	26-2-007				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-010	26-2-010				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-012	26-2-012				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-015	26-2-015				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-018	26-2-018				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-020	26-2-020				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-023	26-2-023				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-025	26-2-025				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-028	26-2-028				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-031	26-2-031				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-034	26-2-034				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-037	26-2-037				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-040	26-2-040				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-045	26-2-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-048	26-2-048				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-051	26-2-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-054	26-2-054				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-058	26-2-058				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-061	26-2-061				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-067	26-2-067				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-070	26-2-070				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-073	26-2-073				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-076	26-2-076				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-079	26-2-079				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-082	26-2-082				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-084	26-2-084				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-087	26-2-087				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-090	26-2-090				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-093	26-2-093				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-096	26-2-096				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-099	26-2-099				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-102	26-2-102				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-106	26-2-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-109	26-2-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-112	26-2-112				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-115	26-2-115				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-117	26-2-117				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-120	26-2-120				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-122	26-2-122				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-125	26-2-125				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-128	26-2-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-131	26-2-131				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-136	26-2-136				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-139	26-2-139				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-142	26-2-142				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-146	26-2-146				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-2-149	26-2-149				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-001	26-3-001				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-004	26-3-004				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-007	26-3-007				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-011	26-3-011				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-014	26-3-014				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-017	26-3-017				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-021	26-3-021				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-024	26-3-024				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-030	26-3-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-033	26-3-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-036	26-3-036				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-039	26-3-039				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-043	26-3-043				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-046	26-3-046				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-049	26-3-049				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-052	26-3-052				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-055	26-3-055				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-057	26-3-057				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-060	26-3-060				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-063	26-3-063				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-065	26-3-065				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-068	26-3-068				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-072	26-3-072				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-075	26-3-075				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-078	26-3-078				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-080	26-3-080				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-084	26-3-084				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-086	26-3-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-090	26-3-090				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-093	26-3-093				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-096	26-3-096				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-099	26-3-099				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-101	26-3-101				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-105	26-3-105				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-108	26-3-108				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-110	26-3-110				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-114	26-3-114				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-117	26-3-117				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-120	26-3-120				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
26-3-122	26-3-122				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-023	27-1-023				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-027	27-1-027				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-030	27-1-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-033	27-1-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-036	27-1-036				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-039	27-1-039				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-041	27-1-041				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-046	27-1-046				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-050	27-1-050				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-053	27-1-053				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-056	27-1-056				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-059	27-1-059				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-062	27-1-062				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-065	27-1-065				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-068	27-1-068				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-073	27-1-073				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-076	27-1-076				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-079	27-1-079				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-083	27-1-083				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-086	27-1-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-089	27-1-089				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-093	27-1-093				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-096	27-1-096				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-100	27-1-100				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-106	27-1-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-107	27-1-107				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-109	27-1-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-113	27-1-113				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-117	27-1-117				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-119	27-1-119				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-123	27-1-123				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-127	27-1-127				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-129	27-1-129				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-133	27-1-133				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-139	27-1-139				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-141	27-1-141				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-144	27-1-144				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-1-149	27-1-149				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
