tab	measurements
citations	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			22-3-057:LP-IRM		0.001695	300	22-3-057:LP-IRM3563	LT-IRM	g		22-3-057	u		0.0	1.0	3563	300
This study			22-3-057:LP-X			300	22-3-057:LP-X3564	LP-X			22-3-057		1.194e-07	0.01	0.0	3564	300
This study	340.4	-64.3	22-3-061:LP-AF-DIR		4.977e-06	300	22-3-061:LP-AF-DIR3565	LT-AF-Z	g		22-3-061	u		0.015	0.0	3565	300
This study			22-3-061:LP-ARM		0.00010070000000000001	300	22-3-061:LP-ARM3566	LT-AF-I	g		22-3-061	u		0.08	5e-05	3566	300
This study			22-3-061:LP-IRM		0.001632	300	22-3-061:LP-IRM3567	LT-IRM	g		22-3-061	u		0.0	1.0	3567	300
This study			22-3-061:LP-X			300	22-3-061:LP-X3568	LP-X			22-3-061		1.1e-07	0.01	0.0	3568	300
This study	353.1	-62.2	22-3-062:LP-AF-DIR		4.212e-06	300	22-3-062:LP-AF-DIR3569	LT-AF-Z	g		22-3-062	u		0.015	0.0	3569	300
This study			22-3-062:LP-ARM		0.00010190000000000001	300	22-3-062:LP-ARM3570	LT-AF-I	g		22-3-062	u		0.08	5e-05	3570	300
This study			22-3-062:LP-IRM		0.001661	300	22-3-062:LP-IRM3571	LT-IRM	g		22-3-062	u		0.0	1.0	3571	300
This study			22-3-062:LP-X			300	22-3-062:LP-X3572	LP-X			22-3-062		1.133e-07	0.01	0.0	3572	300
This study	331.6	-57.6	22-3-065:LP-AF-DIR		3.845e-06	300	22-3-065:LP-AF-DIR3573	LT-AF-Z	g		22-3-065	u		0.015	0.0	3573	300
This study			22-3-065:LP-ARM		0.0001042	300	22-3-065:LP-ARM3574	LT-AF-I	g		22-3-065	u		0.08	5e-05	3574	300
This study			22-3-065:LP-IRM		0.00183	300	22-3-065:LP-IRM3575	LT-IRM	g		22-3-065	u		0.0	1.0	3575	300
This study			22-3-065:LP-X			300	22-3-065:LP-X3576	LP-X			22-3-065		1.234e-07	0.01	0.0	3576	300
This study	357.9	-53.1	22-3-068:LP-AF-DIR		3.833e-06	300	22-3-068:LP-AF-DIR3577	LT-AF-Z	g		22-3-068	u		0.015	0.0	3577	300
This study			22-3-068:LP-ARM		9.663e-05	300	22-3-068:LP-ARM3578	LT-AF-I	g		22-3-068	u		0.08	5e-05	3578	300
This study			22-3-068:LP-IRM		0.001532	300	22-3-068:LP-IRM3579	LT-IRM	g		22-3-068	u		0.0	1.0	3579	300
This study			22-3-068:LP-X			300	22-3-068:LP-X3580	LP-X			22-3-068		1.074e-07	0.01	0.0	3580	300
This study	340.7	-40.9	22-3-071:LP-AF-DIR		2.507e-06	300	22-3-071:LP-AF-DIR3581	LT-AF-Z	g		22-3-071	u		0.015	0.0	3581	300
This study			22-3-071:LP-ARM		0.00010120000000000001	300	22-3-071:LP-ARM3582	LT-AF-I	g		22-3-071	u		0.08	5e-05	3582	300
This study			22-3-071:LP-IRM		0.001546	300	22-3-071:LP-IRM3583	LT-IRM	g		22-3-071	u		0.0	1.0	3583	300
This study			22-3-071:LP-X			300	22-3-071:LP-X3584	LP-X			22-3-071		1.0769999999999999e-07	0.01	0.0	3584	300
This study	336.8	-59.7	22-3-075:LP-AF-DIR		2.5860000000000003e-06	300	22-3-075:LP-AF-DIR3585	LT-AF-Z	g		22-3-075	u		0.015	0.0	3585	300
This study			22-3-075:LP-ARM		0.0001041	300	22-3-075:LP-ARM3586	LT-AF-I	g		22-3-075	u		0.08	5e-05	3586	300
This study			22-3-075:LP-IRM		0.0015660000000000001	300	22-3-075:LP-IRM3587	LT-IRM	g		22-3-075	u		0.0	1.0	3587	300
This study			22-3-075:LP-X			300	22-3-075:LP-X3588	LP-X			22-3-075		1.076e-07	0.01	0.0	3588	300
This study	77.2	-65.9	22-3-078:LP-AF-DIR		3.65e-06	300	22-3-078:LP-AF-DIR3589	LT-AF-Z	g		22-3-078	u		0.015	0.0	3589	300
This study			22-3-078:LP-ARM		0.0001036	300	22-3-078:LP-ARM3590	LT-AF-I	g		22-3-078	u		0.08	5e-05	3590	300
This study			22-3-078:LP-IRM		0.001703	300	22-3-078:LP-IRM3591	LT-IRM	g		22-3-078	u		0.0	1.0	3591	300
This study			22-3-078:LP-X			300	22-3-078:LP-X3592	LP-X			22-3-078		1.162e-07	0.01	0.0	3592	300
This study	337.8	-57.4	22-3-083:LP-AF-DIR		1.723e-06	300	22-3-083:LP-AF-DIR3593	LT-AF-Z	g		22-3-083	u		0.015	0.0	3593	300
This study			22-3-083:LP-ARM		9.626e-05	300	22-3-083:LP-ARM3594	LT-AF-I	g		22-3-083	u		0.08	5e-05	3594	300
This study			22-3-083:LP-IRM		0.001495	300	22-3-083:LP-IRM3595	LT-IRM	g		22-3-083	u		0.0	1.0	3595	300
This study			22-3-083:LP-X			300	22-3-083:LP-X3596	LP-X			22-3-083		1.0130000000000001e-07	0.01	0.0	3596	300
This study	352.4	-55.1	22-3-086:LP-AF-DIR		2.1790000000000002e-06	300	22-3-086:LP-AF-DIR3597	LT-AF-Z	g		22-3-086	u		0.015	0.0	3597	300
This study			22-3-086:LP-ARM		9.312e-05	300	22-3-086:LP-ARM3598	LT-AF-I	g		22-3-086	u		0.08	5e-05	3598	300
This study			22-3-086:LP-IRM		0.001505	300	22-3-086:LP-IRM3599	LT-IRM	g		22-3-086	u		0.0	1.0	3599	300
This study			22-3-086:LP-X			300	22-3-086:LP-X3600	LP-X			22-3-086		1.053e-07	0.01	0.0	3600	300
This study	125.6	-32.3	22-3-089:LP-AF-DIR		2.035e-06	300	22-3-089:LP-AF-DIR3601	LT-AF-Z	g		22-3-089	u		0.015	0.0	3601	300
This study			22-3-089:LP-ARM		8.977e-05	300	22-3-089:LP-ARM3602	LT-AF-I	g		22-3-089	u		0.08	5e-05	3602	300
This study			22-3-089:LP-IRM		0.001436	300	22-3-089:LP-IRM3603	LT-IRM	g		22-3-089	u		0.0	1.0	3603	300
This study			22-3-089:LP-X			300	22-3-089:LP-X3604	LP-X			22-3-089		9.755000000000001e-08	0.01	0.0	3604	300
This study	257.5	29.2	22-3-091:LP-AF-DIR		2.057e-06	300	22-3-091:LP-AF-DIR3605	LT-AF-Z	g		22-3-091	u		0.015	0.0	3605	300
This study			22-3-091:LP-ARM		9.126e-05	300	22-3-091:LP-ARM3606	LT-AF-I	g		22-3-091	u		0.08	5e-05	3606	300
This study			22-3-091:LP-IRM		0.001433	300	22-3-091:LP-IRM3607	LT-IRM	g		22-3-091	u		0.0	1.0	3607	300
This study			22-3-091:LP-X			300	22-3-091:LP-X3608	LP-X			22-3-091		9.833000000000001e-08	0.01	0.0	3608	300
This study	263.9	52.6	22-3-095:LP-AF-DIR		3.231e-06	300	22-3-095:LP-AF-DIR3609	LT-AF-Z	g		22-3-095	u		0.015	0.0	3609	300
This study			22-3-095:LP-ARM		9.545e-05	300	22-3-095:LP-ARM3610	LT-AF-I	g		22-3-095	u		0.08	5e-05	3610	300
This study			22-3-095:LP-IRM		0.001547	300	22-3-095:LP-IRM3611	LT-IRM	g		22-3-095	u		0.0	1.0	3611	300
This study			22-3-095:LP-X			300	22-3-095:LP-X3612	LP-X			22-3-095		1.079e-07	0.01	0.0	3612	300
This study	244.8	38.2	22-3-098:LP-AF-DIR		3.973e-06	300	22-3-098:LP-AF-DIR3613	LT-AF-Z	g		22-3-098	u		0.015	0.0	3613	300
This study			22-3-098:LP-ARM		0.0001001	300	22-3-098:LP-ARM3614	LT-AF-I	g		22-3-098	u		0.08	5e-05	3614	300
This study			22-3-098:LP-IRM		0.001656	300	22-3-098:LP-IRM3615	LT-IRM	g		22-3-098	u		0.0	1.0	3615	300
This study			22-3-098:LP-X			300	22-3-098:LP-X3616	LP-X			22-3-098		1.1320000000000001e-07	0.01	0.0	3616	300
This study	263.4	32.3	22-3-100:LP-AF-DIR		2.921e-06	300	22-3-100:LP-AF-DIR3617	LT-AF-Z	g		22-3-100	u		0.015	0.0	3617	300
This study			22-3-100:LP-ARM		0.0001105	300	22-3-100:LP-ARM3618	LT-AF-I	g		22-3-100	u		0.08	5e-05	3618	300
This study			22-3-100:LP-IRM		0.001702	300	22-3-100:LP-IRM3619	LT-IRM	g		22-3-100	u		0.0	1.0	3619	300
This study			22-3-100:LP-X			300	22-3-100:LP-X3620	LP-X			22-3-100		1.181e-07	0.01	0.0	3620	300
This study	254.4	49.1	22-3-104:LP-AF-DIR		2.38e-06	300	22-3-104:LP-AF-DIR3621	LT-AF-Z	g		22-3-104	u		0.015	0.0	3621	300
This study			22-3-104:LP-ARM		0.0001032	300	22-3-104:LP-ARM3622	LT-AF-I	g		22-3-104	u		0.08	5e-05	3622	300
This study			22-3-104:LP-IRM		0.0015890000000000001	300	22-3-104:LP-IRM3623	LT-IRM	g		22-3-104	u		0.0	1.0	3623	300
This study			22-3-104:LP-X			300	22-3-104:LP-X3624	LP-X			22-3-104		1.1e-07	0.01	0.0	3624	300
This study	249.3	41.6	22-3-107:LP-AF-DIR		5.4379999999999994e-06	300	22-3-107:LP-AF-DIR3625	LT-AF-Z	g		22-3-107	u		0.015	0.0	3625	300
This study			22-3-107:LP-ARM		0.0001028	300	22-3-107:LP-ARM3626	LT-AF-I	g		22-3-107	u		0.08	5e-05	3626	300
This study			22-3-107:LP-IRM		0.001684	300	22-3-107:LP-IRM3627	LT-IRM	g		22-3-107	u		0.0	1.0	3627	300
This study			22-3-107:LP-X			300	22-3-107:LP-X3628	LP-X			22-3-107		1.173e-07	0.01	0.0	3628	300
This study	249.3	42.8	22-3-110:LP-AF-DIR		4.541e-06	300	22-3-110:LP-AF-DIR3629	LT-AF-Z	g		22-3-110	u		0.015	0.0	3629	300
This study			22-3-110:LP-ARM		0.000135	300	22-3-110:LP-ARM3630	LT-AF-I	g		22-3-110	u		0.08	5e-05	3630	300
This study			22-3-110:LP-IRM		0.002066	300	22-3-110:LP-IRM3631	LT-IRM	g		22-3-110	u		0.0	1.0	3631	300
This study			22-3-110:LP-X			300	22-3-110:LP-X3632	LP-X			22-3-110		1.477e-07	0.01	0.0	3632	300
This study	270.4	31.6	22-3-113:LP-AF-DIR		4.2489999999999995e-06	300	22-3-113:LP-AF-DIR3633	LT-AF-Z	g		22-3-113	u		0.015	0.0	3633	300
This study			22-3-113:LP-ARM		0.0001062	300	22-3-113:LP-ARM3634	LT-AF-I	g		22-3-113	u		0.08	5e-05	3634	300
This study			22-3-113:LP-IRM		0.0015869999999999999	300	22-3-113:LP-IRM3635	LT-IRM	g		22-3-113	u		0.0	1.0	3635	300
This study			22-3-113:LP-X			300	22-3-113:LP-X3636	LP-X			22-3-113		1.2390000000000002e-07	0.01	0.0	3636	300
This study	245.2	31.9	25-1-007:LP-AF-DIR		8.806e-07	300	25-1-007:LP-AF-DIR3637	LT-AF-Z	g		25-1-007	u		0.015	0.0	3637	300
This study			25-1-007:LP-ARM		0.00010659999999999999	300	25-1-007:LP-ARM3638	LT-AF-I	g		25-1-007	u		0.08	5e-05	3638	300
This study			25-1-007:LP-IRM		0.001629	300	25-1-007:LP-IRM3639	LT-IRM	g		25-1-007	u		0.0	1.0	3639	300
This study			25-1-007:LP-X			300	25-1-007:LP-X3640	LP-X			25-1-007		1.283e-07	0.01	0.0	3640	300
This study	205.4	-9.5	25-1-044:LP-AF-DIR		1.641e-06	300	25-1-044:LP-AF-DIR3641	LT-AF-Z	g		25-1-044	u		0.015	0.0	3641	300
This study			25-1-044:LP-ARM		0.000109	300	25-1-044:LP-ARM3642	LT-AF-I	g		25-1-044	u		0.08	5e-05	3642	300
This study			25-1-044:LP-IRM		0.001628	300	25-1-044:LP-IRM3643	LT-IRM	g		25-1-044	u		0.0	1.0	3643	300
This study			25-1-044:LP-X			300	25-1-044:LP-X3644	LP-X			25-1-044		1.226e-07	0.01	0.0	3644	300
This study	19.7	-36.4	25-1-063:LP-AF-DIR		4.232e-05	300	25-1-063:LP-AF-DIR3645	LT-AF-Z	g		25-1-063	u		0.015	0.0	3645	300
This study			25-1-063:LP-ARM		0.0001264	300	25-1-063:LP-ARM3646	LT-AF-I	g		25-1-063	u		0.08	5e-05	3646	300
This study			25-1-063:LP-IRM		0.003674	300	25-1-063:LP-IRM3647	LT-IRM	g		25-1-063	u		0.0	1.0	3647	300
This study			25-1-063:LP-X			300	25-1-063:LP-X3648	LP-X			25-1-063		2.955e-07	0.01	0.0	3648	300
This study	184.2	32.3	25-1-066:LP-AF-DIR		2.741e-06	300	25-1-066:LP-AF-DIR3649	LT-AF-Z	g		25-1-066	u		0.015	0.0	3649	300
This study			25-1-066:LP-ARM		0.0001355	300	25-1-066:LP-ARM3650	LT-AF-I	g		25-1-066	u		0.08	5e-05	3650	300
This study			25-1-066:LP-IRM		0.002023	300	25-1-066:LP-IRM3651	LT-IRM	g		25-1-066	u		0.0	1.0	3651	300
This study			25-1-066:LP-X			300	25-1-066:LP-X3652	LP-X			25-1-066		1.512e-07	0.01	0.0	3652	300
This study	180.9	41.4	25-1-069:LP-AF-DIR		1.978e-06	300	25-1-069:LP-AF-DIR3653	LT-AF-Z	g		25-1-069	u		0.015	0.0	3653	300
This study			25-1-069:LP-ARM		0.00014230000000000002	300	25-1-069:LP-ARM3654	LT-AF-I	g		25-1-069	u		0.08	5e-05	3654	300
This study			25-1-069:LP-IRM		0.002071	300	25-1-069:LP-IRM3655	LT-IRM	g		25-1-069	u		0.0	1.0	3655	300
This study			25-1-069:LP-X			300	25-1-069:LP-X3656	LP-X			25-1-069		1.596e-07	0.01	0.0	3656	300
This study	169.2	43.1	25-1-072:LP-AF-DIR		3.3839999999999997e-06	300	25-1-072:LP-AF-DIR3657	LT-AF-Z	g		25-1-072	u		0.015	0.0	3657	300
This study			25-1-072:LP-ARM		0.0001371	300	25-1-072:LP-ARM3658	LT-AF-I	g		25-1-072	u		0.08	5e-05	3658	300
This study			25-1-072:LP-IRM		0.002125	300	25-1-072:LP-IRM3659	LT-IRM	g		25-1-072	u		0.0	1.0	3659	300
This study			25-1-072:LP-X			300	25-1-072:LP-X3660	LP-X			25-1-072		1.4710000000000001e-07	0.01	0.0	3660	300
This study	202.8	6.9	25-1-076:LP-AF-DIR		2.662e-06	300	25-1-076:LP-AF-DIR3661	LT-AF-Z	g		25-1-076	u		0.015	0.0	3661	300
This study			25-1-076:LP-ARM		7.875e-05	300	25-1-076:LP-ARM3662	LT-AF-I	g		25-1-076	u		0.08	5e-05	3662	300
This study			25-1-076:LP-IRM		0.001178	300	25-1-076:LP-IRM3663	LT-IRM	g		25-1-076	u		0.0	1.0	3663	300
This study			25-1-076:LP-X			300	25-1-076:LP-X3664	LP-X			25-1-076		8.849999999999998e-08	0.01	0.0	3664	300
This study	145.3	48.0	25-1-082:LP-AF-DIR		1.7730000000000004e-06	300	25-1-082:LP-AF-DIR3665	LT-AF-Z	g		25-1-082	u		0.015	0.0	3665	300
This study			25-1-082:LP-ARM		0.00010700000000000001	300	25-1-082:LP-ARM3666	LT-AF-I	g		25-1-082	u		0.08	5e-05	3666	300
This study			25-1-082:LP-IRM		0.001592	300	25-1-082:LP-IRM3667	LT-IRM	g		25-1-082	u		0.0	1.0	3667	300
This study			25-1-082:LP-X			300	25-1-082:LP-X3668	LP-X			25-1-082		1.057e-07	0.01	0.0	3668	300
This study	191.2	12.3	25-1-092:LP-AF-DIR		1.507e-06	300	25-1-092:LP-AF-DIR3669	LT-AF-Z	g		25-1-092	u		0.015	0.0	3669	300
This study			25-1-092:LP-ARM		9.243e-05	300	25-1-092:LP-ARM3670	LT-AF-I	g		25-1-092	u		0.08	5e-05	3670	300
This study			25-1-092:LP-IRM		0.00139	300	25-1-092:LP-IRM3671	LT-IRM	g		25-1-092	u		0.0	1.0	3671	300
This study			25-1-092:LP-X			300	25-1-092:LP-X3672	LP-X			25-1-092		9.738999999999999e-08	0.01	0.0	3672	300
This study	184.3	-17.8	25-1-100:LP-AF-DIR		2.035e-06	300	25-1-100:LP-AF-DIR3673	LT-AF-Z	g		25-1-100	u		0.015	0.0	3673	300
This study			25-1-100:LP-ARM		8.597e-05	300	25-1-100:LP-ARM3674	LT-AF-I	g		25-1-100	u		0.08	5e-05	3674	300
This study			25-1-100:LP-IRM		0.00122	300	25-1-100:LP-IRM3675	LT-IRM	g		25-1-100	u		0.0	1.0	3675	300
This study			25-1-100:LP-X			300	25-1-100:LP-X3676	LP-X			25-1-100		8.217e-08	0.01	0.0	3676	300
This study	177.6	1.5	25-1-103:LP-AF-DIR		1.6609999999999999e-06	300	25-1-103:LP-AF-DIR3677	LT-AF-Z	g		25-1-103	u		0.015	0.0	3677	300
This study			25-1-103:LP-ARM		7.982e-05	300	25-1-103:LP-ARM3678	LT-AF-I	g		25-1-103	u		0.08	5e-05	3678	300
This study			25-1-103:LP-IRM		0.001155	300	25-1-103:LP-IRM3679	LT-IRM	g		25-1-103	u		0.0	1.0	3679	300
This study			25-1-103:LP-X			300	25-1-103:LP-X3680	LP-X			25-1-103		7.592000000000001e-08	0.01	0.0	3680	300
This study	191.5	1.5	25-1-107:LP-AF-DIR		2.177e-06	300	25-1-107:LP-AF-DIR3681	LT-AF-Z	g		25-1-107	u		0.015	0.0	3681	300
This study			25-1-107:LP-ARM		8.862e-05	300	25-1-107:LP-ARM3682	LT-AF-I	g		25-1-107	u		0.08	5e-05	3682	300
This study			25-1-107:LP-IRM		0.001123	300	25-1-107:LP-IRM3683	LT-IRM	g		25-1-107	u		0.0	1.0	3683	300
This study			25-1-107:LP-X			300	25-1-107:LP-X3684	LP-X			25-1-107		8.250999999999999e-08	0.01	0.0	3684	300
This study	165.9	23.7	25-1-109:LP-AF-DIR		1.675e-06	300	25-1-109:LP-AF-DIR3685	LT-AF-Z	g		25-1-109	u		0.015	0.0	3685	300
This study			25-1-109:LP-ARM		9.897e-05	300	25-1-109:LP-ARM3686	LT-AF-I	g		25-1-109	u		0.08	5e-05	3686	300
This study			25-1-109:LP-IRM		0.0013779999999999999	300	25-1-109:LP-IRM3687	LT-IRM	g		25-1-109	u		0.0	1.0	3687	300
This study			25-1-109:LP-X			300	25-1-109:LP-X3688	LP-X			25-1-109		9.25e-08	0.01	0.0	3688	300
This study	181.7	27.5	25-1-113:LP-AF-DIR		3.132e-06	300	25-1-113:LP-AF-DIR3689	LT-AF-Z	g		25-1-113	u		0.015	0.0	3689	300
This study			25-1-113:LP-ARM		0.0001354	300	25-1-113:LP-ARM3690	LT-AF-I	g		25-1-113	u		0.08	5e-05	3690	300
This study			25-1-113:LP-IRM		0.001982	300	25-1-113:LP-IRM3691	LT-IRM	g		25-1-113	u		0.0	1.0	3691	300
This study			25-1-113:LP-X			300	25-1-113:LP-X3692	LP-X			25-1-113		1.369e-07	0.01	0.0	3692	300
This study	172.5	36.0	25-1-115:LP-AF-DIR		3.0260000000000008e-06	300	25-1-115:LP-AF-DIR3693	LT-AF-Z	g		25-1-115	u		0.015	0.0	3693	300
This study			25-1-115:LP-ARM		0.00011320000000000001	300	25-1-115:LP-ARM3694	LT-AF-I	g		25-1-115	u		0.08	5e-05	3694	300
This study			25-1-115:LP-IRM		0.0017079999999999999	300	25-1-115:LP-IRM3695	LT-IRM	g		25-1-115	u		0.0	1.0	3695	300
This study			25-1-115:LP-X			300	25-1-115:LP-X3696	LP-X			25-1-115		1.1710000000000001e-07	0.01	0.0	3696	300
This study	190.8	39.7	25-1-118:LP-AF-DIR		3.483e-06	300	25-1-118:LP-AF-DIR3697	LT-AF-Z	g		25-1-118	u		0.015	0.0	3697	300
This study			25-1-118:LP-ARM		0.00011040000000000001	300	25-1-118:LP-ARM3698	LT-AF-I	g		25-1-118	u		0.08	5e-05	3698	300
This study			25-1-118:LP-IRM		0.001603	300	25-1-118:LP-IRM3699	LT-IRM	g		25-1-118	u		0.0	1.0	3699	300
This study			25-1-118:LP-X			300	25-1-118:LP-X3700	LP-X			25-1-118		1.104e-07	0.01	0.0	3700	300
This study	122.6	36.0	25-1-121:LP-AF-DIR		2.177e-06	300	25-1-121:LP-AF-DIR3701	LT-AF-Z	g		25-1-121	u		0.015	0.0	3701	300
This study			25-1-121:LP-ARM		0.0001028	300	25-1-121:LP-ARM3702	LT-AF-I	g		25-1-121	u		0.08	5e-05	3702	300
This study			25-1-121:LP-IRM		0.001559	300	25-1-121:LP-IRM3703	LT-IRM	g		25-1-121	u		0.0	1.0	3703	300
This study			25-1-121:LP-X			300	25-1-121:LP-X3704	LP-X			25-1-121		1.136e-07	0.01	0.0	3704	300
This study	162.2	26.1	25-1-126:LP-AF-DIR		2.725e-06	300	25-1-126:LP-AF-DIR3705	LT-AF-Z	g		25-1-126	u		0.015	0.0	3705	300
This study			25-1-126:LP-ARM		9.083e-05	300	25-1-126:LP-ARM3706	LT-AF-I	g		25-1-126	u		0.08	5e-05	3706	300
This study			25-1-126:LP-IRM		0.001489	300	25-1-126:LP-IRM3707	LT-IRM	g		25-1-126	u		0.0	1.0	3707	300
This study			25-1-126:LP-X			300	25-1-126:LP-X3708	LP-X			25-1-126		1.0880000000000001e-07	0.01	0.0	3708	300
This study	203.0	-18.8	25-1-130:LP-AF-DIR		2.391e-06	300	25-1-130:LP-AF-DIR3709	LT-AF-Z	g		25-1-130	u		0.015	0.0	3709	300
This study			25-1-130:LP-ARM		9.465e-05	300	25-1-130:LP-ARM3710	LT-AF-I	g		25-1-130	u		0.08	5e-05	3710	300
This study			25-1-130:LP-IRM		0.0016	300	25-1-130:LP-IRM3711	LT-IRM	g		25-1-130	u		0.0	1.0	3711	300
This study			25-1-130:LP-X			300	25-1-130:LP-X3712	LP-X			25-1-130		1.202e-07	0.01	0.0	3712	300
This study	331.9	-22.7	25-1-133:LP-AF-DIR		3.042e-06	300	25-1-133:LP-AF-DIR3713	LT-AF-Z	g		25-1-133	u		0.015	0.0	3713	300
This study			25-1-133:LP-ARM		0.0001053	300	25-1-133:LP-ARM3714	LT-AF-I	g		25-1-133	u		0.08	5e-05	3714	300
This study			25-1-133:LP-IRM		0.0016920000000000001	300	25-1-133:LP-IRM3715	LT-IRM	g		25-1-133	u		0.0	1.0	3715	300
This study			25-1-133:LP-X			300	25-1-133:LP-X3716	LP-X			25-1-133		1.188e-07	0.01	0.0	3716	300
This study	184.0	33.9	25-1-136:LP-AF-DIR		2.59e-06	300	25-1-136:LP-AF-DIR3717	LT-AF-Z	g		25-1-136	u		0.015	0.0	3717	300
This study			25-1-136:LP-ARM		0.00010290000000000001	300	25-1-136:LP-ARM3718	LT-AF-I	g		25-1-136	u		0.08	5e-05	3718	300
This study			25-1-136:LP-IRM		0.001627	300	25-1-136:LP-IRM3719	LT-IRM	g		25-1-136	u		0.0	1.0	3719	300
This study			25-1-136:LP-X			300	25-1-136:LP-X3720	LP-X			25-1-136		1.178e-07	0.01	0.0	3720	300
This study	184.5	25.3	25-1-143:LP-AF-DIR		2.499e-06	300	25-1-143:LP-AF-DIR3721	LT-AF-Z	g		25-1-143	u		0.015	0.0	3721	300
This study			25-1-143:LP-ARM		0.00010449999999999999	300	25-1-143:LP-ARM3722	LT-AF-I	g		25-1-143	u		0.08	5e-05	3722	300
This study			25-1-143:LP-IRM		0.001585	300	25-1-143:LP-IRM3723	LT-IRM	g		25-1-143	u		0.0	1.0	3723	300
This study			25-1-143:LP-X			300	25-1-143:LP-X3724	LP-X			25-1-143		1.149e-07	0.01	0.0	3724	300
This study	173.9	36.8	25-1-146:LP-AF-DIR		1.65e-06	300	25-1-146:LP-AF-DIR3725	LT-AF-Z	g		25-1-146	u		0.015	0.0	3725	300
This study			25-1-146:LP-ARM		0.00010190000000000001	300	25-1-146:LP-ARM3726	LT-AF-I	g		25-1-146	u		0.08	5e-05	3726	300
This study			25-1-146:LP-IRM		0.001525	300	25-1-146:LP-IRM3727	LT-IRM	g		25-1-146	u		0.0	1.0	3727	300
This study			25-1-146:LP-X			300	25-1-146:LP-X3728	LP-X			25-1-146		1.1369999999999999e-07	0.01	0.0	3728	300
This study	6.0	36.9	25-1-149:LP-AF-DIR		2.713e-06	300	25-1-149:LP-AF-DIR3729	LT-AF-Z	g		25-1-149	u		0.015	0.0	3729	300
This study			25-1-149:LP-ARM		9.741e-05	300	25-1-149:LP-ARM3730	LT-AF-I	g		25-1-149	u		0.08	5e-05	3730	300
This study			25-1-149:LP-IRM		0.0014550000000000001	300	25-1-149:LP-IRM3731	LT-IRM	g		25-1-149	u		0.0	1.0	3731	300
This study			25-1-149:LP-X			300	25-1-149:LP-X3732	LP-X			25-1-149		1.079e-07	0.01	0.0	3732	300
This study	158.8	26.0	25-2-001:LP-AF-DIR		2.155e-06	300	25-2-001:LP-AF-DIR3733	LT-AF-Z	g		25-2-001	u		0.015	0.0	3733	300
This study			25-2-001:LP-ARM		7.614e-05	300	25-2-001:LP-ARM3734	LT-AF-I	g		25-2-001	u		0.08	5e-05	3734	300
This study			25-2-001:LP-IRM		0.001327	300	25-2-001:LP-IRM3735	LT-IRM	g		25-2-001	u		0.0	1.0	3735	300
This study			25-2-001:LP-X			300	25-2-001:LP-X3736	LP-X			25-2-001		1.06e-07	0.01	0.0	3736	300
This study	164.6	38.0	25-2-005:LP-AF-DIR		2.627e-06	300	25-2-005:LP-AF-DIR3737	LT-AF-Z	g		25-2-005	u		0.015	0.0	3737	300
This study			25-2-005:LP-ARM		0.0001013	300	25-2-005:LP-ARM3738	LT-AF-I	g		25-2-005	u		0.08	5e-05	3738	300
This study			25-2-005:LP-IRM		0.0016079999999999998	300	25-2-005:LP-IRM3739	LT-IRM	g		25-2-005	u		0.0	1.0	3739	300
This study			25-2-005:LP-X			300	25-2-005:LP-X3740	LP-X			25-2-005		1.225e-07	0.01	0.0	3740	300
This study	187.9	-20.5	25-2-008:LP-AF-DIR		3.337e-06	300	25-2-008:LP-AF-DIR3741	LT-AF-Z	g		25-2-008	u		0.015	0.0	3741	300
This study			25-2-008:LP-ARM		6.748e-05	300	25-2-008:LP-ARM3742	LT-AF-I	g		25-2-008	u		0.08	5e-05	3742	300
This study			25-2-008:LP-IRM		0.001396	300	25-2-008:LP-IRM3743	LT-IRM	g		25-2-008	u		0.0	1.0	3743	300
This study			25-2-008:LP-X			300	25-2-008:LP-X3744	LP-X			25-2-008		1.1439999999999999e-07	0.01	0.0	3744	300
This study	191.5	12.9	25-2-011:LP-AF-DIR		2.8960000000000007e-06	300	25-2-011:LP-AF-DIR3745	LT-AF-Z	g		25-2-011	u		0.015	0.0	3745	300
This study			25-2-011:LP-ARM		0.00010800000000000001	300	25-2-011:LP-ARM3746	LT-AF-I	g		25-2-011	u		0.08	5e-05	3746	300
This study			25-2-011:LP-IRM		0.001736	300	25-2-011:LP-IRM3747	LT-IRM	g		25-2-011	u		0.0	1.0	3747	300
This study			25-2-011:LP-X			300	25-2-011:LP-X3748	LP-X			25-2-011		1.279e-07	0.01	0.0	3748	300
This study	186.3	10.8	25-2-015:LP-AF-DIR		2.845e-06	300	25-2-015:LP-AF-DIR3749	LT-AF-Z	g		25-2-015	u		0.015	0.0	3749	300
This study			25-2-015:LP-ARM		9.392e-05	300	25-2-015:LP-ARM3750	LT-AF-I	g		25-2-015	u		0.08	5e-05	3750	300
This study			25-2-015:LP-IRM		0.00151	300	25-2-015:LP-IRM3751	LT-IRM	g		25-2-015	u		0.0	1.0	3751	300
This study			25-2-015:LP-X			300	25-2-015:LP-X3752	LP-X			25-2-015		1.197e-07	0.01	0.0	3752	300
This study	180.1	10.5	25-2-019:LP-AF-DIR		2.67e-06	300	25-2-019:LP-AF-DIR3753	LT-AF-Z	g		25-2-019	u		0.015	0.0	3753	300
