tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	magn_mass	magn_moment	magn_r2_det	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_energy	treat_mw_integral	treat_mw_power	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study			188.2	48.5	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000142										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					1	273			
	This study			191.6	48.5	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000142										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					2	473			
	This study			191.5	48.2	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000141										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					3	473			
	This study			191.6	47.3	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000138										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-4	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					4	673			
	This study			190.3	47.8	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000139										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-5	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					5	673			
	This study			190.1	48	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000138										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-6	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					6	723			
	This study			190.8	47.1	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000136										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					7	723			
	This study			188.3	45.8	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000131										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					8	753			
	This study			189.9	47.2	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000134										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					9	753			
	This study			187.9	47.7	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000122										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					10	773			
	This study			188.3	46.8	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000012										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					11	723			
	This study			190.5	41.4	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000109										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					12	773			
	This study			189	-6.9	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000496										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					13	783			
	This study			187.4	45.9	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000728										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					14	783			
	This study			189.6	51.5	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000002										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					15	793			
	This study			192.2	-21.2	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000132										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					16	773			
	This study			263.5	-85	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000119										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-17	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					17	793			
	This study			309.4	-84.5	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000145										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-18	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					18	803			
	This study			194.2	45.4	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000000358										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-19	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					19	803			
	This study			204.3	47.5	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000000194										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-20	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					20	813			
	This study			309.8	-84.6	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000129										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-21	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					21	793			
	This study			311.7	-84.3	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000145										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-22	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					22	813			
	This study			314.2	-84.2	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000146										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-23	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					23	823			
	This study			207.4	39.4	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000000086										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-24	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0				0	0					24	823			
	This study			311.3	-83.8	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000143										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-25	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					25	813			
	This study			311.3	-84.4	s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000143										1						273		s1s124-02-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-26	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-02	u						0				0.00008				0	-90					26	833			
	This study			217.9	-53.7	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000222										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					1	273			
	This study			218.2	-53.4	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000222										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					2	473			
	This study			218.2	-53.4	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000222										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					3	473			
	This study			218	-53.9	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000222										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-4	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					4	673			
	This study			214.8	-53.7	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000022										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-5	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					5	673			
	This study			218.5	-53.2	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000218										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-6	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					6	723			
	This study			217.8	-54.1	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000022										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					7	723			
	This study			213.6	-54.6	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000022										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					8	753			
	This study			216	-53.7	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000215										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					9	753			
	This study			214.3	-53.8	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000203										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					10	773			
	This study			213.3	-54.3	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000207										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					11	723			
	This study			214.5	-55.4	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000214										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					12	773			
	This study			212.3	-60.6	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000213										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					13	783			
	This study			214.5	-53.5	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000167										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					14	783			
	This study			215.6	-49.8	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000592										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					15	793			
	This study			214.1	-58	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000735										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					16	773			
	This study			203.2	-73.5	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000209										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-17	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					17	793			
	This study			190.9	-79.6	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000211										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-18	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					18	803			
	This study			211.6	-52.8	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000000109										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-19	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					19	803			
	This study			208.7	-48.6	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000000406										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-20	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					20	813			
	This study			188.5	-80.6	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000158										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-21	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					21	793			
	This study			185.3	-80.5	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000002										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-22	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					22	813			
	This study			186.2	-80.8	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.0000002										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-23	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					23	823			
	This study			212.9	-53.3	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000000219										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-24	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0				0	0					24	823			
	This study			185.2	-80.7	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000194										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-25	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					25	813			
	This study			184.9	-81.1	s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000193										1						273		s1s124-03-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-26	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-03	u						0				0.00008				0	-90					26	833			
	This study			89.2	-3.2	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000695										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0				0	0					1	273			
	This study			90.7	-2.3	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000687										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0				0	0					2	473			
	This study			88.9	-2.2	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000687										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0.00008				0	-90					3	473			
	This study			84.3	-2.4	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000701										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-4	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0.00008				0	-90					4	673			
	This study			90.6	-1.9	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.00000067										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-5	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0				0	0					5	673			
	This study			88.5	-1.4	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000663										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-6	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0				0	0					6	723			
	This study			88.4	-2.3	s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI				HUJI-2G : SIO-FLO		0.000000661										1						273		s1s124-04-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI-7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.110	s1s124-04	u						0				0.00008				0	-90					7	723			
