tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	er_analyst_mail_names	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	er_synthetic_name	experiment	instrument_codes	location	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_date	measurement_demagn_code	measurement_elevation	measurement_freq	measurement_height	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magnitude	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_r2	measurement_sd	measurement_sweep_rate	measurement_temp_change	measurement_time_zone	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
This study		0.3	332.9	-87.8	Jason Steindorf							mc200h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000311					4	273								2007:09:18:10:59:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	32	g	mc200h	mc200	pmagpy-1.66b	mc200h1	u	0	0.00003	0	90	823													
This study		0.3	308.9	-89.6	Jason Steindorf							mc200h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00003276					4	273								2007:09:18:13:00:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	33	g	mc200h	mc200	pmagpy-1.66b	mc200h1	u	0	0.00003	0	90	873													
This study		0.2	352.9	-39.5	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001574					4	273								2007:09:04:07:33:00.00																			SAN	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	273													
This study		0.3	358.7	-47.8	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000009599					4	273								2007:09:04:10:48:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	2	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	373													
This study		0.3	358.2	-57.8	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001205					4	273								2007:09:04:12:28:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	3	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	373													
This study		0.3	358.5	-48.1	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000009553					4	273								2007:09:05:08:25:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	4	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	373													
This study		0.3	6.8	-76.5	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001512					4	273								2007:09:05:10:35:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	5	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	473													
This study		0.3	359.6	-55.8	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000006388					4	273								2007:09:05:12:32:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	6	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	473													
This study		0.2	357.2	-54.2	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003633					4	273								2007:09:06:10:15:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	7	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	573													
This study		0.3	359.4	-68.2	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000005251					4	273								2007:09:06:11:34:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	8	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	373													
This study		0.3	26.8	-84	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001514					4	273								2007:09:06:13:13:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	9	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	573													
This study		0.3	0.7	-60.9	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000004036					4	273								2007:09:07:08:51:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	10	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	573													
This study		0.3	37.5	-87	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001559					4	273								2007:09:07:10:34:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	11	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	623													
This study		0.4	356.7	-68.8	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003929					4	273								2007:09:07:12:17:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	12	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	623													
This study		0.3	1.3	-64.9	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002678					4	273								2007:09:10:09:07:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	13	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	673													
This study		0.3	24.4	-87.2	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001393					4	273								2007:09:10:12:21:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	14	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	573													
This study		0.3	57.4	-87.6	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001519					4	273								2007:09:10:14:09:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	15	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	673													
This study		0.3	1	-72	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003023					4	273								2007:09:11:08:50:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	16	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	673													
This study		0.3	101.6	-87.6	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001623					4	273								2007:09:11:10:49:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	17	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	723													
This study		0.3	4.8	-76.1	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002778					4	273								2007:09:11:12:38:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	18	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	723													
This study		0.2	354.8	-69.6	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000001526					4	273								2007:09:11:14:32:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	19	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	773													
This study		0.3	292.5	-88.7	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001408					4	273								2007:09:12:08:51:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	20	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	673													
This study		0.3	263.7	-88.7	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001659					4	273								2007:09:12:13:00:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	21	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	773													
This study		0.2	352.3	-80.9	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002327					4	273								2007:09:13:09:46:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	22	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	773													
This study		0.3	235.1	-86.4	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001768					4	273								2007:09:13:11:34:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	23	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	798													
This study		0.4	334.1	-85	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002114					4	273								2007:09:13:14:38:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	24	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	798													
This study		0.3	4.8	-77	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000006026					4	273								2007:09:14:09:05:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	25	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	823													
This study		0.3	101.4	-88.3	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001568					4	273								2007:09:14:10:50:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	26	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	773													
This study		0.3	91.1	-88.5	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002173					4	273								2007:09:14:13:19:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	27	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	823													
This study		0.5	330.9	-82.4	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000006559					4	273								2007:09:17:09:05:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	28	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	823													
This study		0.3	144.4	-85.4	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002506					4	273								2007:09:17:10:57:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	29	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	848													
This study		0.6	38.1	-87.3	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000001145					4	273								2007:09:17:12:47:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	30	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	848													
This study		1.4	262.9	-75.1	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000004288					4	273								2007:09:18:09:03:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	31	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0	0	90	873													
This study		0.3	158.5	-87.4	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002442					4	273								2007:09:18:10:59:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	32	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	823													
This study		0.3	176	-85.3	Jason Steindorf							mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002546					4	273								2007:09:18:13:00:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	33	g	mc200i	mc200	pmagpy-1.66b	mc200i1	u	0	0.00003	0	90	873													
This study		0.3	358.2	-45.8	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001636					4	273								2007:08:10:12:40:00.00																			SAN	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	273													
This study		0.2	353.4	-46.4	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000009671					4	273								2007:08:13:09:25:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	2	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	373													
This study		0.2	352.4	-60.3	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001341					4	273								2007:08:14:08:26:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	3	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	373													
This study		0.3	354.4	-46.8	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000009601					4	273								2007:08:14:11:19:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	4	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	373													
This study		0.3	355.9	-81.7	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001887					4	273								2007:08:14:13:32:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	5	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	473													
This study		0.3	354.9	-50.8	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000004305					4	273								2007:08:15:09:16:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	6	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	473													
This study		0.2	353.6	-45.6	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002743					4	273								2007:08:15:11:07:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	7	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	573													
This study		0.3	357.8	-79.3	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001011					4	273								2007:08:15:12:45:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	8	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	373													
This study		0.3	357.9	-83.9	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001612					4	273								2007:08:15:14:28:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	9	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	573													
This study		0.3	357.9	-52.9	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000317					4	273								2007:08:16:09:18:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	10	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	573													
This study		0.3	352.6	-84.8	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001799					4	273								2007:08:16:11:19:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	11	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	623													
This study		0.2	355.1	-62.7	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003334					4	273								2007:08:16:13:26:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	12	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	623													
This study		0.3	355.6	-60	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002269					4	273								2007:08:17:09:12:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	13	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	673													
This study		0.3	346	-85.2	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001697					4	273								2007:08:17:11:17:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	14	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	573													
This study		0.3	334	-87.4	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001915					4	273								2007:08:17:13:26:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	15	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	673													
This study		0.3	357.5	-73.4	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003582					4	273								2007:08:20:08:54:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	16	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	673													
This study		0.3	355	-87.7	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002083					4	273								2007:08:20:10:45:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	17	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	723													
This study		0.2	357.7	-79.7	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003928					4	273								2007:08:20:12:51:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	18	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	723													
This study		0.2	350.4	-76.5	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000001735					4	273								2007:08:20:14:46:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	19	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	773													
This study		0.3	336.5	-89.3	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001994					4	273								2007:08:21:08:52:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	20	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	673													
This study		0.3	321	-89	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002644					4	273								2007:08:21:10:51:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	21	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0.00003	0	90	773													
This study		0.3	350.8	-84.2	Jason Steindorf							mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003323					4	273								2007:08:21:12:45:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	22	g	mc201b	mc201	pmagpy-1.66b	mc201b1	u	0	0	0	90	773													
