tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	timestamp	magn_moment
MF16:LP-DIR-AF6	MF16:LP-DIR-AF	MF16	64	-45	4.000e-02	6	2.730e+02	833.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	210	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.0003200000000001e-05
MF16:LP-DIR-AF7	MF16:LP-DIR-AF	MF16	58	-45	5.000e-02	7	2.730e+02	581.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	211	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	6.9804e-06
MF16:LP-DIR-AF8	MF16:LP-DIR-AF	MF16	60	-45	6.000e-02	8	2.730e+02	418.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	212	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	5.0196e-06
MF16:LP-DIR-AF9	MF16:LP-DIR-AF	MF16	57	-46	7.000e-02	9	2.730e+02	321.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	213	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.8604e-06
MF16:LP-DIR-AF10	MF16:LP-DIR-AF	MF16	51	-47	8.000e-02	10	2.730e+02	247.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	214	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.9712e-06
MF21:LP-DIR-AF0	MF21:LP-DIR-AF	MF21	268	-65	0	0	2.730e+02	11.23E+00	This study	LT-NO:LP-DIR-AF	g	215	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00013476000000000002
MF21:LP-DIR-AF1	MF21:LP-DIR-AF	MF21	267	-69	1.000e-02	1	2.730e+02	10.64E+00	This study	LT-AF-Z:LP-DIR-AF	g	216	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00012768
MF21:LP-DIR-AF2	MF21:LP-DIR-AF	MF21	268	-69	1.500e-02	2	2.730e+02	9.961E+00	This study	LT-AF-Z:LP-DIR-AF	g	217	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00011953200000000001
MF21:LP-DIR-AF3	MF21:LP-DIR-AF	MF21	270	-69	2.000e-02	3	2.730e+02	8.928E+00	This study	LT-AF-Z:LP-DIR-AF	g	218	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00010713600000000001
MF21:LP-DIR-AF4	MF21:LP-DIR-AF	MF21	271	-70	2.500e-02	4	2.730e+02	7.681E+00	This study	LT-AF-Z:LP-DIR-AF	g	219	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	9.2172e-05
MF21:LP-DIR-AF5	MF21:LP-DIR-AF	MF21	266	-70	3.000e-02	5	2.730e+02	6.434E+00	This study	LT-AF-Z:LP-DIR-AF	g	220	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	7.720800000000001e-05
MF21:LP-DIR-AF6	MF21:LP-DIR-AF	MF21	266	-69	4.000e-02	6	2.730e+02	4.447E+00	This study	LT-AF-Z:LP-DIR-AF	g	221	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	5.3364e-05
MF21:LP-DIR-AF7	MF21:LP-DIR-AF	MF21	268	-69	5.000e-02	7	2.730e+02	3.087E+00	This study	LT-AF-Z:LP-DIR-AF	g	222	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.7044000000000007e-05
MF21:LP-DIR-AF8	MF21:LP-DIR-AF	MF21	273	-68	6.000e-02	8	2.730e+02	2.204E+00	This study	LT-AF-Z:LP-DIR-AF	g	223	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.6448e-05
MF21:LP-DIR-AF9	MF21:LP-DIR-AF	MF21	270	-69	7.000e-02	9	2.730e+02	1.633E+00	This study	LT-AF-Z:LP-DIR-AF	g	224	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.9596e-05
MF21:LP-DIR-AF10	MF21:LP-DIR-AF	MF21	268	-69	8.000e-02	10	2.730e+02	1.244E+00	This study	LT-AF-Z:LP-DIR-AF	g	225	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.4928e-05
MF24:LP-DIR-AF0	MF24:LP-DIR-AF	MF24	245	-69	0	0	2.730e+02	10.61E+00	This study	LT-NO:LP-DIR-AF	g	226	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00012732
MF24:LP-DIR-AF1	MF24:LP-DIR-AF	MF24	242	-72	1.000e-02	1	2.730e+02	9.913E+00	This study	LT-AF-Z:LP-DIR-AF	g	227	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.000118956
MF24:LP-DIR-AF2	MF24:LP-DIR-AF	MF24	237	-72	1.500e-02	2	2.730e+02	9.337E+00	This study	LT-AF-Z:LP-DIR-AF	g	228	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.000112044
MF24:LP-DIR-AF3	MF24:LP-DIR-AF	MF24	241	-73	2.000e-02	3	2.730e+02	8.439E+00	This study	LT-AF-Z:LP-DIR-AF	g	229	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00010126800000000001
MF24:LP-DIR-AF4	MF24:LP-DIR-AF	MF24	242	-73	2.500e-02	4	2.730e+02	7.327E+00	This study	LT-AF-Z:LP-DIR-AF	g	230	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	8.792400000000001e-05
MF24:LP-DIR-AF5	MF24:LP-DIR-AF	MF24	240	-73	3.000e-02	5	2.730e+02	6.139E+00	This study	LT-AF-Z:LP-DIR-AF	g	231	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	7.3668e-05
MF24:LP-DIR-AF6	MF24:LP-DIR-AF	MF24	242	-73	4.000e-02	6	2.730e+02	4.073E+00	This study	LT-AF-Z:LP-DIR-AF	g	232	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	4.8876000000000004e-05
MF24:LP-DIR-AF7	MF24:LP-DIR-AF	MF24	242	-73	5.000e-02	7	2.730e+02	2.765E+00	This study	LT-AF-Z:LP-DIR-AF	g	233	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.3180000000000004e-05
MF24:LP-DIR-AF8	MF24:LP-DIR-AF	MF24	241	-74	6.000e-02	8	2.730e+02	1.962E+00	This study	LT-AF-Z:LP-DIR-AF	g	234	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.3544e-05
MF24:LP-DIR-AF9	MF24:LP-DIR-AF	MF24	243	-73	7.000e-02	9	2.730e+02	1.454E+00	This study	LT-AF-Z:LP-DIR-AF	g	235	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.7448e-05
MF24:LP-DIR-AF10	MF24:LP-DIR-AF	MF24	246	-73	8.000e-02	10	2.730e+02	1.137E+00	This study	LT-AF-Z:LP-DIR-AF	g	236	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.3644e-05
MF25:LP-DIR-AF0	MF25:LP-DIR-AF	MF25	310	-63	0	0	2.730e+02	5.053E+00	This study	LT-NO:LP-DIR-AF	g	237	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	6.0636e-05
MF25:LP-DIR-AF1	MF25:LP-DIR-AF	MF25	313	-64	1.000e-02	1	2.730e+02	4.920E+00	This study	LT-AF-Z:LP-DIR-AF	g	238	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.9040000000000004e-05
MF25:LP-DIR-AF2	MF25:LP-DIR-AF	MF25	315	-64	1.500e-02	2	2.730e+02	4.743E+00	This study	LT-AF-Z:LP-DIR-AF	g	239	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.691600000000001e-05
MF25:LP-DIR-AF3	MF25:LP-DIR-AF	MF25	318	-63	2.000e-02	3	2.730e+02	4.433E+00	This study	LT-AF-Z:LP-DIR-AF	g	240	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.3196e-05
MF25:LP-DIR-AF4	MF25:LP-DIR-AF	MF25	316	-64	2.500e-02	4	2.730e+02	4.037E+00	This study	LT-AF-Z:LP-DIR-AF	g	241	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	4.8444e-05
MF25:LP-DIR-AF5	MF25:LP-DIR-AF	MF25	322	-64	3.000e-02	5	2.730e+02	3.610E+00	This study	LT-AF-Z:LP-DIR-AF	g	242	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	4.332e-05
MF25:LP-DIR-AF6	MF25:LP-DIR-AF	MF25	319	-63	4.000e-02	6	2.730e+02	2.856E+00	This study	LT-AF-Z:LP-DIR-AF	g	243	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	3.4272e-05
MF25:LP-DIR-AF7	MF25:LP-DIR-AF	MF25	321	-64	5.000e-02	7	2.730e+02	2.274E+00	This study	LT-AF-Z:LP-DIR-AF	g	244	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	2.7288e-05
MF25:LP-DIR-AF8	MF25:LP-DIR-AF	MF25	319	-64	6.000e-02	8	2.730e+02	1.878E+00	This study	LT-AF-Z:LP-DIR-AF	g	245	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	2.2536e-05
MF25:LP-DIR-AF9	MF25:LP-DIR-AF	MF25	318	-65	7.000e-02	9	2.730e+02	1.577E+00	This study	LT-AF-Z:LP-DIR-AF	g	246	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.8924e-05
MF25:LP-DIR-AF10	MF25:LP-DIR-AF	MF25	316	-65	8.000e-02	10	2.730e+02	1.356E+00	This study	LT-AF-Z:LP-DIR-AF	g	247	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.6272000000000003e-05
MF25:LP-DIR-AF11	MF25:LP-DIR-AF	MF25	316	-64	9.000e-02	11	2.730e+02	1.200E+00	This study	LT-AF-Z:LP-DIR-AF	g	248	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.44e-05
MF25:LP-DIR-AF12	MF25:LP-DIR-AF	MF25	314	-65	1.000e-01	12	2.730e+02	1.072E+00	This study	LT-AF-Z:LP-DIR-AF	g	249	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.2864e-05
MF27:LP-DIR-AF0	MF27:LP-DIR-AF	MF27	223	-58	0	0	2.730e+02	7.413E+00	This study	LT-NO:LP-DIR-AF	g	250	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	8.895600000000001e-05
MF27:LP-DIR-AF1	MF27:LP-DIR-AF	MF27	210	-63	1.000e-02	1	2.730e+02	7.049E+00	This study	LT-AF-Z:LP-DIR-AF	g	251	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	8.458800000000001e-05
MF27:LP-DIR-AF2	MF27:LP-DIR-AF	MF27	209	-63	1.500e-02	2	2.730e+02	6.657E+00	This study	LT-AF-Z:LP-DIR-AF	g	252	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.9884e-05
MF27:LP-DIR-AF3	MF27:LP-DIR-AF	MF27	210	-63	2.000e-02	3	2.730e+02	6.026E+00	This study	LT-AF-Z:LP-DIR-AF	g	253	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.2312e-05
MF27:LP-DIR-AF4	MF27:LP-DIR-AF	MF27	211	-63	2.500e-02	4	2.730e+02	5.219E+00	This study	LT-AF-Z:LP-DIR-AF	g	254	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	6.262800000000001e-05
MF27:LP-DIR-AF5	MF27:LP-DIR-AF	MF27	211	-64	3.000e-02	5	2.730e+02	4.362E+00	This study	LT-AF-Z:LP-DIR-AF	g	255	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	5.2344000000000006e-05
MF27:LP-DIR-AF6	MF27:LP-DIR-AF	MF27	208	-63	4.000e-02	6	2.730e+02	3.026E+00	This study	LT-AF-Z:LP-DIR-AF	g	256	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	3.6312e-05
MF27:LP-DIR-AF7	MF27:LP-DIR-AF	MF27	211	-63	5.000e-02	7	2.730e+02	2.133E+00	This study	LT-AF-Z:LP-DIR-AF	g	257	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.5596e-05
MF27:LP-DIR-AF8	MF27:LP-DIR-AF	MF27	210	-63	6.000e-02	8	2.730e+02	1.554E+00	This study	LT-AF-Z:LP-DIR-AF	g	258	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.8648000000000002e-05
MF27:LP-DIR-AF9	MF27:LP-DIR-AF	MF27	210	-63	7.000e-02	9	2.730e+02	1.185E+00	This study	LT-AF-Z:LP-DIR-AF	g	259	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.4220000000000001e-05
MF27:LP-DIR-AF10	MF27:LP-DIR-AF	MF27	212	-64	8.000e-02	10	2.730e+02	936.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	260	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.1235600000000001e-05
MF27:LP-DIR-AF11	MF27:LP-DIR-AF	MF27	209	-63	9.000e-02	11	2.730e+02	761.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	261	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	9.1356e-06
MF28:LP-DIR-AF0	MF28:LP-DIR-AF	MF28	262	-70	0	0	2.730e+02	5.208E+00	This study	LT-NO:LP-DIR-AF	g	262	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	6.2496e-05
MF28:LP-DIR-AF1	MF28:LP-DIR-AF	MF28	268	-75	1.000e-02	1	2.730e+02	4.965E+00	This study	LT-AF-Z:LP-DIR-AF	g	263	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.958e-05
MF28:LP-DIR-AF2	MF28:LP-DIR-AF	MF28	269	-75	1.500e-02	2	2.730e+02	4.750E+00	This study	LT-AF-Z:LP-DIR-AF	g	264	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.7e-05
MF28:LP-DIR-AF3	MF28:LP-DIR-AF	MF28	272	-75	2.000e-02	3	2.730e+02	4.400E+00	This study	LT-AF-Z:LP-DIR-AF	g	265	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	5.28e-05
MF28:LP-DIR-AF4	MF28:LP-DIR-AF	MF28	275	-77	2.500e-02	4	2.730e+02	3.941E+00	This study	LT-AF-Z:LP-DIR-AF	g	266	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	4.7292e-05
MF28:LP-DIR-AF5	MF28:LP-DIR-AF	MF28	267	-77	3.000e-02	5	2.730e+02	3.445E+00	This study	LT-AF-Z:LP-DIR-AF	g	267	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	4.134e-05
MF28:LP-DIR-AF6	MF28:LP-DIR-AF	MF28	274	-76	4.000e-02	6	2.730e+02	2.593E+00	This study	LT-AF-Z:LP-DIR-AF	g	268	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	3.1116e-05
MF28:LP-DIR-AF7	MF28:LP-DIR-AF	MF28	279	-77	5.000e-02	7	2.730e+02	1.960E+00	This study	LT-AF-Z:LP-DIR-AF	g	269	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	2.3520000000000002e-05
MF28:LP-DIR-AF8	MF28:LP-DIR-AF	MF28	276	-77	6.000e-02	8	2.730e+02	1.543E+00	This study	LT-AF-Z:LP-DIR-AF	g	270	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.8516e-05
MF28:LP-DIR-AF9	MF28:LP-DIR-AF	MF28	270	-77	7.000e-02	9	2.730e+02	1.247E+00	This study	LT-AF-Z:LP-DIR-AF	g	271	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.4964000000000001e-05
MF28:LP-DIR-AF10	MF28:LP-DIR-AF	MF28	274	-77	8.000e-02	10	2.730e+02	1.041E+00	This study	LT-AF-Z:LP-DIR-AF	g	272	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.2492e-05
MF28:LP-DIR-AF11	MF28:LP-DIR-AF	MF28	269	-76	9.000e-02	11	2.730e+02	886.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	273	u	2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.06428e-05
MF29:LP-DIR-AF0	MF29:LP-DIR-AF	MF29	271	-56	0	0	2.730e+02	5.756E+00	This study	LT-NO:LP-DIR-AF	g	274	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	6.9072e-05
MF29:LP-DIR-AF1	MF29:LP-DIR-AF	MF29	277	-60	1.000e-02	1	2.730e+02	5.507E+00	This study	LT-AF-Z:LP-DIR-AF	g	275	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	6.6084e-05
MF29:LP-DIR-AF2	MF29:LP-DIR-AF	MF29	275	-60	1.500e-02	2	2.730e+02	5.300E+00	This study	LT-AF-Z:LP-DIR-AF	g	276	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	6.36e-05
MF29:LP-DIR-AF3	MF29:LP-DIR-AF	MF29	276	-61	2.000e-02	3	2.730e+02	4.946E+00	This study	LT-AF-Z:LP-DIR-AF	g	277	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	5.9352e-05
MF29:LP-DIR-AF4	MF29:LP-DIR-AF	MF29	276	-61	2.500e-02	4	2.730e+02	4.476E+00	This study	LT-AF-Z:LP-DIR-AF	g	278	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	5.3712000000000003e-05
MF29:LP-DIR-AF5	MF29:LP-DIR-AF	MF29	280	-61	3.000e-02	5	2.730e+02	3.952E+00	This study	LT-AF-Z:LP-DIR-AF	g	279	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	4.7424e-05
MF29:LP-DIR-AF6	MF29:LP-DIR-AF	MF29	278	-61	4.000e-02	6	2.730e+02	3.044E+00	This study	LT-AF-Z:LP-DIR-AF	g	280	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	3.6528e-05
MF29:LP-DIR-AF7	MF29:LP-DIR-AF	MF29	274	-61	5.000e-02	7	2.730e+02	2.353E+00	This study	LT-AF-Z:LP-DIR-AF	g	281	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.8236000000000002e-05
MF29:LP-DIR-AF8	MF29:LP-DIR-AF	MF29	275	-61	6.000e-02	8	2.730e+02	1.850E+00	This study	LT-AF-Z:LP-DIR-AF	g	282	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.22e-05
MF29:LP-DIR-AF9	MF29:LP-DIR-AF	MF29	274	-61	7.000e-02	9	2.730e+02	1.498E+00	This study	LT-AF-Z:LP-DIR-AF	g	283	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.7976000000000002e-05
MF29:LP-DIR-AF10	MF29:LP-DIR-AF	MF29	276	-61	8.000e-02	10	2.730e+02	1.243E+00	This study	LT-AF-Z:LP-DIR-AF	g	284	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.4916e-05
MF29:LP-DIR-AF11	MF29:LP-DIR-AF	MF29	275	-61	9.000e-02	11	2.730e+02	1.059E+00	This study	LT-AF-Z:LP-DIR-AF	g	285	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.2708e-05
RQ12:LP-DIR-AF0	RQ12:LP-DIR-AF	RQ12	143	-75	0	0	2.730e+02	7.189E+00	This study	LT-NO:LP-DIR-AF	g	286	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.626800000000001e-05
RQ12:LP-DIR-AF1	RQ12:LP-DIR-AF	RQ12	143	-76	1.000e-02	1	2.730e+02	7.318E+00	This study	LT-AF-Z:LP-DIR-AF	g	287	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.7816e-05
RQ12:LP-DIR-AF2	RQ12:LP-DIR-AF	RQ12	149	-76	1.500e-02	2	2.730e+02	6.969E+00	This study	LT-AF-Z:LP-DIR-AF	g	288	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.3628e-05
RQ12:LP-DIR-AF3	RQ12:LP-DIR-AF	RQ12	153	-76	2.000e-02	3	2.730e+02	6.357E+00	This study	LT-AF-Z:LP-DIR-AF	g	289	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.6284e-05
RQ12:LP-DIR-AF4	RQ12:LP-DIR-AF	RQ12	142	-76	2.500e-02	4	2.730e+02	5.631E+00	This study	LT-AF-Z:LP-DIR-AF	g	290	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	6.757200000000001e-05
RQ12:LP-DIR-AF5	RQ12:LP-DIR-AF	RQ12	143	-77	3.000e-02	5	2.730e+02	4.915E+00	This study	LT-AF-Z:LP-DIR-AF	g	291	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	5.898e-05
RQ12:LP-DIR-AF6	RQ12:LP-DIR-AF	RQ12	146	-76	4.000e-02	6	2.730e+02	3.762E+00	This study	LT-AF-Z:LP-DIR-AF	g	292	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	4.5144e-05
RQ12:LP-DIR-AF7	RQ12:LP-DIR-AF	RQ12	155	-77	5.000e-02	7	2.730e+02	2.900E+00	This study	LT-AF-Z:LP-DIR-AF	g	293	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.48e-05
RQ12:LP-DIR-AF8	RQ12:LP-DIR-AF	RQ12	155	-77	6.000e-02	8	2.730e+02	2.260E+00	This study	LT-AF-Z:LP-DIR-AF	g	294	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.7119999999999998e-05
RQ12:LP-DIR-AF9	RQ12:LP-DIR-AF	RQ12	161	-76	7.000e-02	9	2.730e+02	1.772E+00	This study	LT-AF-Z:LP-DIR-AF	g	295	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.1264000000000002e-05
RQ12:LP-DIR-AF10	RQ12:LP-DIR-AF	RQ12	166	-76	8.000e-02	10	2.730e+02	1.399E+00	This study	LT-AF-Z:LP-DIR-AF	g	296	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.6788e-05
RQ12:LP-DIR-AF11	RQ12:LP-DIR-AF	RQ12	164	-76	9.000e-02	11	2.730e+02	1.098E+00	This study	LT-AF-Z:LP-DIR-AF	g	297	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.3176e-05
RQ13:LP-DIR-AF0	RQ13:LP-DIR-AF	RQ13	173	-75	0	0	2.730e+02	9.472E+00	This study	LT-NO:LP-DIR-AF	g	298	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.000113664
RQ13:LP-DIR-AF1	RQ13:LP-DIR-AF	RQ13	135	-35	1.000e-02	1	2.730e+02	6.077E+00	This study	LT-AF-Z:LP-DIR-AF	g	299	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	7.2924e-05
RQ13:LP-DIR-AF2	RQ13:LP-DIR-AF	RQ13	135	-35	1.500e-02	2	2.730e+02	5.400E+00	This study	LT-AF-Z:LP-DIR-AF	g	300	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	6.48e-05
RQ13:LP-DIR-AF3	RQ13:LP-DIR-AF	RQ13	135	-35	2.000e-02	3	2.730e+02	4.871E+00	This study	LT-AF-Z:LP-DIR-AF	g	301	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.845200000000001e-05
RQ13:LP-DIR-AF4	RQ13:LP-DIR-AF	RQ13	135	-35	2.500e-02	4	2.730e+02	3.965E+00	This study	LT-AF-Z:LP-DIR-AF	g	302	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.758e-05
RQ13:LP-DIR-AF5	RQ13:LP-DIR-AF	RQ13	135	-35	3.000e-02	5	2.730e+02	3.298E+00	This study	LT-AF-Z:LP-DIR-AF	g	303	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.9576e-05
RQ13:LP-DIR-AF6	RQ13:LP-DIR-AF	RQ13	135	-35	4.000e-02	6	2.730e+02	2.333E+00	This study	LT-AF-Z:LP-DIR-AF	g	304	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	2.7996000000000004e-05
RQ13:LP-DIR-AF7	RQ13:LP-DIR-AF	RQ13	135	-35	5.000e-02	7	2.730e+02	1.675E+00	This study	LT-AF-Z:LP-DIR-AF	g	305	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	2.01e-05
RQ13:LP-DIR-AF8	RQ13:LP-DIR-AF	RQ13	135	-35	6.000e-02	8	2.730e+02	1.270E+00	This study	LT-AF-Z:LP-DIR-AF	g	306	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.524e-05
RQ13:LP-DIR-AF9	RQ13:LP-DIR-AF	RQ13	135	-35	7.000e-02	9	2.730e+02	986.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	307	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.1840400000000001e-05
RQ14:LP-DIR-AF0	RQ14:LP-DIR-AF	RQ14	87	-26	0	0	2.730e+02	1.733E+00	This study	LT-NO:LP-DIR-AF	g	308	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.0796000000000002e-05
RQ14:LP-DIR-AF1	RQ14:LP-DIR-AF	RQ14	83	-21	1.000e-02	1	2.730e+02	1.830E+00	This study	LT-AF-Z:LP-DIR-AF	g	309	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.196e-05
RQ14:LP-DIR-AF2	RQ14:LP-DIR-AF	RQ14	80	-20	1.500e-02	2	2.730e+02	1.514E+00	This study	LT-AF-Z:LP-DIR-AF	g	310	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.8168e-05
RQ14:LP-DIR-AF3	RQ14:LP-DIR-AF	RQ14	79	-20	2.000e-02	3	2.730e+02	1.264E+00	This study	LT-AF-Z:LP-DIR-AF	g	311	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.5168000000000001e-05
RQ14:LP-DIR-AF4	RQ14:LP-DIR-AF	RQ14	79	-22	2.500e-02	4	2.730e+02	1.039E+00	This study	LT-AF-Z:LP-DIR-AF	g	312	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.2468e-05
RQ14:LP-DIR-AF5	RQ14:LP-DIR-AF	RQ14	80	-22	3.000e-02	5	2.730e+02	864.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	313	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.03788e-05
RQ14:LP-DIR-AF6	RQ14:LP-DIR-AF	RQ14	83	-22	4.000e-02	6	2.730e+02	628.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	314	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	7.5468e-06
