tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	description	software_packages	timestamp	magn_moment
RQ38:LP-DIR-T13	RQ38:LP-DIR-T	RQ38		38	44	0	13	8.230e+02	94.59E-03	This study	LT-T-Z:LP-DIR-T	g	222	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.13508e-06
RQ38:LP-DIR-T14	RQ38:LP-DIR-T	RQ38		279	59	0	14	8.480e+02	14.30E-03	This study	LT-T-Z:LP-DIR-T	g	223	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.716e-07
RQ46:LP-DIR-T0	RQ46:LP-DIR-T	RQ46		350	39	0	0	2.730e+02	3.937E+00	This study	LT-NO:LP-DIR-T	g	224	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	4.7244e-05
RQ46:LP-DIR-T1	RQ46:LP-DIR-T	RQ46		348	38	0	1	3.730e+02	4.042E+00	This study	LT-T-Z:LP-DIR-T	g	225	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	4.8504e-05
RQ46:LP-DIR-T2	RQ46:LP-DIR-T	RQ46		346	38	0	2	4.230e+02	4.033E+00	This study	LT-T-Z:LP-DIR-T	g	226	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	4.839600000000001e-05
RQ46:LP-DIR-T3	RQ46:LP-DIR-T	RQ46		347	38	0	3	4.730e+02	3.958E+00	This study	LT-T-Z:LP-DIR-T	g	227	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	4.7496e-05
RQ46:LP-DIR-T4	RQ46:LP-DIR-T	RQ46		353	38	0	4	5.230e+02	3.811E+00	This study	LT-T-Z:LP-DIR-T	g	228	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	4.5732e-05
RQ46:LP-DIR-T5	RQ46:LP-DIR-T	RQ46		351	38	0	5	5.730e+02	3.468E+00	This study	LT-T-Z:LP-DIR-T	g	229	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	4.1616e-05
RQ46:LP-DIR-T6	RQ46:LP-DIR-T	RQ46		355	38	0	6	6.230e+02	2.858E+00	This study	LT-T-Z:LP-DIR-T	g	230	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	3.4296000000000005e-05
RQ46:LP-DIR-T7	RQ46:LP-DIR-T	RQ46		350	38	0	7	6.730e+02	2.396E+00	This study	LT-T-Z:LP-DIR-T	g	231	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.8752e-05
RQ46:LP-DIR-T8	RQ46:LP-DIR-T	RQ46		353	38	0	8	6.980e+02	2.158E+00	This study	LT-T-Z:LP-DIR-T	g	232	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.5896e-05
RQ46:LP-DIR-T9	RQ46:LP-DIR-T	RQ46		352	38	0	9	7.230e+02	1.964E+00	This study	LT-T-Z:LP-DIR-T	g	233	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	2.3568e-05
RQ46:LP-DIR-T10	RQ46:LP-DIR-T	RQ46		350	39	0	10	7.480e+02	1.771E+00	This study	LT-T-Z:LP-DIR-T	g	234	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	2.1252e-05
RQ46:LP-DIR-T11	RQ46:LP-DIR-T	RQ46		353	39	0	11	7.730e+02	1.537E+00	This study	LT-T-Z:LP-DIR-T	g	235	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.8443999999999998e-05
RQ46:LP-DIR-T12	RQ46:LP-DIR-T	RQ46		354	40	0	12	7.980e+02	1.186E+00	This study	LT-T-Z:LP-DIR-T	g	236	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.4232e-05
RQ46:LP-DIR-T13	RQ46:LP-DIR-T	RQ46		351	40	0	13	8.230e+02	432.4E-03	This study	LT-T-Z:LP-DIR-T	g	237	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.1888e-06
RQ46:LP-DIR-T14	RQ46:LP-DIR-T	RQ46		342	51	0	14	8.480e+02	89.90E-03	This study	LT-T-Z:LP-DIR-T	g	238	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.0788e-06
ST16:LP-DIR-T0	ST16:LP-DIR-T	ST16		130	-72	0	0	2.730e+02	2.889E+00	This study	LT-NO:LP-DIR-T	g	239	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.4668e-05
ST16:LP-DIR-T1	ST16:LP-DIR-T	ST16		132	-71	0	1	3.730e+02	3.101E+00	This study	LT-T-Z:LP-DIR-T	g	240	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.7212e-05
ST16:LP-DIR-T2	ST16:LP-DIR-T	ST16		137	-69	0	2	4.230e+02	3.201E+00	This study	LT-T-Z:LP-DIR-T	g	241	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.8412000000000004e-05
ST16:LP-DIR-T3	ST16:LP-DIR-T	ST16		136	-67	0	3	4.730e+02	2.659E+00	This study	LT-T-Z:LP-DIR-T	g	242	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.1908e-05
ST16:LP-DIR-T4	ST16:LP-DIR-T	ST16		130	-67	0	4	5.230e+02	1.209E+00	This study	LT-T-Z:LP-DIR-T	g	243	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.4508e-05
ST16:LP-DIR-T5	ST16:LP-DIR-T	ST16		138	-66	0	5	5.730e+02	982.8E-03	This study	LT-T-Z:LP-DIR-T	g	244	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.17936e-05
ST16:LP-DIR-T6	ST16:LP-DIR-T	ST16		146	-66	0	6	6.230e+02	1.048E+00	This study	LT-T-Z:LP-DIR-T	g	245	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.2576000000000001e-05
ST16:LP-DIR-T7	ST16:LP-DIR-T	ST16		147	-66	0	7	6.730e+02	936.9E-03	This study	LT-T-Z:LP-DIR-T	g	246	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.12428e-05
ST16:LP-DIR-T8	ST16:LP-DIR-T	ST16		141	-64	0	8	6.980e+02	839.9E-03	This study	LT-T-Z:LP-DIR-T	g	247	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.00788e-05
ST16:LP-DIR-T9	ST16:LP-DIR-T	ST16		138	-64	0	9	7.230e+02	768.2E-03	This study	LT-T-Z:LP-DIR-T	g	248	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	9.2184e-06
ST16:LP-DIR-T10	ST16:LP-DIR-T	ST16		136	-64	0	10	7.480e+02	739.6E-03	This study	LT-T-Z:LP-DIR-T	g	249	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	8.875200000000001e-06
ST16:LP-DIR-T11	ST16:LP-DIR-T	ST16		133	-63	0	11	7.730e+02	550.1E-03	This study	LT-T-Z:LP-DIR-T	g	250	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.6012000000000004e-06
ST16:LP-DIR-T12	ST16:LP-DIR-T	ST16		132	-61	0	12	7.980e+02	259.1E-03	This study	LT-T-Z:LP-DIR-T	g	251	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.1092000000000002e-06
ST16:LP-DIR-T13	ST16:LP-DIR-T	ST16		23	-66	0	13	8.230e+02	28.46E-03	This study	LT-T-Z:LP-DIR-T	g	252	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.4152e-07
ST17:LP-DIR-T0	ST17:LP-DIR-T	ST17		109	33	0	0	2.730e+02	1.350E+00	This study	LT-NO:LP-DIR-T	g	253	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.62e-05
ST17:LP-DIR-T1	ST17:LP-DIR-T	ST17		117	6	0	1	3.730e+02	1.371E+00	This study	LT-T-Z:LP-DIR-T	g	254	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.6452e-05
ST17:LP-DIR-T2	ST17:LP-DIR-T	ST17		113	-29	0	2	4.230e+02	2.064E+00	This study	LT-T-Z:LP-DIR-T	g	255	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.4768e-05
ST17:LP-DIR-T3	ST17:LP-DIR-T	ST17		117	-38	0	3	4.730e+02	1.865E+00	This study	LT-T-Z:LP-DIR-T	g	256	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.238e-05
ST17:LP-DIR-T4	ST17:LP-DIR-T	ST17		117	-41	0	4	5.230e+02	1.133E+00	This study	LT-T-Z:LP-DIR-T	g	257	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.3596e-05
ST17:LP-DIR-T5	ST17:LP-DIR-T	ST17		117	-50	0	5	5.730e+02	760.9E-03	This study	LT-T-Z:LP-DIR-T	g	258	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	9.1308e-06
ST17:LP-DIR-T6	ST17:LP-DIR-T	ST17		131	-50	0	6	6.230e+02	734.4E-03	This study	LT-T-Z:LP-DIR-T	g	259	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	8.812800000000001e-06
ST17:LP-DIR-T7	ST17:LP-DIR-T	ST17		142	-53	0	7	6.730e+02	650.4E-03	This study	LT-T-Z:LP-DIR-T	g	260	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.8048e-06
ST17:LP-DIR-T8	ST17:LP-DIR-T	ST17		127	-47	0	8	6.980e+02	639.0E-03	This study	LT-T-Z:LP-DIR-T	g	261	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.668e-06
ST17:LP-DIR-T9	ST17:LP-DIR-T	ST17		149	-58	0	9	7.230e+02	534.2E-03	This study	LT-T-Z:LP-DIR-T	g	262	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.4104000000000005e-06
ST17:LP-DIR-T10	ST17:LP-DIR-T	ST17		152	-63	0	10	7.480e+02	474.4E-03	This study	LT-T-Z:LP-DIR-T	g	263	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.6928e-06
ST17:LP-DIR-T11	ST17:LP-DIR-T	ST17		141	-60	0	11	7.730e+02	312.9E-03	This study	LT-T-Z:LP-DIR-T	g	264	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.7548e-06
ST17:LP-DIR-T12	ST17:LP-DIR-T	ST17		178	-54	0	12	7.980e+02	88.89E-03	This study	LT-T-Z:LP-DIR-T	g	265	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.06668e-06
ST21:LP-DIR-T0	ST21:LP-DIR-T	ST21		145	-46	0	0	2.980e+02	6.246E+00	This study	LT-LT-Z:LP-DIR-T	g	266	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	7.495200000000001e-05
ST21:LP-DIR-T1	ST21:LP-DIR-T	ST21		145	-48	0	1	3.730e+02	6.418E+00	This study	LT-T-Z:LP-DIR-T	g	267	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	7.701600000000001e-05
ST21:LP-DIR-T2	ST21:LP-DIR-T	ST21		139	-53	0	2	4.230e+02	6.962E+00	This study	LT-T-Z:LP-DIR-T	g	268	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.3544e-05
ST21:LP-DIR-T3	ST21:LP-DIR-T	ST21		141	-53	0	3	4.730e+02	7.161E+00	This study	LT-T-Z:LP-DIR-T	g	269	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.5932e-05
ST21:LP-DIR-T4	ST21:LP-DIR-T	ST21		138	-53	0	4	5.230e+02	6.939E+00	This study	LT-T-Z:LP-DIR-T	g	270	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.3268e-05
ST21:LP-DIR-T5	ST21:LP-DIR-T	ST21		135	-54	0	5	5.730e+02	6.877E+00	This study	LT-T-Z:LP-DIR-T	g	271	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.2524e-05
ST21:LP-DIR-T6	ST21:LP-DIR-T	ST21		131	-50	0	6	6.230e+02	6.682E+00	This study	LT-T-Z:LP-DIR-T	g	272	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	8.0184e-05
ST210:LP-DIR-T0	ST210:LP-DIR-T	ST210		180	-15	0	0	2.980e+02	1.647E+00	This study	LT-LT-Z:LP-DIR-T	g	273	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.9764e-05
ST210:LP-DIR-T1	ST210:LP-DIR-T	ST210		177	-36	0	1	3.730e+02	2.117E+00	This study	LT-T-Z:LP-DIR-T	g	274	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.5404e-05
ST210:LP-DIR-T2	ST210:LP-DIR-T	ST210		175	-35	0	2	4.230e+02	2.258E+00	This study	LT-T-Z:LP-DIR-T	g	275	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.7096e-05
ST210:LP-DIR-T3	ST210:LP-DIR-T	ST210		181	-56	0	3	4.730e+02	2.545E+00	This study	LT-T-Z:LP-DIR-T	g	276	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.054e-05
ST210:LP-DIR-T4	ST210:LP-DIR-T	ST210		175	-55	0	4	5.230e+02	2.541E+00	This study	LT-T-Z:LP-DIR-T	g	277	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.0492e-05
ST210:LP-DIR-T5	ST210:LP-DIR-T	ST210		181	-56	0	5	5.730e+02	2.122E+00	This study	LT-T-Z:LP-DIR-T	g	278	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5464e-05
ST210:LP-DIR-T6	ST210:LP-DIR-T	ST210		164	-18	0	6	6.230e+02	1.643E+00	This study	LT-T-Z:LP-DIR-T	g	279	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.9716000000000002e-05
ST23A:LP-DIR-T0	ST23A:LP-DIR-T	ST23A		126	-51	0	0	2.980e+02	8.361E+00	This study	LT-LT-Z:LP-DIR-T	g	280	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00010033200000000001
ST23A:LP-DIR-T1	ST23A:LP-DIR-T	ST23A		124	-52	0	1	3.730e+02	8.405E+00	This study	LT-T-Z:LP-DIR-T	g	281	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00010085999999999999
ST23A:LP-DIR-T2	ST23A:LP-DIR-T	ST23A		113	-57	0	2	4.230e+02	9.512E+00	This study	LT-T-Z:LP-DIR-T	g	282	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00011414400000000001
ST23A:LP-DIR-T3	ST23A:LP-DIR-T	ST23A		110	-58	0	3	4.730e+02	9.897E+00	This study	LT-T-Z:LP-DIR-T	g	283	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.000118764
ST23A:LP-DIR-T4	ST23A:LP-DIR-T	ST23A		112	-60	0	4	5.230e+02	9.590E+00	This study	LT-T-Z:LP-DIR-T	g	284	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00011508
ST23A:LP-DIR-T5	ST23A:LP-DIR-T	ST23A		111	-61	0	5	5.730e+02	9.210E+00	This study	LT-T-Z:LP-DIR-T	g	285	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00011052000000000002
ST23A:LP-DIR-T6	ST23A:LP-DIR-T	ST23A		110	-57	0	6	6.230e+02	8.944E+00	This study	LT-T-Z:LP-DIR-T	g	286	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	0.00010732800000000001
ST23A:LP-DIR-T7	ST23A:LP-DIR-T	ST23A		110	-59	0	7	6.730e+02	8.529E+00	This study	LT-T-Z:LP-DIR-T	g	287	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	0.000102348
ST23A:LP-DIR-T8	ST23A:LP-DIR-T	ST23A		112	-60	0	8	6.980e+02	8.158E+00	This study	LT-T-Z:LP-DIR-T	g	288	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	9.7896e-05
ST23A:LP-DIR-T9	ST23A:LP-DIR-T	ST23A		112	-59	0	9	7.230e+02	7.579E+00	This study	LT-T-Z:LP-DIR-T	g	289	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	9.0948e-05
ST23A:LP-DIR-T10	ST23A:LP-DIR-T	ST23A		111	-60	0	10	7.480e+02	6.277E+00	This study	LT-T-Z:LP-DIR-T	g	290	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	7.5324e-05
ST23A:LP-DIR-T11	ST23A:LP-DIR-T	ST23A		115	-59	0	11	7.730e+02	4.153E+00	This study	LT-T-Z:LP-DIR-T	g	291	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	4.9835999999999995e-05
ST23A:LP-DIR-T12	ST23A:LP-DIR-T	ST23A		101	-63	0	12	7.930e+02	3.176E+00	This study	LT-T-Z:LP-DIR-T	g	292	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	3.8112000000000004e-05
ST23A:LP-DIR-T13	ST23A:LP-DIR-T	ST23A		108	-61	0	13	8.130e+02	2.174E+00	This study	LT-T-Z:LP-DIR-T	g	293	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	2.6087999999999998e-05
ST23A:LP-DIR-T14	ST23A:LP-DIR-T	ST23A		124	-66	0	14	8.330e+02	817.6E-03	This study	LT-T-Z:LP-DIR-T	g	294	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	9.8112e-06
ST23A:LP-DIR-T15	ST23A:LP-DIR-T	ST23A		135	-36	0	15	8.530e+02	366.2E-03	This study	LT-T-Z:LP-DIR-T	g	295	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	4.394400000000001e-06
ST24:LP-DIR-T0	ST24:LP-DIR-T	ST24		134	-55	0	0	2.980e+02	10.32E+00	This study	LT-LT-Z:LP-DIR-T	g	296	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00012384
ST24:LP-DIR-T1	ST24:LP-DIR-T	ST24		130	-55	0	1	3.730e+02	10.34E+00	This study	LT-T-Z:LP-DIR-T	g	297	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00012408
ST24:LP-DIR-T2	ST24:LP-DIR-T	ST24		126	-57	0	2	4.230e+02	11.10E+00	This study	LT-T-Z:LP-DIR-T	g	298	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.0001332
ST24:LP-DIR-T3	ST24:LP-DIR-T	ST24		125	-59	0	3	4.730e+02	11.21E+00	This study	LT-T-Z:LP-DIR-T	g	299	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00013452
ST24:LP-DIR-T4	ST24:LP-DIR-T	ST24		126	-59	0	4	5.230e+02	10.88E+00	This study	LT-T-Z:LP-DIR-T	g	300	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00013056000000000002
ST24:LP-DIR-T5	ST24:LP-DIR-T	ST24		123	-59	0	5	5.730e+02	10.53E+00	This study	LT-T-Z:LP-DIR-T	g	301	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00012636
ST24:LP-DIR-T6	ST24:LP-DIR-T	ST24		125	-57	0	6	6.230e+02	9.934E+00	This study	LT-T-Z:LP-DIR-T	g	302	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	0.00011920799999999999
ST24:LP-DIR-T7	ST24:LP-DIR-T	ST24		124	-58	0	7	6.730e+02	9.533E+00	This study	LT-T-Z:LP-DIR-T	g	303	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	0.000114396
ST24:LP-DIR-T8	ST24:LP-DIR-T	ST24		124	-58	0	8	6.980e+02	9.038E+00	This study	LT-T-Z:LP-DIR-T	g	304	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	0.000108456
ST24:LP-DIR-T9	ST24:LP-DIR-T	ST24		123	-57	0	9	7.230e+02	8.159E+00	This study	LT-T-Z:LP-DIR-T	g	305	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	9.790800000000001e-05
ST24:LP-DIR-T10	ST24:LP-DIR-T	ST24		122	-59	0	10	7.480e+02	4.969E+00	This study	LT-T-Z:LP-DIR-T	g	306	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	5.9628000000000006e-05
ST24:LP-DIR-T11	ST24:LP-DIR-T	ST24		119	-59	0	11	7.730e+02	3.313E+00	This study	LT-T-Z:LP-DIR-T	g	307	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	3.9756000000000004e-05
ST24:LP-DIR-T12	ST24:LP-DIR-T	ST24		121	-57	0	12	7.930e+02	2.864E+00	This study	LT-T-Z:LP-DIR-T	g	308	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	3.4368e-05
ST24:LP-DIR-T13	ST24:LP-DIR-T	ST24		127	-61	0	13	8.130e+02	1.899E+00	This study	LT-T-Z:LP-DIR-T	g	309	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	2.2788e-05
ST24:LP-DIR-T14	ST24:LP-DIR-T	ST24		111	-61	0	14	8.330e+02	949.4E-03	This study	LT-T-Z:LP-DIR-T	g	310	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	1.13928e-05
ST24:LP-DIR-T15	ST24:LP-DIR-T	ST24		184	-60	0	15	8.530e+02	336.7E-03	This study	LT-T-Z:LP-DIR-T	g	311	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	4.0404e-06
ST25:LP-DIR-T0	ST25:LP-DIR-T	ST25		172	-21	0	0	2.980e+02	2.469E+00	This study	LT-LT-Z:LP-DIR-T	g	312	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.9627999999999998e-05
ST25:LP-DIR-T1	ST25:LP-DIR-T	ST25		180	-42	0	1	3.730e+02	3.031E+00	This study	LT-T-Z:LP-DIR-T	g	313	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	3.6372000000000003e-05
ST25:LP-DIR-T2	ST25:LP-DIR-T	ST25		175	-37	0	2	4.230e+02	2.423E+00	This study	LT-T-Z:LP-DIR-T	g	314	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.9076e-05
ST25:LP-DIR-T3	ST25:LP-DIR-T	ST25		178	-53	0	3	4.730e+02	2.522E+00	This study	LT-T-Z:LP-DIR-T	g	315	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.0263999999999997e-05
ST25:LP-DIR-T4	ST25:LP-DIR-T	ST25		174	-50	0	4	5.230e+02	2.399E+00	This study	LT-T-Z:LP-DIR-T	g	316	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.8788e-05
ST25:LP-DIR-T5	ST25:LP-DIR-T	ST25		183	-58	0	5	5.730e+02	1.962E+00	This study	LT-T-Z:LP-DIR-T	g	317	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.3544e-05
ST25:LP-DIR-T6	ST25:LP-DIR-T	ST25		185	-19	0	6	6.230e+02	1.707E+00	This study	LT-T-Z:LP-DIR-T	g	318	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.0484000000000002e-05
ST25:LP-DIR-T7	ST25:LP-DIR-T	ST25		136	-64	0	7	6.730e+02	1.140E+00	This study	LT-T-Z:LP-DIR-T	g	319	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.368e-05
ST25:LP-DIR-T8	ST25:LP-DIR-T	ST25		192	-56	0	8	6.980e+02	1.601E+00	This study	LT-T-Z:LP-DIR-T	g	320	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.9212000000000002e-05
ST25:LP-DIR-T9	ST25:LP-DIR-T	ST25		185	-57	0	9	7.230e+02	512.1E-03	This study	LT-T-Z:LP-DIR-T	g	321	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	6.1452e-06
ST25:LP-DIR-T10	ST25:LP-DIR-T	ST25		138	-31	0	10	7.480e+02	614.6E-03	This study	LT-T-Z:LP-DIR-T	g	322	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	7.375200000000001e-06
ST25:LP-DIR-T11	ST25:LP-DIR-T	ST25		114	-49	0	11	7.730e+02	815.8E-03	This study	LT-T-Z:LP-DIR-T	g	323	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	9.7896e-06
ST25:LP-DIR-T12	ST25:LP-DIR-T	ST25		58	-8	0	12	7.930e+02	459.7E-03	This study	LT-T-Z:LP-DIR-T	g	324	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	5.5164e-06
ST25:LP-DIR-T13	ST25:LP-DIR-T	ST25		39	51	0	13	8.130e+02	110.5E-03	This study	LT-T-Z:LP-DIR-T	g	325	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	1.326e-06
ST25:LP-DIR-T14	ST25:LP-DIR-T	ST25		358	-50	0	14	8.330e+02	262.3E-03	This study	LT-T-Z:LP-DIR-T	g	326	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	3.1475999999999997e-06
ST25:LP-DIR-T15	ST25:LP-DIR-T	ST25		132	-35	0	15	8.530e+02	268.2E-03	This study	LT-T-Z:LP-DIR-T	g	327	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	3.2184e-06
ST26:LP-DIR-T0	ST26:LP-DIR-T	ST26		149	-49	0	0	2.980e+02	3.745E+00	This study	LT-LT-Z:LP-DIR-T	g	328	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.494e-05
ST26:LP-DIR-T1	ST26:LP-DIR-T	ST26		149	-54	0	1	3.730e+02	4.384E+00	This study	LT-T-Z:LP-DIR-T	g	329	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	5.260800000000001e-05
ST26:LP-DIR-T2	ST26:LP-DIR-T	ST26		150	-52	0	2	4.230e+02	3.908E+00	This study	LT-T-Z:LP-DIR-T	g	330	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.6896e-05
ST26:LP-DIR-T3	ST26:LP-DIR-T	ST26		149	-59	0	3	4.730e+02	3.914E+00	This study	LT-T-Z:LP-DIR-T	g	331	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.6968e-05
ST26:LP-DIR-T4	ST26:LP-DIR-T	ST26		150	-59	0	4	5.230e+02	3.672E+00	This study	LT-T-Z:LP-DIR-T	g	332	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.4064000000000004e-05
ST26:LP-DIR-T5	ST26:LP-DIR-T	ST26		145	-59	0	5	5.730e+02	3.360E+00	This study	LT-T-Z:LP-DIR-T	g	333	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.032e-05
