tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_step_num	treat_temp
This study			168.0	-62.0	ST27_LP-DIR-AF	2.676e-05	2.23		273.0	ST27_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	621	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.04	6	273.0
This study			171.0	-63.0	ST27_LP-DIR-AF	1.9644e-05	1.6369999999999998		273.0	ST27_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	622	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.05	7	273.0
This study			172.0	-63.0	ST27_LP-DIR-AF	1.5095999999999999e-05	1.258		273.0	ST27_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	623	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.06	8	273.0
This study			173.0	-62.0	ST27_LP-DIR-AF	1.2335999999999998e-05	1.028		273.0	ST27_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	624	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.07	9	273.0
This study			176.0	-62.0	ST27_LP-DIR-AF	9.966e-06	0.8305		273.0	ST27_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	625	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.08	10	273.0
This study			167.0	-62.0	ST27_LP-DIR-AF	8.1888e-06	0.6824		273.0	ST27_LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	626	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.09	11	273.0
This study			167.0	-62.0	ST27_LP-DIR-AF	6.9155999999999995e-06	0.5763		273.0	ST27_LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	627	pmagpy-4.2.19	ST27	u	2013-09-08T00:00:00Z	0.1	12	273.0
This study			52.0	-12.0	ST38B_LP-DIR-AF	2.598e-05	2.165		273.0	ST38B_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	628	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			99.0	-33.0	ST38B_LP-DIR-AF	1.9284e-05	1.607		273.0	ST38B_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	629	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.01	1	273.0
This study			98.0	-36.0	ST38B_LP-DIR-AF	1.19628e-05	0.9969		273.0	ST38B_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	630	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.015	2	273.0
This study			97.0	-37.0	ST38B_LP-DIR-AF	8.238e-06	0.6865		273.0	ST38B_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	631	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.02	3	273.0
This study			98.0	-38.0	ST38B_LP-DIR-AF	6.2880000000000015e-06	0.524		273.0	ST38B_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	632	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.025	4	273.0
This study			104.0	-39.0	ST38B_LP-DIR-AF	5.6651999999999996e-06	0.4721		273.0	ST38B_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	633	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.03	5	273.0
This study			100.0	-39.0	ST38B_LP-DIR-AF	4.5288000000000014e-06	0.3774		273.0	ST38B_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	634	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.04	6	273.0
This study			102.0	-43.0	ST38B_LP-DIR-AF	4.0272e-06	0.3356		273.0	ST38B_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	635	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.05	7	273.0
This study			109.0	-39.0	ST38B_LP-DIR-AF	3.7488e-06	0.3124		273.0	ST38B_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	636	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.06	8	273.0
This study			107.0	-38.0	ST38B_LP-DIR-AF	3.4668e-06	0.2889		273.0	ST38B_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	637	pmagpy-4.2.19	ST38B	u	2013-08-29T00:00:00Z	0.07	9	273.0
This study			286.0	-27.0	ST45_LP-DIR-AF	2.2692e-05	1.891		273.0	ST45_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	638	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.0	0	273.0
This study			297.0	-36.0	ST45_LP-DIR-AF	2.8968e-05	2.414		273.0	ST45_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	639	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.01	1	273.0
This study			296.0	-38.0	ST45_LP-DIR-AF	1.8696e-05	1.558		273.0	ST45_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	640	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.015	2	273.0
This study			295.0	-40.0	ST45_LP-DIR-AF	1.1722799999999999e-05	0.9769		273.0	ST45_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	641	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.02	3	273.0
This study			295.0	-42.0	ST45_LP-DIR-AF	8.176800000000001e-06	0.6814		273.0	ST45_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	642	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.025	4	273.0
This study			290.0	-44.0	ST45_LP-DIR-AF	6.538800000000002e-06	0.5449		273.0	ST45_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	643	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.03	5	273.0
This study			294.0	-45.0	ST45_LP-DIR-AF	5.274e-06	0.4395		273.0	ST45_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	644	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.04	6	273.0
This study			296.0	-44.0	ST45_LP-DIR-AF	4.47e-06	0.3725		273.0	ST45_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	645	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.05	7	273.0
This study			292.0	-46.0	ST45_LP-DIR-AF	3.8412e-06	0.3201		273.0	ST45_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	646	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.06	8	273.0
This study			289.0	-44.0	ST45_LP-DIR-AF	3.366000000000001e-06	0.2805		273.0	ST45_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	647	pmagpy-4.2.19	ST45	u	2013-09-08T00:00:00Z	0.07	9	273.0
This study			285.0	-39.0	ST46_LP-DIR-AF	5.947200000000001e-05	4.956		273.0	ST46_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	648	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			298.0	-36.0	ST46_LP-DIR-AF	5.2236000000000006e-05	4.353		273.0	ST46_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	649	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.01	1	273.0
This study			298.0	-36.0	ST46_LP-DIR-AF	3.1764e-05	2.647		273.0	ST46_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	650	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.015	2	273.0
This study			296.0	-37.0	ST46_LP-DIR-AF	1.8888000000000006e-05	1.574		273.0	ST46_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	651	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.02	3	273.0
This study			295.0	-38.0	ST46_LP-DIR-AF	1.13112e-05	0.9426		273.0	ST46_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	652	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.025	4	273.0
This study			292.0	-39.0	ST46_LP-DIR-AF	7.6824e-06	0.6402		273.0	ST46_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	653	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.03	5	273.0
This study			292.0	-40.0	ST46_LP-DIR-AF	5.0688000000000005e-06	0.4224		273.0	ST46_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	654	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.04	6	273.0
This study			288.0	-42.0	ST46_LP-DIR-AF	4.2864e-06	0.3572		273.0	ST46_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	655	pmagpy-4.2.19	ST46	u	2013-08-29T00:00:00Z	0.05	7	273.0
This study			239.0	-51.0	BR12_LP-DIR-T	7.0452e-06	0.5871		273.0	BR12_LP-DIR-T0	LT-NO:LP-DIR-T	g	656	pmagpy-4.2.19	BR12	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			275.0	-71.0	BR12_LP-DIR-T	1.2612e-05	1.051		273.0	BR12_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	657	pmagpy-4.2.19	BR12	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			267.0	-79.0	BR12_LP-DIR-T	1.0495199999999999e-05	0.8746		273.0	BR12_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	658	pmagpy-4.2.19	BR12	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			282.0	-80.0	BR12_LP-DIR-T	9.108e-06	0.759		273.0	BR12_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	659	pmagpy-4.2.19	BR12	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			296.0	-82.0	BR12_LP-DIR-T	1.07268e-05	0.8939		273.0	BR12_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	660	pmagpy-4.2.19	BR12	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			286.0	-75.0	BR12_LP-DIR-T	1.0986e-05	0.9155		273.0	BR12_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	661	pmagpy-4.2.19	BR12	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			292.0	-74.0	BR12_LP-DIR-T	1.07724e-05	0.8977		273.0	BR12_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	662	pmagpy-4.2.19	BR12	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			278.0	-74.0	BR12_LP-DIR-T	1.07892e-05	0.8991		273.0	BR12_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	663	pmagpy-4.2.19	BR12	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			289.0	-76.0	BR12_LP-DIR-T	9.6648e-06	0.8054		273.0	BR12_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	664	pmagpy-4.2.19	BR12	u	2013-08-25T00:00:00Z	0.0	8	698.0
This study			262.0	-80.0	BR12_LP-DIR-T	8.708400000000001e-06	0.7257		273.0	BR12_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	665	pmagpy-4.2.19	BR12	u	2013-08-26T00:00:00Z	0.0	9	723.0
This study			293.0	-74.0	BR12_LP-DIR-T	7.1688000000000016e-06	0.5974		273.0	BR12_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	666	pmagpy-4.2.19	BR12	u	2013-08-26T00:00:00Z	0.0	10	748.0
This study			239.0	-78.0	BR12_LP-DIR-T	4.8672000000000014e-06	0.4056		273.0	BR12_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	667	pmagpy-4.2.19	BR12	u	2013-08-27T00:00:00Z	0.0	11	773.0
This study			225.0	-66.0	BR12_LP-DIR-T	2.5932e-06	0.2161		273.0	BR12_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	668	pmagpy-4.2.19	BR12	u	2013-08-27T00:00:00Z	0.0	12	798.0
This study			189.0	-43.0	BR12_LP-DIR-T	1.2768e-06	0.1064		273.0	BR12_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	669	pmagpy-4.2.19	BR12	u	2013-08-28T00:00:00Z	0.0	13	823.0
This study			181.0	-28.0	BR12_LP-DIR-T	2.4840000000000003e-07	0.0207		273.0	BR12_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	670	pmagpy-4.2.19	BR12	u	2013-08-28T00:00:00Z	0.0	14	848.0
This study			339.0	-74.0	BR13_LP-DIR-T	6.585599999999998e-06	0.5488		273.0	BR13_LP-DIR-T0	LT-NO:LP-DIR-T	g	671	pmagpy-4.2.19	BR13	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			313.0	-68.0	BR13_LP-DIR-T	1.3608e-05	1.1340000000000001		273.0	BR13_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	672	pmagpy-4.2.19	BR13	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			284.0	-71.0	BR13_LP-DIR-T	1.0812e-05	0.901		273.0	BR13_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	673	pmagpy-4.2.19	BR13	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			331.0	-75.0	BR13_LP-DIR-T	9.463200000000001e-06	0.7886		273.0	BR13_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	674	pmagpy-4.2.19	BR13	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			313.0	-71.0	BR13_LP-DIR-T	1.06608e-05	0.8884		273.0	BR13_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	675	pmagpy-4.2.19	BR13	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			306.0	-73.0	BR13_LP-DIR-T	1.0284e-05	0.857		273.0	BR13_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	676	pmagpy-4.2.19	BR13	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			323.0	-69.0	BR13_LP-DIR-T	9.942e-06	0.8285		273.0	BR13_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	677	pmagpy-4.2.19	BR13	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			303.0	-66.0	BR13_LP-DIR-T	1.0482e-05	0.8735		273.0	BR13_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	678	pmagpy-4.2.19	BR13	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			308.0	-63.0	BR13_LP-DIR-T	9.2964e-06	0.7747		273.0	BR13_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	679	pmagpy-4.2.19	BR13	u	2013-08-25T00:00:00Z	0.0	8	698.0
This study			308.0	-65.0	BR13_LP-DIR-T	7.746e-06	0.6455		273.0	BR13_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	680	pmagpy-4.2.19	BR13	u	2013-08-26T00:00:00Z	0.0	9	723.0
This study			313.0	-72.0	BR13_LP-DIR-T	6.094800000000001e-06	0.5079		273.0	BR13_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	681	pmagpy-4.2.19	BR13	u	2013-08-26T00:00:00Z	0.0	10	748.0
This study			290.0	-67.0	BR13_LP-DIR-T	4.4136e-06	0.3678		273.0	BR13_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	682	pmagpy-4.2.19	BR13	u	2013-08-27T00:00:00Z	0.0	11	773.0
This study			268.0	-56.0	BR13_LP-DIR-T	2.0988e-06	0.1749		273.0	BR13_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	683	pmagpy-4.2.19	BR13	u	2013-08-27T00:00:00Z	0.0	12	798.0
This study			230.0	-43.0	BR13_LP-DIR-T	8.946000000000002e-07	0.07455		273.0	BR13_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	684	pmagpy-4.2.19	BR13	u	2013-08-28T00:00:00Z	0.0	13	823.0
This study			243.0	-60.0	BR14A_LP-DIR-T	9.588e-06	0.799		273.0	BR14A_LP-DIR-T0	LT-NO:LP-DIR-T	g	685	pmagpy-4.2.19	BR14A	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			285.0	-68.0	BR14A_LP-DIR-T	1.2888e-05	1.074		273.0	BR14A_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	686	pmagpy-4.2.19	BR14A	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			266.0	-73.0	BR14A_LP-DIR-T	8.2188e-06	0.6849		273.0	BR14A_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	687	pmagpy-4.2.19	BR14A	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			284.0	-78.0	BR14A_LP-DIR-T	8.28e-06	0.69		273.0	BR14A_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	688	pmagpy-4.2.19	BR14A	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			310.0	-74.0	BR14A_LP-DIR-T	9.8796e-06	0.8233		273.0	BR14A_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	689	pmagpy-4.2.19	BR14A	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			302.0	-68.0	BR14A_LP-DIR-T	9.7548e-06	0.8129		273.0	BR14A_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	690	pmagpy-4.2.19	BR14A	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			299.0	-74.0	BR14A_LP-DIR-T	9.912000000000001e-06	0.826		273.0	BR14A_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	691	pmagpy-4.2.19	BR14A	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			305.0	-68.0	BR14A_LP-DIR-T	1.0346400000000001e-05	0.8622		273.0	BR14A_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	692	pmagpy-4.2.19	BR14A	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			305.0	-69.0	BR14A_LP-DIR-T	8.5164e-06	0.7097		273.0	BR14A_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	693	pmagpy-4.2.19	BR14A	u	2013-08-25T00:00:00Z	0.0	8	698.0
This study			302.0	-69.0	BR14A_LP-DIR-T	7.4952000000000015e-06	0.6246		273.0	BR14A_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	694	pmagpy-4.2.19	BR14A	u	2013-08-26T00:00:00Z	0.0	9	723.0
This study			288.0	-68.0	BR14A_LP-DIR-T	5.9136e-06	0.4928		273.0	BR14A_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	695	pmagpy-4.2.19	BR14A	u	2013-08-26T00:00:00Z	0.0	10	748.0
This study			280.0	-67.0	BR14A_LP-DIR-T	3.6456e-06	0.3038		273.0	BR14A_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	696	pmagpy-4.2.19	BR14A	u	2013-08-27T00:00:00Z	0.0	11	773.0
This study			208.0	-63.0	BR14A_LP-DIR-T	1.9068e-06	0.1589		273.0	BR14A_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	697	pmagpy-4.2.19	BR14A	u	2013-08-27T00:00:00Z	0.0	12	798.0
This study			222.0	-36.0	BR14A_LP-DIR-T	8.1264e-07	0.06772		273.0	BR14A_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	698	pmagpy-4.2.19	BR14A	u	2013-08-28T00:00:00Z	0.0	13	823.0
This study			205.0	2.0	BR211_LP-DIR-T	1.02708e-05	0.8559		273.0	BR211_LP-DIR-T0	LT-NO:LP-DIR-T	g	699	pmagpy-4.2.19	BR211	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			212.0	-6.0	BR211_LP-DIR-T	8.856e-06	0.738		273.0	BR211_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	700	pmagpy-4.2.19	BR211	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			253.0	-30.0	BR211_LP-DIR-T	9.6984e-06	0.8082		273.0	BR211_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	701	pmagpy-4.2.19	BR211	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			288.0	-34.0	BR211_LP-DIR-T	1.1353200000000003e-05	0.9461		273.0	BR211_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	702	pmagpy-4.2.19	BR211	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			295.0	-34.0	BR211_LP-DIR-T	6.3624e-06	0.5302		273.0	BR211_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	703	pmagpy-4.2.19	BR211	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			285.0	-38.0	BR211_LP-DIR-T	5.0628e-06	0.4219		273.0	BR211_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	704	pmagpy-4.2.19	BR211	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			288.0	-37.0	BR211_LP-DIR-T	5.2380000000000005e-06	0.4365		273.0	BR211_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	705	pmagpy-4.2.19	BR211	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			274.0	-37.0	BR211_LP-DIR-T	4.3308e-06	0.3609		273.0	BR211_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	706	pmagpy-4.2.19	BR211	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			292.0	-33.0	BR211_LP-DIR-T	4.1052e-06	0.3421		273.0	BR211_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	707	pmagpy-4.2.19	BR211	u	2013-08-25T00:00:00Z	0.0	8	698.0
This study			283.0	-38.0	BR211_LP-DIR-T	2.8488e-06	0.2374		273.0	BR211_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	708	pmagpy-4.2.19	BR211	u	2013-08-26T00:00:00Z	0.0	9	723.0
This study			277.0	-36.0	BR211_LP-DIR-T	2.1204e-06	0.1767		273.0	BR211_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	709	pmagpy-4.2.19	BR211	u	2013-08-26T00:00:00Z	0.0	10	748.0
This study			287.0	-36.0	BR211_LP-DIR-T	7.885200000000002e-07	0.06571		273.0	BR211_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	710	pmagpy-4.2.19	BR211	u	2013-08-27T00:00:00Z	0.0	11	773.0
This study			217.0	-30.0	BR211_LP-DIR-T	4.0872e-07	0.03406		273.0	BR211_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	711	pmagpy-4.2.19	BR211	u	2013-08-27T00:00:00Z	0.0	12	798.0
This study			162.0	40.0	BR29A_LP-DIR-T	2.268e-05	1.89		273.0	BR29A_LP-DIR-T0	LT-NO:LP-DIR-T	g	712	pmagpy-4.2.19	BR29A	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			165.0	43.0	BR29A_LP-DIR-T	1.5467999999999998e-05	1.2890000000000001		273.0	BR29A_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	713	pmagpy-4.2.19	BR29A	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			232.0	-2.0	BR29A_LP-DIR-T	6.2496e-06	0.5208		273.0	BR29A_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	714	pmagpy-4.2.19	BR29A	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			280.0	-36.0	BR29A_LP-DIR-T	1.2396e-05	1.033		273.0	BR29A_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	715	pmagpy-4.2.19	BR29A	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			285.0	-36.0	BR29A_LP-DIR-T	1.242e-05	1.035		273.0	BR29A_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	716	pmagpy-4.2.19	BR29A	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			281.0	-38.0	BR29A_LP-DIR-T	9.6972e-06	0.8081		273.0	BR29A_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	717	pmagpy-4.2.19	BR29A	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			287.0	-43.0	BR29A_LP-DIR-T	8.599199999999999e-06	0.7166		273.0	BR29A_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	718	pmagpy-4.2.19	BR29A	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			281.0	-41.0	BR29A_LP-DIR-T	7.2515999999999985e-06	0.6043		273.0	BR29A_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	719	pmagpy-4.2.19	BR29A	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			272.0	-43.0	BR29A_LP-DIR-T	5.4864e-06	0.4572		273.0	BR29A_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	720	pmagpy-4.2.19	BR29A	u	2013-08-25T00:00:00Z	0.0	8	698.0
This study			281.0	-41.0	BR29A_LP-DIR-T	4.0680000000000015e-06	0.339		273.0	BR29A_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	721	pmagpy-4.2.19	BR29A	u	2013-08-26T00:00:00Z	0.0	9	723.0
This study			264.0	-33.0	BR29A_LP-DIR-T	2.58e-06	0.215		273.0	BR29A_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	722	pmagpy-4.2.19	BR29A	u	2013-08-26T00:00:00Z	0.0	10	748.0
This study			209.0	-43.0	BR29A_LP-DIR-T	4.778399999999999e-07	0.03982		273.0	BR29A_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	723	pmagpy-4.2.19	BR29A	u	2013-08-27T00:00:00Z	0.0	11	773.0
This study			65.0	-57.0	MF15A_LP-DIR-T	2.664e-05	2.22		273.0	MF15A_LP-DIR-T0	LT-NO:LP-DIR-T	g	724	pmagpy-4.2.19	MF15A	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			65.0	-55.0	MF15A_LP-DIR-T	2.916e-05	2.43		273.0	MF15A_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	725	pmagpy-4.2.19	MF15A	u	2013-08-18T00:00:00Z	0.0	1	373.0
This study			67.0	-52.0	MF15A_LP-DIR-T	2.9951999999999997e-05	2.496		273.0	MF15A_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	726	pmagpy-4.2.19	MF15A	u	2013-08-19T00:00:00Z	0.0	2	423.0
This study			69.0	-54.0	MF15A_LP-DIR-T	2.2392e-05	1.8659999999999999		273.0	MF15A_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	727	pmagpy-4.2.19	MF15A	u	2013-08-19T00:00:00Z	0.0	3	473.0
This study			71.0	-55.0	MF15A_LP-DIR-T	1.8672e-05	1.556		273.0	MF15A_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	728	pmagpy-4.2.19	MF15A	u	2013-08-20T00:00:00Z	0.0	4	523.0
This study			70.0	-55.0	MF15A_LP-DIR-T	1.5024e-05	1.252		273.0	MF15A_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	729	pmagpy-4.2.19	MF15A	u	2013-08-20T00:00:00Z	0.0	5	573.0
This study			75.0	-55.0	MF15A_LP-DIR-T	1.5072e-05	1.256		273.0	MF15A_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	730	pmagpy-4.2.19	MF15A	u	2013-08-21T00:00:00Z	0.0	6	623.0
This study			74.0	-55.0	MF15A_LP-DIR-T	1.3908e-05	1.159		273.0	MF15A_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	731	pmagpy-4.2.19	MF15A	u	2013-08-25T00:00:00Z	0.0	7	673.0
This study			74.0	-53.0	MF15A_LP-DIR-T	1.3488000000000004e-05	1.124		273.0	MF15A_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	732	pmagpy-4.2.19	MF15A	u	2013-08-25T00:00:00Z	0.0	8	698.0
