tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study	average of multiple measurements.	83.3	16.5	-24.9	318-U1361A-018X-6-W-89-LP-DIR-AF						1.376e-09				0		0	0										273		318-U1361A-018X-6-W-89-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2162	pmagpy-2.36	318-U1361A-018X-6-W-89	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	81.5	20.1	-14.2	318-U1361A-018X-6-W-89-LP-DIR-AF						1.287e-09				0		0	0										273		318-U1361A-018X-6-W-89-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2163	pmagpy-2.36	318-U1361A-018X-6-W-89	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	79.7	21.1	-12.2	318-U1361A-018X-6-W-89-LP-DIR-AF						1.134e-09				0		0	0										273		318-U1361A-018X-6-W-89-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2164	pmagpy-2.36	318-U1361A-018X-6-W-89	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	87.2	18.7	-43.4	318-U1361A-018X-6-W-89-LP-DIR-AF						5.673e-10				0		0	0										273		318-U1361A-018X-6-W-89-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2165	pmagpy-2.36	318-U1361A-018X-6-W-89	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	26.3	148.6	56.7	318-U1361A-020X-3-W-10-LP-DIR-AF						1.7119999999999999e-09				0		0	0										273		318-U1361A-020X-3-W-10-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2166	pmagpy-2.36	318-U1361A-020X-3-W-10	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	13.4	163.4	15.6	318-U1361A-020X-3-W-10-LP-DIR-AF						7.969999999999999e-10				0		0	0										273		318-U1361A-020X-3-W-10-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2167	pmagpy-2.36	318-U1361A-020X-3-W-10	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	28.5	166.0	32	318-U1361A-020X-3-W-10-LP-DIR-AF						7.153999999999999e-10				0		0	0										273		318-U1361A-020X-3-W-10-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2168	pmagpy-2.36	318-U1361A-020X-3-W-10	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	44.2	172.1	16.3	318-U1361A-020X-3-W-10-LP-DIR-AF						6.054e-10				0		0	0										273		318-U1361A-020X-3-W-10-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2169	pmagpy-2.36	318-U1361A-020X-3-W-10	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	33.7	134.9	62.4	318-U1361A-020X-3-W-10-LP-DIR-AF						5.636e-10				0		0	0										273		318-U1361A-020X-3-W-10-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2170	pmagpy-2.36	318-U1361A-020X-3-W-10	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	67.5	143.5	-15.8	318-U1361A-020X-5-W-20-LP-DIR-AF						1.907e-09				0		0	0										273		318-U1361A-020X-5-W-20-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2171	pmagpy-2.36	318-U1361A-020X-5-W-20	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	57.7	153.2	-37.2	318-U1361A-020X-5-W-20-LP-DIR-AF						1.439e-09				0		0	0										273		318-U1361A-020X-5-W-20-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2172	pmagpy-2.36	318-U1361A-020X-5-W-20	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	56.2	164.0	-38.5	318-U1361A-020X-5-W-20-LP-DIR-AF						1.142e-09				0		0	0										273		318-U1361A-020X-5-W-20-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2173	pmagpy-2.36	318-U1361A-020X-5-W-20	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	57.4	161.9	-29	318-U1361A-020X-5-W-20-LP-DIR-AF						8.652e-10				0		0	0										273		318-U1361A-020X-5-W-20-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2174	pmagpy-2.36	318-U1361A-020X-5-W-20	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	49.8	170.4	-14.4	318-U1361A-020X-5-W-20-LP-DIR-AF						6.439e-10				0		0	0										273		318-U1361A-020X-5-W-20-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2175	pmagpy-2.36	318-U1361A-020X-5-W-20	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	10.6	299.1	58.1	318-U1361A-023X-6-W-91-LP-DIR-AF						3.948e-08				0		0	0										273		318-U1361A-023X-6-W-91-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2176	pmagpy-2.36	318-U1361A-023X-6-W-91	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	3.7	309.5	48.6	318-U1361A-023X-6-W-91-LP-DIR-AF						2.0659999999999998e-08				0		0	0										273		318-U1361A-023X-6-W-91-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2177	pmagpy-2.36	318-U1361A-023X-6-W-91	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	2.6	316.0	50.2	318-U1361A-023X-6-W-91-LP-DIR-AF						1.6119999999999998e-08				0		0	0										273		318-U1361A-023X-6-W-91-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2178	pmagpy-2.36	318-U1361A-023X-6-W-91	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	4.7	315.7	50.8	318-U1361A-023X-6-W-91-LP-DIR-AF						1.2609999999999998e-08				0		0	0										273		318-U1361A-023X-6-W-91-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2179	pmagpy-2.36	318-U1361A-023X-6-W-91	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	6.1	318.3	49.9	318-U1361A-023X-6-W-91-LP-DIR-AF						7.9e-09				0		0	0										273		318-U1361A-023X-6-W-91-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2180	pmagpy-2.36	318-U1361A-023X-6-W-91	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	80.3	290.7	13.4	318-U1361A-024X-1-W-131-LP-DIR-AF						2.0030000000000002e-09				0		0	0										273		318-U1361A-024X-1-W-131-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2181	pmagpy-2.36	318-U1361A-024X-1-W-131	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	82.8	282.9	-7.6	318-U1361A-024X-1-W-131-LP-DIR-AF						1.065e-09				0		0	0										273		318-U1361A-024X-1-W-131-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2182	pmagpy-2.36	318-U1361A-024X-1-W-131	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	80	284.6	-10.1	318-U1361A-024X-1-W-131-LP-DIR-AF						8.788e-10				0		0	0										273		318-U1361A-024X-1-W-131-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2183	pmagpy-2.36	318-U1361A-024X-1-W-131	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	79.1	290.4	-12.6	318-U1361A-024X-1-W-131-LP-DIR-AF						7.874000000000001e-10				0		0	0										273		318-U1361A-024X-1-W-131-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2184	pmagpy-2.36	318-U1361A-024X-1-W-131	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	75.7	285.5	-1.8	318-U1361A-024X-1-W-131-LP-DIR-AF						5.953999999999999e-10				0		0	0										273		318-U1361A-024X-1-W-131-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2185	pmagpy-2.36	318-U1361A-024X-1-W-131	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	2.5	133.5	82.8	318-U1361A-025X-1-W-103-LP-DIR-AF						2.94e-08				0		0	0										273		318-U1361A-025X-1-W-103-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2186	pmagpy-2.36	318-U1361A-025X-1-W-103	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	3.6	114.0	86.1	318-U1361A-025X-1-W-103-LP-DIR-AF						1.901e-08				0		0	0										273		318-U1361A-025X-1-W-103-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2187	pmagpy-2.36	318-U1361A-025X-1-W-103	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	2.6	102.8	85.1	318-U1361A-025X-1-W-103-LP-DIR-AF						1.543e-08				0		0	0										273		318-U1361A-025X-1-W-103-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2188	pmagpy-2.36	318-U1361A-025X-1-W-103	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	4.6	95.0	84.3	318-U1361A-025X-1-W-103-LP-DIR-AF						1.272e-08				0		0	0										273		318-U1361A-025X-1-W-103-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2189	pmagpy-2.36	318-U1361A-025X-1-W-103	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	6.5	136.8	84.1	318-U1361A-025X-1-W-103-LP-DIR-AF						7.836e-09				0		0	0										273		318-U1361A-025X-1-W-103-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2190	pmagpy-2.36	318-U1361A-025X-1-W-103	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	4.9	299.1	81.6	318-U1361A-025X-3-W-32-LP-DIR-AF						1.9369999999999997e-08				0		0	0										273		318-U1361A-025X-3-W-32-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2191	pmagpy-2.36	318-U1361A-025X-3-W-32	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	7.5	298.9	75.3	318-U1361A-025X-3-W-32-LP-DIR-AF						1.2070000000000002e-08				0		0	0										273		318-U1361A-025X-3-W-32-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2192	pmagpy-2.36	318-U1361A-025X-3-W-32	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	5.3	308.4	75.3	318-U1361A-025X-3-W-32-LP-DIR-AF						9.703000000000001e-09				0		0	0										273		318-U1361A-025X-3-W-32-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2193	pmagpy-2.36	318-U1361A-025X-3-W-32	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	6.4	301.1	75.5	318-U1361A-025X-3-W-32-LP-DIR-AF						7.68e-09				0		0	0										273		318-U1361A-025X-3-W-32-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2194	pmagpy-2.36	318-U1361A-025X-3-W-32	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	8.1	300.7	78.3	318-U1361A-025X-3-W-32-LP-DIR-AF						4.6860000000000006e-09				0		0	0										273		318-U1361A-025X-3-W-32-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2195	pmagpy-2.36	318-U1361A-025X-3-W-32	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	64	324.0	68.5	318-U1361A-025X-7-W-21-LP-DIR-AF						2.297e-09				0		0	0										273		318-U1361A-025X-7-W-21-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2196	pmagpy-2.36	318-U1361A-025X-7-W-21	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	59.8	323.2	29.6	318-U1361A-025X-7-W-21-LP-DIR-AF						1.167e-09				0		0	0										273		318-U1361A-025X-7-W-21-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2197	pmagpy-2.36	318-U1361A-025X-7-W-21	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	62.9	317.3	19.7	318-U1361A-025X-7-W-21-LP-DIR-AF						8.555e-10				0		0	0										273		318-U1361A-025X-7-W-21-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2198	pmagpy-2.36	318-U1361A-025X-7-W-21	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	55.1	316.9	11.8	318-U1361A-025X-7-W-21-LP-DIR-AF						8.592000000000001e-10				0		0	0										273		318-U1361A-025X-7-W-21-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2199	pmagpy-2.36	318-U1361A-025X-7-W-21	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	50.7	313.9	4	318-U1361A-025X-7-W-21-LP-DIR-AF						8.702e-10				0		0	0										273		318-U1361A-025X-7-W-21-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2200	pmagpy-2.36	318-U1361A-025X-7-W-21	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	16	295.5	71.9	318-U1361A-026X-5-W-18-LP-DIR-AF						4.718e-09				0		0	0										273		318-U1361A-026X-5-W-18-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2201	pmagpy-2.36	318-U1361A-026X-5-W-18	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	22.6	301.7	45.3	318-U1361A-026X-5-W-18-LP-DIR-AF						1.695e-09				0		0	0										273		318-U1361A-026X-5-W-18-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2202	pmagpy-2.36	318-U1361A-026X-5-W-18	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	14.6	303.3	38.2	318-U1361A-026X-5-W-18-LP-DIR-AF						1.259e-09				0		0	0										273		318-U1361A-026X-5-W-18-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2203	pmagpy-2.36	318-U1361A-026X-5-W-18	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	2.8	315.4	32.6	318-U1361A-026X-5-W-18-LP-DIR-AF						9.858e-10				0		0	0										273		318-U1361A-026X-5-W-18-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2204	pmagpy-2.36	318-U1361A-026X-5-W-18	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	14.4	329.0	28.1	318-U1361A-026X-5-W-18-LP-DIR-AF						8.774e-10				0		0	0										273		318-U1361A-026X-5-W-18-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2205	pmagpy-2.36	318-U1361A-026X-5-W-18	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	7.1	225.3	76.9	318-U1361A-029X-1-W-113-LP-DIR-AF						4.941e-09				0		0	0										273		318-U1361A-029X-1-W-113-LP-DIR-AF-1	LT-AF-Z:DE-VM:LP-DIR-AF	g	2206	pmagpy-2.36	318-U1361A-029X-1-W-113	u					2010-03-01T20:42:51Z	0.005				0				0	0				1	273			
	This study	average of multiple measurements.	16.6	221.4	66.1	318-U1361A-029X-1-W-113-LP-DIR-AF						1.099e-09				0		0	0										273		318-U1361A-029X-1-W-113-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2207	pmagpy-2.36	318-U1361A-029X-1-W-113	u					2010-03-01T21:18:27Z	0.01				0				0	0				2	273			
	This study	average of multiple measurements.	24	208.8	42.7	318-U1361A-029X-1-W-113-LP-DIR-AF						4.666e-10				0		0	0										273		318-U1361A-029X-1-W-113-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2208	pmagpy-2.36	318-U1361A-029X-1-W-113	u					2010-03-01T21:36:35Z	0.015				0				0	0				3	273			
	This study	average of multiple measurements.	22.6	199.9	42.7	318-U1361A-029X-1-W-113-LP-DIR-AF						4.386e-10				0		0	0										273		318-U1361A-029X-1-W-113-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2209	pmagpy-2.36	318-U1361A-029X-1-W-113	u					2010-03-01T21:54:14Z	0.02				0				0	0				4	273			
	This study	average of multiple measurements.	48.7	174.6	40.3	318-U1361A-029X-1-W-113-LP-DIR-AF						2.9910000000000003e-10				0		0	0										273		318-U1361A-029X-1-W-113-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2210	pmagpy-2.36	318-U1361A-029X-1-W-113	u					2010-03-01T23:47:34Z	0.03				0				0	0				5	273			
	This study	average of multiple measurements.	16.7	167.4	52.9	318-U1361A-032X-1-W-75-LP-DIR-AF						3.615e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-1	LT-NO:DE-VM:LP-DIR-AF	g	2211	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T09:37:33Z	0				0				0	0				1	273			
	This study	average of multiple measurements.	14.2	22.1	-71.3	318-U1361A-032X-1-W-75-LP-DIR-AF						3.8150000000000003e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2212	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T10:01:14Z	0.005				0				0	0				2	273			
	This study	average of multiple measurements.	12.1	21.2	-58.8	318-U1361A-032X-1-W-75-LP-DIR-AF						3.6060000000000003e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2213	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T10:56:17Z	0.01				0				0	0				3	273			
	This study	average of multiple measurements.	31	316.5	-63.8	318-U1361A-032X-1-W-75-LP-DIR-AF						2.457e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2214	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T11:22:41Z	0.015				0				0	0				4	273			
	This study	average of multiple measurements.	38.8	309.2	-42.2	318-U1361A-032X-1-W-75-LP-DIR-AF						1.798e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2215	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T12:04:12Z	0.02				0				0	0				5	273			
	This study	average of multiple measurements.	60	342.5	4.9	318-U1361A-032X-1-W-75-LP-DIR-AF						1.425e-10				0		0	0										273		318-U1361A-032X-1-W-75-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	2216	pmagpy-2.36	318-U1361A-032X-1-W-75	u					2010-03-01T13:01:32Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	20.3	174.2	10.3	318-U1361A-032X-2-W-41-LP-DIR-AF						5.037e-10				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-1	LT-NO:DE-VM:LP-DIR-AF	g	2217	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T09:37:33Z	0				0				0	0				1	273			
	This study	average of multiple measurements.	6	35.7	-85.6	318-U1361A-032X-2-W-41-LP-DIR-AF						1.017e-09				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2218	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T10:01:14Z	0.005				0				0	0				2	273			
	This study	average of multiple measurements.	4.5	18.9	-86.2	318-U1361A-032X-2-W-41-LP-DIR-AF						1.075e-09				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2219	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T10:56:17Z	0.01				0				0	0				3	273			
	This study	average of multiple measurements.	11.8	147.0	-84.2	318-U1361A-032X-2-W-41-LP-DIR-AF						8.048999999999999e-10				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2220	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T11:22:41Z	0.015				0				0	0				4	273			
	This study	average of multiple measurements.	6.5	100.6	-77	318-U1361A-032X-2-W-41-LP-DIR-AF						6.526e-10				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2221	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T12:04:12Z	0.02				0				0	0				5	273			
	This study	average of multiple measurements.	17.5	282.5	-84.1	318-U1361A-032X-2-W-41-LP-DIR-AF						4.885e-10				0		0	0										273		318-U1361A-032X-2-W-41-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	2222	pmagpy-2.36	318-U1361A-032X-2-W-41	u					2010-03-01T13:01:33Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	43.3	120.3	-35.8	318-U1361A-032X-3-W-34-LP-DIR-AF						3.684e-10				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-1	LT-NO:DE-VM:LP-DIR-AF	g	2223	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T14:54:57Z	0				0				0	0				1	273			
	This study	average of multiple measurements.	6.7	92.0	-75.6	318-U1361A-032X-3-W-34-LP-DIR-AF						1.039e-09				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2224	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T15:13:30Z	0.005				0				0	0				2	273			
	This study	average of multiple measurements.	6.5	55.2	-77.2	318-U1361A-032X-3-W-34-LP-DIR-AF						1.001e-09				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2225	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T15:34:21Z	0.01				0				0	0				3	273			
	This study	average of multiple measurements.	10.4	42.2	-71.8	318-U1361A-032X-3-W-34-LP-DIR-AF						8.979e-10				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2226	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T15:54:26Z	0.015				0				0	0				4	273			
	This study	average of multiple measurements.	5.5	43.7	-71.1	318-U1361A-032X-3-W-34-LP-DIR-AF						6.951e-10				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2227	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T16:13:33Z	0.02				0				0	0				5	273			
	This study	average of multiple measurements.	22.3	47.1	-53.6	318-U1361A-032X-3-W-34-LP-DIR-AF						5.326e-10				0		0	0										273		318-U1361A-032X-3-W-34-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	2228	pmagpy-2.36	318-U1361A-032X-3-W-34	u					2010-03-01T16:40:39Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	30	136.4	-13	318-U1361A-032X-4-W-110-LP-DIR-AF						5.811e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-1	LT-NO:DE-VM:LP-DIR-AF	g	2229	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T14:54:57Z	0				0				0	0				1	273			
	This study	average of multiple measurements.	19	113.3	10.1	318-U1361A-032X-4-W-110-LP-DIR-AF						8.12e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	2230	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T15:13:30Z	0.005				0				0	0				2	273			
	This study	average of multiple measurements.	23.3	110.1	14.8	318-U1361A-032X-4-W-110-LP-DIR-AF						6.815e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	2231	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T15:34:21Z	0.01				0				0	0				3	273			
	This study	average of multiple measurements.	19.4	106.6	8.9	318-U1361A-032X-4-W-110-LP-DIR-AF						5.844e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	2232	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T15:54:26Z	0.015				0				0	0				4	273			
	This study	average of multiple measurements.	23.6	111.8	-4	318-U1361A-032X-4-W-110-LP-DIR-AF						4.0389999999999997e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	2233	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T16:13:33Z	0.02				0				0	0				5	273			
	This study	average of multiple measurements.	51.9	122.4	-1.2	318-U1361A-032X-4-W-110-LP-DIR-AF						2.611e-10				0		0	0										273		318-U1361A-032X-4-W-110-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	2234	pmagpy-2.36	318-U1361A-032X-4-W-110	u					2010-03-01T16:40:39Z	0.03				0				0	0				6	273			
