tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
Saiko	This study		0.4	57.8	-21.0	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	1.882e-08	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.5	50.3	-22.1	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	7.321e-09	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.4	38.1	-18.8	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	3.078e-09	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.5	28.5	-13.8	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	1.474e-09	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.4	32.1	-9.0	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	6.999e-10	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.5	58.0	-36.5	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	1.297e-07	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.4	54.3	-32.9	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	1.095e-07	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.4	55.2	-29.2	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	7.690e-08	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	55.2	-28.0	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	5.611e-08	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.6	58.9	-27.9	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	5.106e-08	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.4	58.8	-27.5	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	4.621e-08	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	59.8	-27.3	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	4.198e-08	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		1.6	59.9	-27.1	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	3.782e-08	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.3	62.4	-25.9	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	3.017e-08	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.4	58.9	-25.6	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	2.078e-08	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.4	52.7	-24.3	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	9.919e-09	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.4	21.3	-17.2	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	4.373e-09	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.6	7.1	-11.7	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	2.558e-09	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.4	3.4	-4.2	318-U1359A-004H-5-W-139:LP-IRM-3D	SIO-flo	U1359A	1.806e-09	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-5-W-139	318-U1359A-004H-5-W-13	pmagpy-2.135	318-U1359A-004H-5-W-139	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.5	76.4	-46.4	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	2.030e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.5	76.2	-43.8	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	1.827e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	75.2	-41.1	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	1.290e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	78.3	-41.6	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	8.021e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	81.3	-41.3	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	7.120e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.3	77.8	-41.0	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	6.405e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	76.0	-40.8	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	5.752e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.5	80.1	-40.8	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	5.135e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.5	77.9	-40.4	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	3.997e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.4	80.3	-40.5	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	2.914e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.4	76.3	-41.4	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	1.756e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.5	71.9	-41.5	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	1.157e-07	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.4	66.1	-37.7	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	5.727e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.5	35.6	-13.5	318-U1359A-006H-2-W-95:LP-IRM-3D	SIO-flo	U1359A	2.125e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-006H-2-W-95	318-U1359A-006H-2-W-9	pmagpy-2.135	318-U1359A-006H-2-W-95	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.4	87.7	-46.9	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	2.625e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.5	85.2	-44.9	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	2.385e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.3	84.3	-42.3	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	1.841e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	85.1	-40.7	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	1.009e-06	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	88.9	-40.7	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	8.170e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.5	85.5	-40.6	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	7.074e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.5	84.3	-40.8	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	6.259e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.3	86.0	-40.5	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	5.758e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.5	87.2	-39.7	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	5.004e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.5	88.0	-38.5	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	4.262e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.5	86.9	-37.4	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	3.187e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.5	87.6	-36.6	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	2.353e-07	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.5	81.2	-36.2	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	1.134e-07	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.8	22.6	-16.6	318-U1359A-006H-6-W-22:LP-IRM-3D	SIO-flo	U1359A	1.681e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-006H-6-W-22	318-U1359A-006H-6-W-2	pmagpy-2.135	318-U1359A-006H-6-W-22	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.4	88.2	-48.6	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	2.257e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.5	83.1	-46.5	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	2.036e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.6	84.7	-43.7	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	1.541e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	82.1	-43.4	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	7.937e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.9	90.5	-43.7	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	6.594e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.4	86.2	-43.3	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	5.910e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	83.1	-42.8	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	5.450e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.5	83.5	-42.3	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	5.124e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.4	87.0	-40.8	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	4.523e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.5	84.8	-39.4	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	3.867e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.4	85.9	-37.4	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	2.916e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.4	84.3	-35.8	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	2.129e-07	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.5	81.1	-35.2	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	9.241e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.5	34.5	-19.2	318-U1359A-007H-1-W-54:LP-IRM-3D	SIO-flo	U1359A	1.301e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-007H-1-W-54	318-U1359A-007H-1-W-5	pmagpy-2.135	318-U1359A-007H-1-W-54	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.4	87.7	-44.7	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	9.410e-07	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.5	83.3	-42.6	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	8.643e-07	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	87.4	-38.9	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	6.768e-07	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	86.4	-35.7	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	5.048e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.6	89.8	-34.9	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	4.465e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.6	87.5	-34.2	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	3.994e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	85.5	-33.7	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	3.480e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.4	87.5	-33.1	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	3.104e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.8	90.9	-31.6	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	2.495e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		2.0	90.9	-29.8	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	1.925e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.5	87.8	-28.0	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	1.265e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.6	85.5	-27.0	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	8.952e-08	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.6	86.3	-26.8	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	4.613e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	31.4	-11.0	318-U1359A-007H-2-W-125:LP-IRM-3D	SIO-flo	U1359A	5.605e-09	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-007H-2-W-125	318-U1359A-007H-2-W-12	pmagpy-2.135	318-U1359A-007H-2-W-125	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.3	60.5	-44.6	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	2.287e-07	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.4	62.3	-40.7	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	1.938e-07	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.4	60.2	-32.9	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	1.225e-07	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.4	59.0	-29.1	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	8.555e-08	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.4	60.1	-28.1	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	7.871e-08	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.4	57.6	-27.3	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	7.200e-08	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.3	58.5	-26.1	318-U1359A-007H-3-W-46:LP-IRM-3D	SIO-flo	U1359A	6.555e-08	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-007H-3-W-46	318-U1359A-007H-3-W-4	pmagpy-2.135	318-U1359A-007H-3-W-46	u	SAN	0	0	0	0	6.480e+02
